# 19920413_M5.3_Roermond median gmf, Stations:None, gmlt:USGS, Rupture:EFEHR
custom_site_id,lon,lat,AkkarEtAlRjb2014,Campbell2003SHARE,CauzziEtAl2014,ToroEtAl2002SHARE
t_1000,11.088089999999994,48.95228,0.000273275,0.0009282067,0.00034043266,0.00062331074
t_1001,11.349490000000003,49.00887,0.00022142024,0.0008773306,0.0002860857,0.00058902486
t_1002,11.17541,49.00936,0.0002580723,0.000921504,0.00032556098,0.0006187975
t_1003,11.437009999999987,49.06581,0.00023023505,0.00086989877,0.000293632,0.0005840109
t_1004,11.262830000000008,49.06637,0.00024991727,0.00091413065,0.00031709054,0.00061383133
t_1005,11.088639999999998,49.0668,0.0002374528,0.00096087717,0.00031041578,0.0006452928
t_1006,11.524640000000005,49.12269,0.00021844938,0.0008618986,0.00028160593,0.00057861203
t_1007,10.218189999999993,48.95233,0.0003702111,0.0011858776,0.00046254726,0.0007959407
t_1008,10.392169999999993,48.9526,0.00034391865,0.0011290422,0.00043078596,0.00075800886
t_1009,9.95680999999999,49.00894,0.00041504277,0.0013053523,0.0005201763,0.000875413
t_1010,10.130889999999994,49.00942,0.00039077303,0.0012418102,0.00048904784,0.00083319034
t_1011,10.30498,49.00976,0.0004081205,0.0011813117,0.000496482,0.00079289643
t_1012,10.043489999999991,49.06644,0.0003580345,0.0013012787,0.00046586015,0.0008727092
t_1013,10.217680000000001,49.06685,0.0003638449,0.001236807,0.00046326604,0.00082986156
t_1014,10.391870000000011,49.06712,0.00036325215,0.001175578,0.00045475122,0.0007890728
t_1015,9.955980000000011,49.1234,0.00036379768,0.0013645907,0.00047920333,0.000914686
t_1016,10.130269999999996,49.12387,0.0003042639,0.001295792,0.00041250512,0.00086906675
t_1017,9.784809999999993,48.77903,0.00031694083,0.0012486173,0.0004197304,0.0008377185
t_1018,9.523650000000004,48.83522,0.00031847216,0.0013711394,0.00043507828,0.00091902236
t_1019,9.69740999999999,48.83604,0.0003331664,0.0013088557,0.0004426225,0.0008777381
t_1020,9.871170000000006,48.83673,0.0003396118,0.0012489295,0.00044174228,0.0008379261
t_1021,9.436039999999991,48.89209,0.00032838268,0.0014394537,0.0004526422,0.0009641954
t_1022,9.60990000000001,48.89299,0.00034747086,0.0013730332,0.0004642167,0.0009202761
t_1023,9.783770000000004,48.89374,0.0003383043,0.0013091551,0.00044768918,0.0008779368
t_1024,9.522289999999998,48.94986,0.00032876607,0.0014414793,0.00045325514,0.0009655331
t_1025,9.696259999999995,48.95069,0.0003450918,0.0013733164,0.00046190023,0.00092046364
t_1026,9.870239999999995,48.95137,0.0003134298,0.0013079811,0.00042301015,0.00087715767
t_1027,8.39294000000001,48.88381,0.0004256042,0.0018830869,0.00060281064,0.0012554717
t_1028,8.566779999999994,48.88554,0.00041054926,0.0018050276,0.00057815306,0.0012045709
t_1029,8.304609999999997,48.9402,0.0006976048,0.001986536,0.0008858164,0.0013227348
t_1030,8.478550000000013,48.942,0.0005019452,0.0019031931,0.00068353524,0.0012685619
t_1031,8.216170000000005,48.99652,0.0005780635,0.0020978502,0.00078583416,0.0013948716
t_1032,8.390209999999996,48.99839,0.00073952146,0.0020087599,0.00092890684,0.0013371565
t_1033,8.56425999999999,49.00012,0.0004376128,0.0019206521,0.0006197074,0.0012799221
t_1034,8.301770000000005,49.05472,0.000805914,0.0021224883,0.0010102317,0.0014108056
t_1035,8.475920000000002,49.05651,0.00066514954,0.0020280618,0.0008613318,0.0013496742
t_1036,8.21323000000001,49.11098,0.0007623297,0.0022452206,0.00098871,0.0014900048
t_1037,9.26218,48.89106,0.00037668756,0.0015083319,0.0005091877,0.0010096281
t_1038,9.000400000000013,48.94656,0.00042119186,0.0016621052,0.00057225476,0.0011106582
t_1039,9.174360000000007,48.9478,0.0003858015,0.0015860235,0.0005275093,0.0010607402
t_1040,9.348320000000001,48.9489,0.0003584815,0.0015124233,0.0004913654,0.0010123233
t_1041,9.086430000000007,49.00447,0.00045763009,0.0016692284,0.00060935813,0.001115325
t_1042,9.260500000000008,49.00564,0.00036971303,0.0015904653,0.0005116829,0.0010636582
t_1043,8.998410000000007,49.06107,0.00044277214,0.0017584678,0.00060580485,0.0011736949
t_1044,9.17258000000001,49.06232,0.0004194809,0.0016740651,0.00057199114,0.0011184931
t_1045,9.346749999999986,49.06342,0.0003820095,0.0015928042,0.0005244663,0.0010651945
t_1046,9.084550000000007,49.11892,0.0004175223,0.0017637493,0.00058071484,0.0011771439
t_1047,8.914469999999994,48.88858,0.0003929515,0.0016527487,0.0005425202,0.001104694
t_1048,8.65249,48.94366,0.0004159377,0.0018208623,0.00058557343,0.0012149068
t_1049,8.826439999999991,48.94518,0.0004502452,0.0017404148,0.0006110126,0.0011621227
t_1050,8.738310000000013,49.00171,0.0004704427,0.001834515,0.00064312253,0.0012235824
t_1051,8.91237000000001,49.00316,0.0003872969,0.0017506742,0.0005479145,0.0011686044
t_1052,8.650080000000003,49.05817,0.00045269117,0.0019356904,0.00063726853,0.0012894568
t_1053,8.824240000000003,49.05969,0.00042822544,0.001845793,0.0006013865,0.0012306428
t_1054,8.73599999999999,49.11616,0.0005139878,0.0019481371,0.00070169603,0.0012971766
t_1055,8.910269999999997,49.11761,0.00049598765,0.0018543624,0.00067143544,0.0012362223
t_1056,8.647660000000002,49.17257,0.00045010928,0.0020584506,0.00064904336,0.001368437
t_1057,9.434570000000008,49.00667,0.00034260383,0.0015145943,0.00047544204,0.0010137532
t_1058,9.608650000000011,49.00757,0.00036070432,0.0014417487,0.00048540093,0.00096571096
t_1059,9.782730000000015,49.00832,0.00032958467,0.0013719904,0.0004463327,0.0009195857
t_1060,9.520929999999993,49.06438,0.0004084525,0.0015148392,0.0005413868,0.0010139146
t_1061,9.695120000000003,49.06521,0.00035979133,0.0014402567,0.00048431798,0.0009647256
t_1062,9.86930000000001,49.06589,0.0003769054,0.001369076,0.0004924599,0.0009176561
t_1063,9.43311,49.12113,0.00035744606,0.0015930189,0.00049937615,0.0010653355
t_1064,9.607400000000013,49.12202,0.00035650784,0.001513153,0.0004894496,0.0010128039
t_1065,9.781689999999998,49.12278,0.00048917707,0.0014370211,0.0006073395,0.00096258865
t_1066,9.519569999999987,49.17878,0.00046027405,0.0015911232,0.0006016685,0.0010640902
t_1067,8.38748000000001,49.11285,0.00079871103,0.0021439004,0.0010070078,0.0014246434
t_1068,8.561739999999986,49.11457,0.0006100412,0.002044682,0.0008103271,0.0013601875
t_1069,8.298930000000013,49.16911,0.0007142561,0.0022690368,0.000945586,0.0015053406
t_1070,8.473289999999992,49.17091,0.00075591827,0.0021623145,0.0009694553,0.0014362638
t_1071,8.210270000000008,49.22531,0.00084406923,0.0024045182,0.0010933919,0.001592382
t_1072,8.384739999999994,49.22717,0.00084668613,0.0022894929,0.0010770326,0.0015182178
t_1073,8.559210000000007,49.2289,0.0007328801,0.002177567,0.00095008675,0.0014453641
t_1074,8.29607999999999,49.28337,0.0008501099,0.0024273158,0.0011031146,0.0016066968
t_1075,8.470650000000006,49.28517,0.0008134888,0.002306477,0.0010482979,0.0015285232
t_1076,8.207310000000007,49.33951,0.0008540157,0.0025770094,0.0011310993,0.0017024174
t_1077,9.258820000000014,49.1201,0.00039448365,0.0016765875,0.0005469097,0.0011201452
t_1078,8.996409999999997,49.17547,0.00049205264,0.0018601483,0.0006682411,0.0012399886
t_1079,9.17079000000001,49.17671,0.000590129,0.0017664792,0.00075047446,0.0011789263
t_1080,9.34518,49.17781,0.00038010415,0.0016767655,0.0005321397,0.0011202617
t_1081,9.082650000000001,49.23325,0.00052991335,0.0018630924,0.00070628023,0.0012419048
t_1082,9.257139999999993,49.23443,0.00048698654,0.001766626,0.00065102003,0.0011790221
t_1083,8.994400000000013,49.28973,0.00045052715,0.0019671242,0.00063883915,0.0013094958
