# 19920413_M5.3_Roermond median gmf, Stations:None, gmlt:USGS, Rupture:Ahorneretal1994
custom_site_id,lon,lat,AkkarEtAlRjb2014,Campbell2003SHARE,CauzziEtAl2014,ToroEtAl2002SHARE
t_1000,11.088089999999994,48.95228,0.00027511595,0.000936294,0.00034309961,0.0006287787
t_1001,11.349490000000003,49.00887,0.00022291017,0.00088503415,0.0002883236,0.00059424894
t_1002,11.17541,49.00936,0.00025983047,0.0009296332,0.00032814025,0.00062429573
t_1003,11.437009999999987,49.06581,0.00023179849,0.0008776179,0.00029594998,0.0005892476
t_1004,11.262830000000008,49.06637,0.00025163725,0.0009222877,0.00031962834,0.00061935047
t_1005,11.088639999999998,49.0668,0.00023910817,0.00096949504,0.00031293315,0.00065110764
t_1006,11.524640000000005,49.12269,0.00021994488,0.000869621,0.00028384713,0.0005838531
t_1007,10.218189999999993,48.95233,0.00037298803,0.0011967731,0.0004665204,0.00080332346
t_1008,10.392169999999993,48.9526,0.00034642324,0.0011392324,0.00043439318,0.0007649054
t_1009,9.95680999999999,49.00894,0.00041832592,0.0013177141,0.00052485,0.00088380807
t_1010,10.130889999999994,49.00942,0.00039377212,0.0012533558,0.000493329,0.0008410227
t_1011,10.30498,49.00976,0.0004111587,0.0011920946,0.00050071627,0.00080020283
t_1012,10.043489999999991,49.06644,0.00036084795,0.0013135261,0.000470018,0.00088102696
t_1013,10.217680000000001,49.06685,0.0003666163,0.001248232,0.0004672929,0.0008376096
t_1014,10.391870000000011,49.06712,0.00036593422,0.0011862997,0.00045862346,0.00079629035
t_1015,9.955980000000011,49.1234,0.0003667259,0.0013775966,0.00048356556,0.0009235289
t_1016,10.130269999999996,49.12387,0.00030663595,0.0013079257,0.0004161657,0.0008772914
t_1017,9.784809999999993,48.77903,0.00031942155,0.0012604435,0.00042347668,0.00084573927
t_1018,9.523650000000004,48.83522,0.0003210953,0.0013845043,0.00043913163,0.00092810503
t_1019,9.69740999999999,48.83604,0.00033583783,0.0013214131,0.0004466531,0.00088626397
t_1020,9.871170000000006,48.83673,0.00034226145,0.0012607194,0.0004456721,0.0008459229
t_1021,9.436039999999991,48.89209,0.00033115692,0.0014536789,0.00045694862,0.0009738729
