# 19920413_M5.3_Roermond median gmf, Stations:All, gmlt:GEM, Rupture:GCMT
custom_site_id,lon,lat,ESHM20Craton,"ESHM20Craton
epsilon=-1.355630","ESHM20Craton
epsilon=1.355630","ESHM20Craton
site_epsilon=-1.732051","ESHM20Craton
site_epsilon=1.732051","KothaEtAl2020ESHM20SlopeGeology
sigma_mu_epsilon = 1.73205100
c3_epsilon = 1.73205100"
s_0,9.131,51.997,0.05467783,0.0545192,0.05483692,0.06020853,0.049655177,0.055402692
s_1,5.917000000000002,51.267,0.048422966,0.04828158,0.048564762,0.046931565,0.04996176,0.04768227
s_10,5.88300000000001,51.367,0.046196863,0.046063565,0.04633055,0.04527586,0.047136605,0.04118525
s_100,6.0,50.767,0.06020943,0.060034923,0.06038444,0.061539903,0.05890772,0.053008556
s_1000,7.981999999999999,51.292,0.008060169,0.008025926,0.0080945585,0.008105875,0.008014722,0.00819382
s_1001,6.832999999999998,52.367,0.007837133,0.007817979,0.007856333,0.008089061,0.0075930497,0.007576838
s_1002,6.63300000000001,52.417,0.009214208,0.009153979,0.009274834,0.009385681,0.009045868,0.008811108
s_1003,4.300000000000011,51.783,0.0071088485,0.0070383893,0.007180013,0.006756276,0.007479821,0.0072039193
s_1004,4.659999999999997,50.32,0.008247387,0.008213795,0.008281116,0.008304963,0.008190211,0.01025447
s_1005,4.825999999999993,50.218,0.01000221,0.009940115,0.010064692,0.009679151,0.010336052,0.008722372
s_1006,4.582999999999998,52.033,0.009610819,0.009551331,0.009670677,0.010037035,0.009202703,0.009998745
s_1007,7.617999999999995,51.945,0.007464234,0.0074440064,0.0074845166,0.0069582323,0.008007032,0.0073116007
s_1008,5.050000000000011,52.3,0.009991795,0.009914205,0.010069991,0.010115124,0.009869969,0.009864627
s_1009,4.050000000000011,51.283,0.0080502955,0.008029571,0.008071072,0.00797728,0.008123979,0.0081406385
s_101,6.2760000000000105,50.816,0.0468379,0.046663534,0.04701292,0.04876433,0.044987578,0.041351054
s_1010,6.067000000000007,52.483,0.008456124,0.008420227,0.008492175,0.0084851915,0.008427156,0.009677889
s_1011,4.043000000000006,51.209,0.008083773,0.008042068,0.0081256945,0.008423744,0.007757522,0.007562022
s_1012,4.324000000000012,50.598,0.008553988,0.008477688,0.008630974,0.008835346,0.0082815895,0.008118164
s_1013,7.842999999999989,51.713,0.011094329,0.011032432,0.011156572,0.01092514,0.011266137,0.010855331
s_1014,4.522999999999996,50.406,0.008049346,0.008013183,0.008085672,0.008078798,0.008020001,0.008182821
s_1015,4.417000000000002,51.917,0.00788579,0.007853198,0.007918518,0.00799088,0.007782083,0.007887943
s_1016,7.081999999999994,50.175,0.010744929,0.010696581,0.010793496,0.010469768,0.011027321,0.0102927545
s_1017,4.264999999999986,50.651,0.009619011,0.00955833,0.0096800765,0.009875253,0.009369417,0.009123093
s_1018,4.11699999999999,51.567,0.008421442,0.008376517,0.008466606,0.008459391,0.0083836615,0.0083916765
