STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,SOIL_TYPE,PGA_VALUE,PGA_LN_SIGMA,SA(0.3)_VALUE,SA(0.3)_LN_SIGMA,SA(0.6)_VALUE,SA(0.6)_LN_SIGMA,SA(1.0)_VALUE,SA(1.0)_LN_SIGMA,VS30,VS30_TYPE,MMI_VALUE,MMI_STDDEV,PGV_LN_SIGMA,PGV_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE
MRN,MIRANDOLA (NAPOLI),44.878231,11.061743,seismic,INGV,C,0.84073938,0.0,0.69592256850996,0.0,0.843372874502651,0.0,0.3696507149527515,0.0,208.0,C,,,,,,
MIR08,QUARANTOLI 2,44.9169,11.0895,seismic,INGV,C (inferred from geology),0.715291626,0.0,1.6238834910489977,0.0,1.249425857603683,0.0,0.4272026864299583,0.0,,C (inferred from geology),,,,,,
T0824,LOC. LIMIDI DI SOLIERA  SOLIERA  MO,44.759354,10.927588,seismic,INGV,C (inferred from geology),0.4951940609999999,0.0,1.3043464227509984,0.0,0.7346894368150448,0.0,0.7191096077952511,0.0,,C (inferred from geology),,,,,,
SANR,SANDRIGO,45.64,11.6099,seismic,INGV,C,0.306161774,0.0,0.5731446034735409,0.0,0.6479118971388789,0.0,0.2035653739761758,0.0,321.0,C,,,,,,
CNT,CENTO,44.7234,11.2867,seismic,INGV,D,0.294134491,0.0,1.0160655055467758,0.0,0.5177895625429813,0.0,0.1923796688704373,0.0,174.0,D,,,,,,
MOGG,,46.4048,13.1885,seismic,INGV,C (inferred from geology),0.235615829,0.0,0.5494480152424314,0.0,0.5961872942077832,0.0,0.2249300790516412,0.0,,C (inferred from geology),,,,,,
FIN0,FINALE EMILIA,44.8297,11.2867,seismic,INGV,C (inferred from geology),0.2342827,0.0,0.507364650645439,0.0,0.3790500356704587,0.0,0.1452605952999328,0.0,,C (inferred from geology),,,,,,
SMS0,SAN MARTINO SPINO,44.934,11.235,seismic,INGV,C (inferred from geology),0.175330536,0.0,0.5986834965796369,0.0,0.4840827759278668,0.0,0.1674801045514001,0.0,,C (inferred from geology),,,,,,
CRP,CARPI,44.7823,10.8703,seismic,INGV,C (inferred from geology),0.17277919,0.0,0.1985661051384324,0.0,0.158791874956275,0.0,0.114934446054324,0.0,,C (inferred from geology),,,,,,
CAS06,MADONNA DEI BOSCHI,44.820308,11.491826,seismic,INGV,C (inferred from geology),0.083836075,0.0,0.1676879128989044,0.0,0.1369046150534083,0.0,0.0733235104610749,0.0,,C (inferred from geology),,,,,,
RAV0,RAVARINO,44.7157,11.1428,seismic,INGV,C (inferred from geology),0.0819404069999999,0.0,0.2412599910220168,0.0,0.1715863667403822,0.0,0.145866320734844,0.0,,C (inferred from geology),,,,,,
SAG0,SANT AGOSTINO,44.791,11.3904,seismic,INGV,C (inferred from geology),0.079145454,0.0,0.2866423205546934,0.0,0.2266530492311818,0.0,0.0623300302089245,0.0,,C (inferred from geology),,,,,,
FIC0,FICAROLO,44.521,11.4337,seismic,INGV,D (inferred from geology),0.073375572,0.0,0.142672768758741,0.0,0.1730426594095201,0.0,0.0605014351079238,0.0,,D (inferred from geology),,,,,,
NVL,NOVELLARA,44.843001,10.731506,seismic,INGV,C,0.052955326,0.0,0.1838618598541481,0.0,0.0654933867131348,0.0,0.0359454547803489,0.0,190.0,C,,,,,,
SRP,SORBOLO (PEZZANI),44.848398,10.446963,seismic,INGV,C,0.0527851519999999,0.0,0.0899082661143609,0.0,0.0570288667826685,0.0,0.0311212180685276,0.0,218.0,C,,,,,,
MDN,MODENA,44.646988,10.889912,seismic,INGV,C,0.050532558,0.0,0.1118468173687688,0.0,0.1072132677870404,0.0,0.0376970424210987,0.0,213.0,C,,,,,,
MODE,MODENA,44.629722,10.949167,seismic,INGV,C,0.044091621,0.0,0.201462465884708,0.0,0.0854394884101924,0.0,0.0454489329134919,0.0,204.0,C,,,,,,
