STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,PGA_VALUE,PGA_LN_SIGMA,SOIL_TYPE,VS30,VS30_TYPE,VS30_USGS
MYT1,Aegean University Mytilene Lesvos Island,26.5694,39.085,seismic,0.068076,0.0,B (inferred from topography),508.0,inferred_USGS,508.0
PRK,Agia Paraskevi  Lesvos  Greece,26.26499,39.24565,seismic,0.037385,0.0,B (inferred from topography),485.0,inferred_USGS,485.0
PSRA,PSARA,25.56202,38.53978,seismic,0.033471,0.0,B (inferred from topography),600.0,inferred_USGS,600.0
GPNR,Kocakoy Ayvacik Canakkale Turkey,26.1331,39.456,seismic,0.026607,0.0,B (inferred from topography),665.0,inferred_USGS,665.0
IKRA,AGIOS-KIRIKOS-IKARIAS,26.29283,37.61117,seismic,0.014302,0.0,B (inferred from topography),600.0,inferred_USGS,600.0
KRL1,Aegean University Karlovasi Samos North Aegean,26.7065,37.7951,seismic,0.011636,0.0,B (inferred from topography),529.0,inferred_USGS,529.0
AKS,Akhisar Manisa Turkey,27.8129,38.8785,seismic,0.008538,0.0,B (inferred from topography),541.0,inferred_USGS,541.0
SMAA,Simav  Kutahya  Turkey,28.9805,39.1005,seismic,0.00745,0.0,C (inferred from topography),275.0,inferred_USGS,275.0
SFL1,HealthCenter Soufli Evros Thrace,26.304374,41.189954,seismic,0.006942,0.0,C (inferred from topography),350.0,inferred_USGS,350.0
LMN1,TownHall Myrina Limnos Island,25.0588,39.875,seismic,0.006749,0.0,B (inferred from topography),415.0,inferred_USGS,415.0
KIYI,Kiyikoy-ISTANBUL,28.3,41.4844,seismic,0.005158,0.0,B (inferred from topography),600.0,inferred_USGS,600.0
LIA,Limnos Greece,25.18055,39.89725,seismic,0.005056,0.0,B (inferred from topography),277.0,inferred_USGS,277.0
UKOP,Uzunkopru Edirne Turkey,26.6323,41.1288,seismic,0.004943,0.0,B (inferred from topography),342.0,inferred_USGS,342.0
GOMA,Golmarmara  Manisa  Turkey,27.9175,38.7077,seismic,0.004872,0.0,B (inferred from topography),636.0,inferred_USGS,636.0
KAVV,KOERI Uskudar Istanbul Turkey,29.06,41.0638,seismic,0.004633,0.0,B (inferred from topography),583.0,inferred_USGS,583.0
