STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,SOIL_TYPE,PGA_VALUE,PGA_LN_SIGMA,SA(0.3)_VALUE,SA(0.3)_LN_SIGMA,SA(0.6)_VALUE,SA(0.6)_LN_SIGMA,SA(1.0)_VALUE,SA(1.0)_LN_SIGMA,VS30,VS30_TYPE
ANT,ANTRODOCO,42.418110,13.078598,seismic,INGV,A,0.025970692,0,0.05241538482677797,0,0.09738148698426166,0,0.03278600228410489,0,912,A
AQA,L AQUILA   V. ATERNO    F. ATERNO,42.375530,13.339298,seismic,INGV,B,0.43539367700000003,0,0.8971612567825341,0,0.5955147200308141,0,0.33474979436848196,0,549,B
AQF,L AQUILA   V. ATERNO    FERRIERA,42.380539,13.354740,seismic,INGV,B (inferred from geology),0.077230858,0,0.22326585764514933,0,0.03340841766855479,0,0.013668828484408264,0,,B (inferred from geology)
AQG,L AQUILA   V. ATERNO    COLLE GRILLI,42.373474,13.337026,seismic,INGV,B,0.479266876,0,0.968311505210356,0,0.6571844341265752,0,0.4542372275291309,0,696,B
AQK,L AQUILA   V. ATERNO   AQUIL PARK ING.,42.344967,13.400949,seismic,INGV,B,0.355459625,0,0.6203239373261182,0,0.4843178798351681,0,0.4212725914080844,0,705,B
AQM,L'AQUILA - V. ATERNO -  IL MORO,42.378643,13.349262,seismic,INGV,B (inferred from geology),0.124260971,0,0.21432290246590877,0,0.03295818788482501,0,0.02678434326964944,0,,B (inferred from geology)
AQP,L'AQUILA - V. ATERNO -  M. PETTINO,42.383686,13.368598,seismic,INGV,A,0.09213542200000001,0,0.17861853679432274,0,0.06980108782856466,0,0.03807024690223393,0,836,A
AQU,L AQUILA  ITALY,42.354000,13.405000,seismic,INGV,B (inferred from geology),0.306426453,0,0.47701136119145526,0,0.6614346704101064,0,0.42676614404228247,0,,B (inferred from geology)
AQV,L AQUILA   V. ATERNO   CENTRO VALLE,42.377222,13.343888,seismic,INGV,B,0.644246826,0,1.287582006402189,0,0.9529514642126932,0,0.46073800944549714,0,474,B
ASS,ASSISI,43.074982,12.604141,seismic,INGV,A (inferred from geology),0.006047272,0,0.022025574056541018,0,0.009708407332042448,0,0.0041521865220577854,0,,A (inferred from geology)
AVL,AVELLINO,40.922832,14.787044,seismic,INGV,C (inferred from geology),0.001269266,0,0.0015424930113549327,0,0.0024000884348239233,0,0.003145175175841659,0,,C (inferred from geology)
AVZ,AVEZZANO,42.027458,13.425929,seismic,INGV,C,0.06769146000000001,0,0.15389375274845118,0,0.1523957860720544,0,0.09779055307246763,0,199,C
BBN,BIBBIENA  NUOVA,43.747646,11.821428,seismic,INGV,A,0.001002029,0,0.0012111133571998036,0,0.0020252769840824556,0,0.0025319343146494614,0,1000,A
BDT,BADIA TEDALDA,43.706772,12.188036,seismic,INGV,B,0.001993674,0,0.004717681232240928,0,0.005175010518901476,0,0.004496518426233428,0,593,B
BNE,BENEVENTO (NUOVA),41.127556,14.784882,seismic,INGV,C (inferred from geology),0.002045972,0,0.0022887809153210622,0,0.0037256812255703226,0,0.006742519006666689,0,,C (inferred from geology)
BOJS,BOJANCI  SL,45.504300,15.251800,seismic,INGV,B (inferred from topography),0.014160506,0,0.021188303151279193,0,0.04820635926828235,0,0.061692255806182844,0,,B (inferred from topography)
BZZ,BAZZANO,42.337025,13.468575,seismic,INGV,B,0.068035057,0,0.12463800526915404,0,0.13989037805802942,0,0.059256188484180336,0,679,B
CAN,CANDELA,41.203197,15.475419,seismic,INGV,B (inferred from geology),0.0019005110000000001,0,0.0028682066483477755,0,0.0038050238040799075,0,0.004819438177550934,0,,B (inferred from geology)
CDCA,CITTA DI CASTELLO,43.458400,12.233600,seismic,INGV,C,0.009328004999999999,0,0.018987786151790236,0,0.027390955730427283,0,0.02692922327425266,0,277,C
CDS,CASTEL DI SANGRO,41.787140,14.111870,seismic,INGV,B (inferred from geology),0.009951902,0,0.025579187648049846,0,0.02640851926515906,0,0.02752211162138982,0,,B (inferred from geology)
CER,CERIGNOLA,41.259500,15.910200,seismic,INGV,B,0.001749768,0,0.003141400244995513,0,0.0031255266088843175,0,0.005174688874542599,0,396,B
CHT,CHIETI,42.369827,14.147809,seismic,INGV,B (inferred from geology),0.029429653,0,0.060958516203080126,0,0.06641511381670419,0,0.059949803379710176,0,,B (inferred from geology)
CLN,CELANO,42.085224,13.520722,seismic,INGV,B (inferred from geology),0.08846799500000001,0,0.18457237956205802,0,0.08128848010603283,0,0.08207269333146343,0,,B (inferred from geology)
CMB,CAMPOBASSO,41.562800,14.652300,seismic,INGV,B (inferred from geology),0.002887041,0,0.0032490063572564137,0,0.004925821487801066,0,0.007045240351244992,0,,B (inferred from geology)
CMR,CASTELMAURO,41.833427,14.712029,seismic,INGV,B (inferred from geology),0.005295523,0,0.012746533042864145,0,0.012118581851613432,0,0.009042925867412717,0,,B (inferred from geology)
CNM,CASALNUOVO MONTEROTARO (NUOVA),41.618225,15.104517,seismic,INGV,B (inferred from geology),0.0018784140000000001,0,0.004634460751709704,0,0.005522103063792094,0,0.004072179816531102,0,,B (inferred from geology)
CSO1,CARSOLI1,42.100933,13.088044,seismic,INGV,B (inferred from geology),0.0182878,0,0.05011582946523506,0,0.05642007113027762,0,0.02843898373796252,0,,B (inferred from geology)
CSS,CASSINO,41.485790,13.823090,seismic,INGV,B,0.009442088,0,0.026855449387026296,0,0.02382731488788057,0,0.019660829471939083,0,648,B
CTL,CATTOLICA,43.955116,12.735809,seismic,INGV,C,0.004362477,0,0.008743233759775666,0,0.01057037717364123,0,0.02091283937772984,0,208,C
FMG,FIAMIGNANO,42.268028,13.117220,seismic,INGV,B,0.026323769,0,0.055790814742293846,0,0.0775215408053284,0,0.04232284945822081,0,790,B
