STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,VS30,MMI_VALUE,MMI_STDDEV,PGA_LN_SIGMA,PGA_VALUE,PGV_LN_SIGMA,PGV_VALUE,SA(0.3)_LN_SIGMA,SA(0.3)_VALUE,SA(1.0)_LN_SIGMA,SA(1.0)_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE,VS30_TYPE,REFERENCES
HUEH,"Huehuetenango, Huehuetenango",-91.5025,15.3182,seismic,760.0,4.1,0.66,0.0,0.017359,0.0,3.421,0.0,0.025171,0.0,0.073231,0.0,0.010362,inferred,Stations_USGS
RETA,"Retalhuleu, Retalhuleu",-91.6949,14.5246,seismic,760.0,3.7,0.63,0.0,0.006134,0.0,1.5784,0.0,0.006624,0.0,0.012016,0.0,0.007934,inferred,Stations_USGS
UTM:(14P 070 175 10000),,-97.0855,15.8655,macroseismic,504.59,5.8,0.3,0.8059,0.104134,0.875,11.2693,1.0131,0.231515,1.0822,0.172682,1.4737,0.034821,inferred,Stations_USGS
UTM:(14P 078 175 10000),,-96.3389,15.8576,macroseismic,900.0,6.6,0.3,0.8059,0.227203,0.875,20.1866,1.0131,0.419055,1.0822,0.274135,1.4737,0.052894,inferred,Stations_USGS
UTM:(14Q 035 227 10000),,-100.3911,20.5684,macroseismic,760.0,2.0,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(14Q 043 213 10000),,-99.6187,19.3078,macroseismic,760.0,3.9,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(14Q 044 213 10000),,-99.5235,19.3081,macroseismic,760.0,4.7,0.3,0.8059,0.040691,0.875,5.0559,1.0131,0.06105,1.0822,0.084303,1.4737,0.017886,inferred,Stations_USGS
UTM:(14Q 046 214 10000),,-99.3333,19.3989,macroseismic,760.0,3.7,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(14Q 046 216 10000),,-99.3337,19.5796,macroseismic,760.0,3.3,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(14Q 047 208 10000),,-99.2373,18.8568,macroseismic,760.0,4.0,0.3,0.8059,0.015784,0.875,2.6996,1.0131,0.023522,1.0822,0.048358,1.4737,0.01047,inferred,Stations_USGS
UTM:(14Q 047 209 10000),,-99.2374,18.9472,macroseismic,760.0,3.2,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(14Q 047 213 10000),,-99.238,19.3087,macroseismic,760.0,4.6,0.3,0.8059,0.038236,0.875,4.7006,1.0131,0.053274,1.0822,0.077869,1.4737,0.016568,inferred,Stations_USGS
UTM:(14Q 047 214 10000),,-99.2381,19.399,macroseismic,760.0,4.4,0.3,0.8059,0.028595,0.875,4.0631,1.0131,0.040567,1.0822,0.066435,1.4737,0.014218,inferred,Stations_USGS
