# 20040224_M6.3_AlHoceima median gmf, Stations:Seismic, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,AkkarEtAlRjb2014,ChiouYoungs2014
m_10,-3.8185,35.0887,0.13463186,0.13558002
m_11,-3.9826,35.2072,0.36597946,0.47559646
m_12,-4.0741,35.1073,0.29836872,0.31093687
m_13,-3.9443,35.0704,0.2925631,0.2590659
m_14,-3.6332,35.1542,0.059323117,0.06366124
m_15,-3.9985,35.1897,0.35228607,0.46626827
m_16,-3.8411,35.1045,0.15713237,0.15404606
m_17,-4.01,34.21,0.01531635,0.018444289
m_18,-2.9412,35.2962,0.015666958,0.018787201
m_19,-3.9655,35.1458,0.33554602,0.39249292
m_20,-3.9845,35.2315,0.32055774,0.40131462
m_21,-3.7409,35.0535,0.07188646,0.07101552
m_22,-4.1925,35.1498,0.116904914,0.1169764
m_23,-4.04,35.07,0.3412269,0.47673932
m_24,-4.2955,35.1688,0.06856121,0.071914636
m_25,-4.01,35.24,0.3539316,0.47246066
m_26,-3.78,35.19,0.12499578,0.12698558
m_27,-3.6428,35.2118,0.06500361,0.06914747
m_28,-3.8164,35.0093,0.11357439,0.11208122
m_29,-3.85,35.14,0.17493689,0.16703185
m_30,-3.8423,35.1092,0.15946944,0.1560213
m_31,-4.0976,35.2087,0.1939341,0.1855345
m_32,-3.63,35.12,0.061315514,0.06814484
m_33,-4.06,35.12,0.32046032,0.35469088
m_34,-4.0741,35.0543,0.33843488,0.39119965
m_35,-3.935,35.2518,0.35230243,0.37924498
m_36,-4.13,35.03,0.24356352,0.24787802
m_37,-3.7644,35.2452,0.111100644,0.106264494
m_38,-4.2182,35.074,0.13607085,0.15045598
m_39,-3.995,35.185,0.35719752,0.50601447
m_40,-3.9,35.2,0.26553825,0.23074389
m_41,-3.8969,35.2082,0.26835567,0.23745634
m_42,-3.9592,35.2439,0.34530425,0.38790464
m_43,-4.07,35.17,0.30078837,0.3185526
m_44,-4.14,35.16,0.18786518,0.19478436
m_45,-2.93,35.18,0.014378315,0.017038403
m_46,-4.08,35.09,0.2891871,0.298584
m_47,-4.1377,35.142,0.19129153,0.19407883
m_48,-3.915,35.246,0.31263873,0.27768344
m_49,-4.08,35.2,0.27250096,0.287399
m_50,-3.9033,35.1809,0.27256948,0.25166428
m_51,-3.6226,35.0607,0.04246038,0.043557733
m_52,-4.02,35.2,0.34863532,0.4597674
m_53,-3.92,35.17,0.28917396,0.25255734
m_54,-4.98,34.06,0.008904553,0.010058266
m_55,-3.8722,35.1739,0.20962517,0.18764336
m_56,-3.692,35.2844,0.08778826,0.09025109
