# 20040224_M6.3_AlHoceima median gmf, Stations:Seismic, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,AkkarEtAlRjb2014,ChiouYoungs2014
m_10,-3.8185000000000002,35.0887,0.1324144,0.13699514
m_11,-3.982599999999991,35.2072,0.3599516,0.4805952
m_12,-4.074099999999987,35.1073,0.29345393,0.31436715
m_13,-3.9442999999999984,35.0704,0.28774405,0.26185882
m_14,-3.633199999999988,35.1542,0.05834637,0.06435424
m_15,-3.998500000000007,35.1897,0.3464836,0.47135532
m_16,-3.8411000000000115,35.1045,0.15454432,0.15565348
m_17,-4.009999999999991,34.21,0.015064039,0.018647173
m_18,-2.941200000000009,35.2962,0.015410123,0.018992852
m_19,-3.9654999999999916,35.1458,0.33001915,0.39605075
m_20,-3.984499999999997,35.2315,0.31527808,0.40575537
m_21,-3.7409000000000106,35.0535,0.070702456,0.07180044
m_22,-4.1924999999999955,35.1498,0.11497919,0.11826985
m_23,-4.039999999999992,35.07,0.3356061,0.48198327
m_24,-4.295500000000004,35.1688,0.067431815,0.072709076
m_25,-4.009999999999991,35.24,0.3481022,0.47759822
m_26,-3.780000000000001,35.19,0.122937456,0.1283155
m_27,-3.642799999999994,35.2118,0.06393357,0.06989884
m_28,-3.8163999999999874,35.0093,0.111703634,0.11329079
m_29,-3.8499999999999943,35.14,0.17205568,0.1687861
m_30,-3.8422999999999945,35.1092,0.1568429,0.15764865
m_31,-4.0976,35.2087,0.19073968,0.18759139
m_32,-3.6299999999999955,35.12,0.060305852,0.06887164
m_33,-4.060000000000002,35.12,0.31518167,0.35859498
m_34,-4.074099999999987,35.0543,0.33286,0.39544955
m_35,-3.9350000000000023,35.2518,0.34650043,0.38303664
m_36,-4.1299999999999955,35.03,0.23955135,0.25055978
m_37,-3.764399999999995,35.2452,0.109271474,0.10742822
m_38,-4.218199999999996,35.074,0.13382937,0.1520135
m_39,-3.9950000000000045,35.185,0.35131413,0.51091474
m_40,-3.9000000000000057,35.2,0.261165,0.23324761
m_41,-3.896899999999988,35.2082,0.26393607,0.24000569
m_42,-3.95920000000001,35.2439,0.33961725,0.39216307
m_43,-4.069999999999993,35.17,0.29583386,0.32198974
m_44,-4.139999999999986,35.16,0.18477061,0.19687115
m_45,-2.930000000000007,35.18,0.014141899,0.01722609
m_46,-4.0800000000000125,35.09,0.2844235,0.3018839
m_47,-4.137699999999995,35.142,0.1881405,0.19618666
m_48,-3.914999999999992,35.246,0.30749,0.2807106
m_49,-4.0800000000000125,35.2,0.26801243,0.29044294
m_50,-3.9033000000000015,35.1809,0.2680803,0.25428066
m_51,-3.6226000000000056,35.0607,0.041761104,0.044040754
m_52,-4.02000000000001,35.2,0.34289292,0.46479526
m_53,-3.9199999999999875,35.17,0.28441116,0.2553009
m_54,-4.97999999999999,34.06,0.008757865,0.0101693645
m_55,-3.8721999999999923,35.1739,0.20617273,0.18966451
m_56,-3.6920000000000073,35.2844,0.086343504,0.091222085
m_57,-4.060000000000002,35.06,0.34561163,0.4504754
m_58,-3.60329999999999,35.1595,0.050650533,0.055708874
m_59,-3.844999999999999,35.181,0.17728381,0.1898756
m_60,-3.9799999999999898,35.12,0.31403217,0.32869163
m_61,-3.8471999999999866,35.1438,0.1699631,0.16700804
m_62,-3.9687999999999874,35.1428,0.33158964,0.40406024
m_63,-4.1699999999999875,35.08,0.16541521,0.17311537
m_64,-4.038900000000012,35.1214,0.34833413,0.47990456
m_65,-3.8430999999999926,35.0588,0.12984632,0.12268581
m_66,-3.8406999999999982,35.0519,0.118681274,0.11017481
m_67,-3.9832000000000107,35.1249,0.35193205,0.44339293
m_68,-3.7401999999999873,35.2014,0.08352547,0.08245386
m_69,-3.9613999999999976,35.2405,0.33960888,0.39523122
m_70,-4.0291,35.2054,0.35112846,0.46830752
m_71,-5.550000000000011,33.88,0.0064628855,0.0065537384
m_72,-4.1299999999999955,35.14,0.2026816,0.21276271
m_73,-2.9499999999999886,35.29,0.017153425,0.021753801
m_74,-3.907900000000012,35.1203,0.24912225,0.24180992
m_75,-4.313199999999995,35.0962,0.07640992,0.08561758
m_9,-4.0726999999999975,35.0556,0.33430293,0.39985204
s_0,-2.459699999999998,36.8525,0.00192,0.00192
s_1,-3.5649999999999977,36.9867,0.0013,0.0013
s_2,-3.0343000000000018,35.9399,0.44738,0.44738
s_3,-4.411100000000005,36.7275,0.00456,0.00456
s_4,-3.9166999999999916,37.0614,0.0016,0.0016
s_5,-2.8896000000000015,36.8979,0.00788,0.00788
s_6,-3.0124999999999886,36.7569,0.00217,0.00217
s_7,-3.8216999999999928,36.9501,0.00339,0.00339
s_8,-4.458300000000008,36.6861,0.00354,0.00354
t_0,-8.489180000000005,31.41207,0.0015613203,0.00014737752
t_1,-7.950189999999992,31.41207,0.0014720887,0.00017170055
t_10,-6.692550000000011,31.41207,0.0012757316,0.0002239694
t_100,-6.153559999999999,31.41207,0.0015669136,0.00033463445
t_1000,-4.761169999999993,33.34646,0.0044096815,0.0039554406
t_1001,-4.716250000000002,33.38397,0.0041414597,0.0037091754
t_1002,-4.89591999999999,32.93275,0.0047375895,0.0037268028
t_1003,-4.89591999999999,33.08341,0.003967244,0.0031494931
t_1004,-4.89591999999999,33.23382,0.0044323816,0.0038041268
t_1005,-4.850999999999999,33.30893,0.00484798,0.0043701963
t_1006,-4.89591999999999,33.30893,0.004725535,0.0042151706
t_1007,-4.806080000000009,33.30893,0.0038873116,0.0033348468
t_1008,-4.89591999999999,33.34646,0.0060289125,0.0057951123
t_1009,-4.806080000000009,33.34646,0.0039602644,0.003449385
t_101,-6.153559999999999,31.56528,0.0014313939,0.00032781134
t_1010,-4.850999999999999,33.34646,0.005476664,0.00514488
t_1011,-4.850999999999999,33.38397,0.0067155566,0.0067718904
t_1012,-4.5815000000000055,33.38397,0.005260788,0.0050346656
t_1013,-4.53658999999999,33.38397,0.0053102393,0.005105537
t_1014,-4.5815000000000055,33.42147,0.0068299337,0.0070682797
t_1015,-4.626419999999996,33.42147,0.0043308865,0.0039809183
t_1016,-4.53658999999999,33.42147,0.005666137,0.005585377
t_1017,-4.5815000000000055,33.45895,0.004493207,0.0042135916
t_1018,-4.626419999999996,33.45895,0.0047145127,0.004461218
t_1019,-4.53658999999999,33.45895,0.0055619194,0.00550344
t_102,-6.153559999999999,31.71823,0.0017498714,0.00045993467
