ID_0,NAME_0,FATALITIES,FATALITIES_GROUND_SHAKING,INJURIES,DISPLACED_POPULATION,AFFECTED_POPULATION,AFFECTED_UNITS,DAMAGED_UNITS,COLLAPSED_UNITS,UNIT_TYPES,ECONOMIC_LOSSES,INSURED_LOSSES,CURRENCY,INDUCED_EFFECTS,FLAG,REFERENCE,COMMENTS
CHL,Chile,525,525,,,,,,,,15000000000-30000000000,15000000000-30000000000,USD,Tsunami,,Wikipedia,25 people went missing; about 9% of the population in the affected regions lost their homes; The earthquake also generated a blackout that affected 93 percent of the Chilean population
CHL,Chile,562,562,10334.0,800000.0,1861222.0,,,,,37279916000,37279916000,USD,Tsunami,,EM-Dat,
CHL,Chile,558,558,12000.0,,,,500000.0,,Buildings,30000000000,30000000000,USD,Tsunami,,NOAA,
CHL,Chile,547,547,12000.0,,,,,,,,,,Tsunami,,UTSU,
CHL,Chile,521,521,,800000.0,,,370051.0,81444,Buildings,30000000000,30000000000,USD,Tsunami,,MAE_Center_Report,
CHL,Chile,523,523,12000.0,800000.0,1800000.0,,374092.0,,Buildings,30000000000,30000000000,USD,Tsunami,,USGS,
CHL,Chile,521,521,,800000.0,,,200000.0,>81000,Buildings,30000000000,30000000000,USD,Tsunami,,EERI,
CHL,Chile,521,521,,,,,500000.0,,Buildings,,,,Tsunami,,Contreras_and_Winckler_2013,
CHL,Chile,528,528,500.0,2000000.0,,1500000.0,500000.0,,Buildings,15000000000-30000000000,15000000000-30000000000,USD,Tsunami,,European_Commission,
CHL,Chile,486,486,,,,,370000.0,,Buildings,15000000000-30000000000,15000000000-30000000000,USD,Tsunami,,Maruyama_et_al_2012,
CHL,Chile,525,525,,,,,370000.0,,Buildings,4000000000-7000000000,4000000000-7000000000,USD,"Tsunami, Landslides",,The_Weather_Network,
CHL,Chile,512,512,,,800000.0,,126883.0,81449,Buildings,30000000000,30000000000,USD,Tsunami,,OPS_Report_2010,
