# 19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:GEM, Rupture:GCMT, Max_dist:150km
custom_site_id,lon,lat,AkkarEtAlRjb2014,BooreEtAl2014,CampbellBozorgnia2014,ZhaoEtAl2006Asc
m_32,49.417,36.736,0.43075764,0.4493917,0.40243474,0.3906999
m_33,49.77,36.693,0.48950997,0.37674487,0.46526864,0.4148112
m_34,49.426,36.81,0.49479187,0.43029228,0.48809242,0.46257186
m_35,49.414,36.806,0.48207134,0.42738748,0.4783402,0.45751446
m_36,49.522,36.842,0.78781414,0.6656179,0.5851317,0.6534248
m_37,48.997,36.895,0.34223807,0.32674444,0.37523147,0.32605425
m_38,49.5186,36.6294,0.2794191,0.2932816,0.27621323,0.3371438
m_39,49.367,36.73,0.42748484,0.48718864,0.3686691,0.45367205
m_40,49.514,36.626,0.27381822,0.2880253,0.27229357,0.33241904
m_44,50.0,36.2667,0.1948173,0.19367346,0.19529791,0.1959479
m_45,50.007,37.206,0.12629382,0.14270222,0.12458695,0.124793336
m_46,50.283,37.141,0.10001683,0.115521215,0.10128928,0.100240104
m_47,49.3667,36.25,0.11316216,0.1162839,0.13800447,0.15308295
m_49,49.313,37.223,0.43583935,0.42624024,0.32058138,0.39406896
m_50,50.006,36.263,0.19378354,0.19191189,0.1941234,0.19402568
m_51,49.604,37.273,0.2164796,0.26016402,0.19979964,0.23722346
m_52,49.999,37.21,0.1281434,0.1453129,0.12646195,0.127336
m_53,51.0833,35.4667,0.044132628,0.037109494,0.037022535,0.033737432
m_54,49.954,37.261,0.12761144,0.17174123,0.13513677,0.14804064
m_55,50.154,37.196,0.11667254,0.14125204,0.119099766,0.11947696
m_56,50.286,37.135,0.099166416,0.11689417,0.100633316,0.099364445
m_60,48.4333,36.6667,0.118111365,0.12078614,0.12521276,0.124957494
m_61,50.366,35.721,0.06988367,0.06951523,0.07024503,0.070637114
m_62,50.987,35.831,0.03759355,0.035176843,0.038950205,0.042099994
m_63,48.2833,38.25,0.032232605,0.032908414,0.032233294,0.031794522
m_64,51.3597,35.5175,0.044029612,0.036763683,0.03483248,0.030390996
m_65,51.453,35.797,0.038876772,0.030567419,0.03490279,0.03686572
m_66,50.8764,34.64,0.032729656,0.019270038,0.019179491,0.016109671
m_67,46.2833,38.0833,0.026499026,0.012693636,0.01448267,0.013387448
m_69,45.0833,37.533,0.021521624,0.0061925245,0.007395795,0.00623333
s_0,48.954,36.925,0.63531,0.63531,0.63531,0.63531
s_1,50.0,36.26,0.2046,0.2046,0.2046,0.2046
s_10,51.39,35.71,0.046300136,0.04006656,0.038940363,0.035582174
s_11,51.35,35.52,0.040688332,0.03193285,0.032738063,0.03030797
s_12,51.0,35.85,0.04067,0.04067,0.04067,0.04067
s_13,50.901,35.444,0.045092028,0.03858432,0.039160192,0.036406435
s_14,47.71,37.42,0.03456,0.03456,0.03456,0.03456
s_15,48.28,38.26,0.03015,0.03015,0.03015,0.03015
s_16,51.48,35.7,0.04499613,0.03787806,0.036657725,0.033033352
s_17,51.37,35.73,0.031805716,0.02310078,0.030489644,0.02884696
s_18,50.88,35.16,0.03205711,0.021749169,0.025917301,0.027229644
s_19,51.08,35.47,0.04543401,0.039094757,0.038012844,0.0342788
s_2,50.0,34.68,0.029702459,0.01727,0.019567462,0.018848637
s_20,51.42,35.77,0.04671081,0.040427983,0.039792955,0.03671371
s_21,51.32,35.69,0.047220904,0.041842744,0.04021233,0.036470663
s_22,48.97,36.92,0.41,0.41,0.41,0.41
s_23,49.22,36.14,0.188,0.188,0.188,0.188
s_24,50.01,36.27,0.182,0.182,0.182,0.182
s_25,50.87,36.81,0.13,0.13,0.13,0.13
s_26,48.57,36.66,0.124,0.124,0.124,0.124
s_27,51.31,36.11,0.098,0.098,0.098,0.098
s_28,51.36,35.51,0.042128086,0.03377005,0.033380006,0.03018398
s_29,48.95,36.92,0.648,0.648,0.648,0.648
s_3,50.884,36.808,0.13257,0.13257,0.13257,0.13257
s_30,50.88,36.81,0.134,0.134,0.134,0.134
s_31,51.07,35.46,0.04535309,0.038941283,0.037877943,0.034146648
