# 19990907_M5.9_Athens median gmf, Stations:None, gmlt:USGS, Rupture:USGS
custom_site_id,lon,lat,AkkarEtAlRjb2014,CauzziEtAl2014,ZhaoEtAl2016Asc
t_0,23.53997000000001,35.29793,0.0018026303,0.0024793195,0.003354567
t_1,23.692309999999992,35.2866,0.0014512149,0.0021077902,0.002491551
t_10,23.77546000000001,35.34332,0.0013980385,0.002074353,0.0026427875
t_100,22.21051,36.98929,0.0031240892,0.005056394,0.009715307
t_1000,22.74217999999999,39.06773,0.004681254,0.007939185,0.016559917
t_1001,22.663420000000002,39.0729,0.0050265747,0.008227244,0.015601978
t_1002,22.58465000000001,39.07805,0.0051703583,0.008259255,0.01959038
t_1003,22.70613,39.10102,0.004666478,0.0077766906,0.015537794
t_1004,22.627340000000004,39.10618,0.004146038,0.007008269,0.014653371
t_1005,22.67004,39.13429,0.004543724,0.0074907453,0.014596439
t_1006,22.591229999999996,39.13944,0.0040798066,0.0068057943,0.013778285
t_1007,23.058940000000007,38.70606,0.01179594,0.019639388,0.046423912
t_1008,23.142769999999985,39.10272,0.00569408,0.009646211,0.01966094
t_1009,23.063999999999993,39.10807,0.005723293,0.009565755,0.018857373
t_101,22.358869999999996,36.91713,0.003254766,0.005249185,0.009988015
t_1010,23.106809999999996,39.13608,0.00572737,0.009510863,0.018451924
t_1011,23.185599999999994,39.13072,0.0065319566,0.010606053,0.025579693
t_1012,23.228459999999984,39.1587,0.0060129957,0.009890901,0.018641887
t_1013,23.271330000000006,39.18667,0.006311762,0.010169677,0.024152555
t_1014,23.235389999999995,39.22004,0.0060345447,0.009671192,0.022774722
t_1015,23.2783,39.248,0.0056681964,0.009150754,0.022104464
t_1016,23.199430000000007,39.2534,0.005219788,0.008536886,0.0160998
t_1017,23.242340000000013,39.28136,0.0055943797,0.008918789,0.02088814
t_1018,23.31423000000001,39.21463,0.0059444304,0.009636477,0.023402551
t_1019,21.54316,37.74795,0.00366274,0.0055380785,0.011655021
t_102,22.281569999999988,36.9222,0.0030093826,0.004897597,0.009555578
t_1020,21.46526,37.75264,0.0033888097,0.0051322645,0.01083233
t_1021,21.38736,37.7573,0.0031720726,0.0047999155,0.01007596
t_1022,21.585080000000005,37.77651,0.003837994,0.0058043543,0.012231249
t_1023,21.507170000000002,37.78122,0.0037228696,0.005570135,0.011356664
t_1024,21.429239999999993,37.7859,0.003640419,0.0053803464,0.010553838
t_1025,21.351319999999987,37.79055,0.0036700268,0.0053208135,0.009816114
t_1026,21.54910000000001,37.80979,0.0037816442,0.005702222,0.011907392
t_1027,21.471149999999994,37.81449,0.0035326285,0.0053204726,0.011055065
t_1028,21.39321000000001,37.81915,0.0035659545,0.0052631744,0.010273201
t_1029,21.818790000000007,37.76218,0.0048576025,0.007339886,0.015370682
t_103,22.400689999999997,36.94562,0.0033873233,0.0054850695,0.0105579905
t_1030,21.74090000000001,37.76699,0.0044758837,0.0067667584,0.014228881
t_1031,21.662990000000008,37.77177,0.0039059015,0.005993337,0.013185689
t_1032,21.782880000000006,37.79551,0.0040903054,0.0064087966,0.014969307
