# 19990907_M5.9_Athens median gmf, Stations:None, gmlt:USGS, Rupture:EFEHR
custom_site_id,lon,lat,AkkarEtAlRjb2014,CauzziEtAl2014,ZhaoEtAl2016Asc
t_0,23.53997000000001,35.29793,0.0015151014,0.0020687808,0.0032984307
t_1,23.692309999999992,35.2866,0.0012166073,0.0017537151,0.0024377606
t_10,23.77546000000001,35.34332,0.0011706084,0.0017234152,0.0025780515
t_100,22.21051,36.98929,0.0027351242,0.0044280845,0.01003834
t_1000,22.74217999999999,39.06773,0.0040270337,0.0068733604,0.016741626
t_1001,22.663420000000002,39.0729,0.004330859,0.0071366588,0.015819184
t_1002,22.58465000000001,39.07805,0.0044607483,0.0071760924,0.019915903
t_1003,22.70613,39.10102,0.0040132315,0.006734279,0.015725637
t_1004,22.627340000000004,39.10618,0.0035705229,0.006079368,0.0148707945
t_1005,22.67004,39.13429,0.003906544,0.006487478,0.014787608
t_1006,22.591229999999996,39.13944,0.0035119788,0.0059033274,0.01399414
t_1007,23.058940000000007,38.70606,0.010189238,0.016789056,0.046005808
t_1008,23.142769999999985,39.10272,0.004906573,0.008295079,0.0196958
t_1009,23.063999999999993,39.10807,0.0049253735,0.008217764,0.018879753
t_101,22.358869999999996,36.91713,0.0028728375,0.004632907,0.010411925
t_1010,23.106809999999996,39.13608,0.0049319807,0.008177526,0.018494528
t_1011,23.185599999999994,39.13072,0.0056333398,0.009128851,0.02565652
t_1012,23.228459999999984,39.1587,0.0051880954,0.008520774,0.01872078
t_1013,23.271330000000006,39.18667,0.0054494333,0.008768182,0.024284093
t_1014,23.235389999999995,39.22004,0.0052056997,0.008334978,0.022904588
t_1015,23.2783,39.248,0.004891419,0.007891935,0.022255052
t_1016,23.199430000000007,39.2534,0.0044985525,0.0073543335,0.01619561
t_1017,23.242340000000013,39.28136,0.0048240065,0.0076881754,0.02103406
t_1018,23.31423000000001,39.21463,0.0051343297,0.008314862,0.023557931
t_1019,21.54316,37.74795,0.0030930259,0.0046895826,0.011569943
t_102,22.281569999999988,36.9222,0.0026463144,0.0043070484,0.009927216
t_1020,21.46526,37.75264,0.002862278,0.0043468457,0.010764092
t_1021,21.38736,37.7573,0.0026796358,0.0040658633,0.010021729
t_1022,21.585080000000005,37.77651,0.0032425125,0.0049187294,0.012147476
t_1023,21.507170000000002,37.78122,0.003146183,0.0047212346,0.011290378
t_1024,21.429239999999993,37.7859,0.0030772665,0.004560928,0.01050201
t_1025,21.351319999999987,37.79055,0.0031032371,0.004510676,0.00977624
t_1026,21.54910000000001,37.80979,0.003197249,0.004837023,0.011843902
t_1027,21.471149999999994,37.81449,0.0029871722,0.004513727,0.011006426
t_1028,21.39321000000001,37.81915,0.0030160984,0.0044652936,0.010236753
t_1029,21.818790000000007,37.76218,0.0040994734,0.006211874,0.015208848
t_103,22.400689999999997,36.94562,0.0029951418,0.0048493375,0.011015075
t_1030,21.74090000000001,37.76699,0.0037790067,0.0057300604,0.014098243
t_1031,21.662990000000008,37.77177,0.0032985643,0.0050773025,0.013080738
t_1032,21.782880000000006,37.79551,0.0034540715,0.0054311743,0.014838752
t_1033,21.70496,37.8003,0.0037000377,0.0056050713,0.013751358
t_1034,21.62702999999999,37.80506,0.0031275172,0.0048493785,0.0127560925
t_1035,21.824880000000007,37.82401,0.0031429308,0.005135124,0.011704259
t_1036,21.746939999999995,37.82882,0.0031608203,0.005051406,0.010832887
t_1037,21.66900000000001,37.8336,0.0031068276,0.004888256,0.010037292
t_1038,21.78895,37.85733,0.0030466607,0.0049832677,0.0113928635
t_1039,21.591039999999992,37.83835,0.003080685,0.004763786,0.012425895
t_104,22.32337000000001,36.9507,0.002942779,0.004727271,0.010498623
t_1040,21.513090000000005,37.84306,0.0034780006,0.005119683,0.011536092
t_1041,21.435120000000012,37.84774,0.0030670404,0.0045739636,0.010719504
t_1042,21.35714999999999,37.85238,0.0033112394,0.0047617136,0.009969189
t_1043,21.55503999999999,37.87162,0.0033639772,0.0050524934,0.012091958
t_1044,21.47704999999999,37.87631,0.0036934922,0.0053259516,0.009502044
t_1045,21.399069999999995,37.88097,0.0030360606,0.004509403,0.010430699
t_1046,21.59701000000001,37.90016,0.0033635166,0.0051136664,0.012675249
