# 19881016_M5.88_Elia median gmf, Stations:Seismic, gmlt:USGS, Rupture:EFEHR
custom_site_id,lon,lat,AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,ZhaoEtAl2016SInter
s_0,21.350099999999998,37.7949,0.15648,0.15648,0.15648
s_1,20.897999999999996,37.784,0.14742,0.14742,0.14742
s_10,21.141999999999996,37.85,0.055098694,0.05278679,0.062016517
s_100,21.286,38.854,0.009034279,0.006174557,0.012757632
s_101,22.204999999999984,37.949,0.006601738,0.003619268,0.008496902
s_102,21.53800000000001,38.849,0.006638911,0.003429647,0.008194669
s_103,21.61699999999999,37.051,0.007983241,0.00529391,0.011206712
s_104,21.32499999999999,39.025,0.005655705,0.0029375004,0.007220933
s_105,22.35300000000001,37.767,0.0055590346,0.0028497349,0.007029056
s_106,21.78,36.948,0.0061791777,0.004030731,0.008942897
s_107,20.5,38.155,0.014158072,0.014492897,0.015596328
s_108,21.454999999999984,37.882,0.043747548,0.038138643,0.05600964
s_109,20.693000000000012,38.352,0.018047536,0.012531756,0.023895184
s_11,21.186000000000007,37.879,0.0519382,0.046649072,0.054131266
s_110,21.548000000000002,37.683,0.024075987,0.021870445,0.032776415
s_111,21.543000000000006,37.6,0.018664025,0.015750844,0.027748898
s_112,21.663999999999987,38.132,0.01588586,0.014029402,0.021279255
s_113,21.076999999999998,38.561,0.01279184,0.007968392,0.017124573
s_114,21.71199999999999,37.738,0.01600201,0.013077739,0.02385326
s_115,21.793000000000006,37.835,0.011782532,0.0073964065,0.0155239
s_116,21.697000000000003,37.556,0.01131125,0.0068284115,0.0146924695
s_117,21.637,37.489,0.016358808,0.011807239,0.020050852
s_118,21.477000000000004,38.514,0.010389873,0.0064175352,0.013654751
s_119,21.77199999999999,37.642,0.014342282,0.010257194,0.01954268
s_12,21.664999999999992,37.433,0.013118598,0.009189502,0.01789814
s_120,21.59299999999999,38.454,0.011998722,0.00987654,0.017681325
s_121,21.64699999999999,37.451,0.016128704,0.010902568,0.013663438
s_122,21.709000000000003,37.472,0.010966518,0.0091383355,0.013014272
s_123,20.701999999999998,38.71,0.011048818,0.009027239,0.012961389
s_124,21.806999999999988,37.485,0.009782505,0.008006665,0.011623519
s_125,20.756,38.123,0.037236623,0.03782856,0.057131868
s_126,22.033999999999992,37.928,0.00840621,0.0047342973,0.010570263
s_127,20.918000000000006,38.847,0.008173564,0.0045216256,0.010410921
s_128,22.091000000000008,38.074,0.009307924,0.0066184397,0.013014016
s_129,20.721000000000004,38.16,0.02996103,0.031706978,0.034917463
s_13,21.247000000000014,37.845,0.08542958,0.07124376,0.05637243
s_130,21.860000000000014,37.288,0.0103278095,0.006567294,0.012188464
s_131,21.495000000000005,38.837,0.0079219015,0.0055792094,0.011679221
s_132,21.936000000000007,37.1,0.0076507656,0.0042957417,0.009419246
s_133,20.542,38.111,0.022338493,0.021336783,0.027121723
s_134,20.521000000000015,38.11,0.020617524,0.01989548,0.02485223
s_135,20.595,38.23,0.01685731,0.012672752,0.019943967
s_136,20.52000000000001,38.189,0.014793243,0.015407892,0.017485281
s_137,20.715000000000003,38.331,0.022340797,0.020812474,0.034717966
s_138,21.38300000000001,38.179,0.024136798,0.020944636,0.034658182
s_139,21.450999999999993,38.171,0.024912516,0.019123299,0.031267498
s_14,21.307999999999993,37.873,0.08255926,0.06931768,0.05664846
s_140,20.421999999999997,38.205,0.015349638,0.013795342,0.017180564
s_141,21.560000000000002,38.003,0.024361575,0.019949878,0.03269891
s_142,20.37299999999999,38.18,0.015436778,0.0141554875,0.01919812
s_143,20.377999999999986,38.192,0.012967437,0.013988637,0.01382359
s_144,21.185000000000002,38.403,0.02548305,0.018302485,0.021626294
s_145,21.199000000000012,38.459,0.020789642,0.015980378,0.026387034
s_146,21.679000000000002,38.045,0.014518906,0.009331105,0.01749237
s_147,21.701999999999998,37.835,0.01586481,0.014461604,0.018859055
s_148,21.47200000000001,38.39,0.01696601,0.012647202,0.022269113
s_149,21.70599999999999,37.817,0.019116418,0.014180861,0.025407463
s_15,21.361999999999995,37.906,0.052749436,0.047087196,0.06423163
s_150,21.726,37.921,0.014699999,0.013651724,0.017695619
s_151,21.13300000000001,37.933,0.029388,0.029388,0.029388
s_152,21.74000000000001,37.865,0.014444694,0.013156029,0.01736081
s_153,21.287000000000006,38.526,0.017386774,0.012844397,0.021667384
