# 19881016_M5.88_Elia median gmf, Stations:None, gmlt:USGS, Rupture:USGS
custom_site_id,lon,lat,AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,LinLee2008SInter,ZhaoEtAl2016SInter
t_0,21.029020000000003,38.50107,0.013789488,0.00900121,0.023188723,0.050975665
t_1,21.101730000000003,38.43494,0.015173654,0.010216566,0.026167132,0.058488708
t_10,20.88336000000001,38.63319,0.009683067,0.0067022485,0.017780995,0.026995428
t_100,20.86652000000001,39.31397,0.003678106,0.0019036242,0.0063535003,0.00664681
t_1000,23.755799999999994,38.20062,0.0016937836,0.00063383795,0.0027991394,0.002642782
t_1001,22.74911,37.99101,0.0045496644,0.0020068644,0.008208622,0.0084756315
t_1002,22.671099999999996,37.99622,0.0039734594,0.0019607812,0.006388674,0.009394656
t_1003,22.713390000000004,38.02449,0.0039993757,0.0018592259,0.006135123,0.008851357
t_1004,22.677660000000003,38.05795,0.0042826305,0.0019307443,0.006324175,0.009233619
t_1005,22.593079999999986,38.00139,0.004192606,0.002155165,0.0068796123,0.010443476
t_1006,22.515050000000002,38.00653,0.004209277,0.0023755506,0.0074292654,0.008517047
t_1007,22.63535999999999,38.02968,0.0036845594,0.00203954,0.0065950803,0.007180537
t_1008,22.55731,38.03484,0.003670953,0.0014484037,0.0071086264,0.007988311
t_1009,22.47926000000001,38.03996,0.004687831,0.0024745231,0.0076841046,0.012189704
t_101,20.787509999999997,39.31834,0.0033220414,0.0012177819,0.006293607,0.0065783877
t_1010,22.59960000000001,38.06312,0.0047119,0.0021192243,0.006804016,0.010248709
t_1011,22.521529999999984,38.06826,0.0037661812,0.0015058647,0.0073401253,0.008343775
t_1012,22.443449999999984,38.07337,0.0042286683,0.0016620654,0.007941419,0.009317647
t_1013,22.56380999999999,38.09656,0.004033607,0.0021994344,0.007014616,0.007813643
t_1014,22.989840000000015,38.03691,0.003177977,0.001361008,0.0048341616,0.0062393164
t_1015,22.9118,38.04222,0.003058186,0.0014807379,0.0051530506,0.0050156787
t_1016,23.110270000000014,38.05974,0.0024587745,0.0011959472,0.004390491,0.0039468096
t_1017,23.03223,38.0651,0.0030176304,0.0012971598,0.0046649906,0.00591186
t_1018,22.954180000000008,38.07043,0.0035665636,0.0014093064,0.0049660485,0.006488227
t_1019,23.386840000000007,38.07155,0.0022174139,0.0009054856,0.0035855751,0.003948148
t_102,20.829830000000015,39.34685,0.00313109,0.0011694548,0.006104197,0.0062866267
t_1020,23.30879999999999,38.07703,0.0019808381,0.00063066743,0.0037866412,0.0031442065
t_1021,23.230760000000004,38.08248,0.0026697034,0.0010551013,0.004005106,0.004688364
t_1022,23.42935,38.09964,0.0022985456,0.00086687005,0.0034770276,0.0037593513
t_1023,23.351290000000006,38.10514,0.0020723175,0.0009342327,0.0036683732,0.0029906803
t_1024,23.273230000000012,38.1106,0.0020404896,0.00065088295,0.0038759345,0.003257672
t_1025,23.3938,38.13323,0.00221791,0.0008935899,0.0035545877,0.0038898848
t_1026,23.31572,38.13871,0.0022233357,0.00096327113,0.003751835,0.0030953537
t_1027,22.485720000000015,38.10168,0.003880457,0.0015635592,0.0075730756,0.008702226
t_1028,23.04576,38.18847,0.0029147149,0.0012539146,0.004557931,0.0056911367
t_1029,23.08823000000001,38.21662,0.0024874732,0.0011929573,0.004393867,0.003935735
t_103,20.98218,39.27667,0.0035415571,0.00129545,0.0066464674,0.007050069
t_1030,22.85374999999999,38.23256,0.0029681611,0.0015207469,0.0052801482,0.005167898
t_1031,22.775569999999988,38.23781,0.0033783484,0.0016541006,0.005634425,0.0056785806
t_1032,22.81799000000001,38.26602,0.0030984967,0.0015649161,0.005402041,0.005336489
t_1033,22.860420000000005,38.29421,0.0026472341,0.00095639064,0.005182385,0.005017714
t_1034,23.010069999999985,38.22197,0.0026155072,0.0012915935,0.0046632234,0.0043027718
t_1035,22.931909999999988,38.22728,0.0030301935,0.0014004235,0.004957626,0.0064423713
t_1036,23.130709999999993,38.24476,0.0025978666,0.0011352701,0.004237423,0.005090255
t_1037,23.052539999999993,38.25012,0.0030831425,0.001227521,0.004491239,0.005556862
t_1038,22.97435999999999,38.25545,0.003093628,0.0013290861,0.004768064,0.0060753687
t_1039,22.896180000000015,38.26075,0.0025989236,0.0009304561,0.005070606,0.004865367
t_104,20.9032,39.28108,0.004340071,0.0020003568,0.006614213,0.009607263
t_1040,23.09503000000001,38.27827,0.002795358,0.0011669912,0.004327517,0.005250215
t_1041,23.01683,38.28361,0.0026961458,0.0012618407,0.004587996,0.0041916985
t_1042,22.93862999999999,38.28893,0.002599126,0.00088209694,0.0048720064,0.0045826267
t_1043,23.13754,38.30639,0.0029634105,0.0011098118,0.004171661,0.004962256
t_1044,22.62575000000001,38.30985,0.0041193645,0.0019049012,0.006305639,0.009095298
t_1045,22.54750999999999,38.315,0.003541783,0.001341705,0.0067579416,0.0073325355
t_1046,23.237629999999996,38.14416,0.002083648,0.00067129004,0.0039659142,0.003372636
t_1047,23.436329999999998,38.16131,0.0025975576,0.0009590861,0.004768354,0.003700475
t_1048,23.358229999999992,38.16681,0.0023035537,0.0009205332,0.0036326388,0.004021979
t_1049,23.28012000000001,38.17228,0.0019638531,0.0006408314,0.00383579,0.0032012018
t_105,21.024540000000002,39.30514,0.0037956722,0.0019147579,0.006413067,0.0066903704
t_1050,23.20201,38.17771,0.0020738442,0.0006918225,0.004056327,0.0034887237
t_1051,23.40075999999999,38.19489,0.0019660713,0.0008797996,0.0035181763,0.0027955119
t_1052,23.322640000000007,38.20038,0.001989779,0.0006118392,0.0037109982,0.0030389137
t_1053,23.24450999999999,38.20582,0.002014245,0.00065979984,0.0039199814,0.003307854
t_1054,23.16637,38.21124,0.0022208905,0.0007124148,0.0041469242,0.0036055592
t_1055,23.990080000000006,38.18352,0.0017040457,0.00051764026,0.002443126,0.002103209
t_1056,23.912000000000006,38.18925,0.0017138668,0.000553327,0.002553857,0.0022675165
t_1057,23.954669999999993,38.2172,0.001543615,0.0005315476,0.0024871307,0.0021670838
t_1058,23.876560000000012,38.22292,0.0016394147,0.00056826574,0.0026005858,0.0023366802
t_1059,23.677689999999984,38.20626,0.0017728502,0.000679282,0.0029352005,0.0028571794
t_106,20.94552999999999,39.30957,0.003222417,0.0012352935,0.0063935956,0.006684442
t_1060,23.59957,38.21186,0.0020790347,0.0007286687,0.003081385,0.003092122
t_1061,23.521450000000016,38.21743,0.0022856144,0.00078240706,0.003238681,0.0033499254
t_1062,23.79844,38.22861,0.0014434337,0.00039256935,0.0027219548,0.0018442704
t_1063,23.720320000000015,38.23426,0.001477432,0.00042038708,0.0028519644,0.0019921833
t_1064,23.642179999999996,38.23988,0.0018069483,0.0006978693,0.002991474,0.002945372
t_1065,23.564040000000006,38.24547,0.0020960756,0.00074868696,0.0031413734,0.0031879016
t_1066,23.485890000000012,38.25102,0.00206132,0.0008039907,0.0033027218,0.0034540726
t_1067,23.841110000000015,38.25658,0.0015679437,0.0005832939,0.002647457,0.0017599494
t_1068,23.762969999999996,38.26225,0.0017369625,0.00062415394,0.0027717343,0.0025973269
t_1069,23.919250000000005,38.25088,0.001565099,0.00054554845,0.0025312915,0.0022315914
t_107,20.987889999999993,39.33804,0.0032468264,0.0011808806,0.006178361,0.006355483
t_1070,23.883800000000008,38.28454,0.0014162132,0.00055962696,0.0025755684,0.001679633
t_1071,23.44332,38.22296,0.0017719417,0.000542979,0.0034082467,0.0026571744
t_1072,23.36518000000001,38.22846,0.0020966642,0.00090490235,0.0035913603,0.0028853444
t_1073,23.287030000000016,38.23393,0.0028082223,0.000974791,0.0037894687,0.0042893672
t_1074,23.20886999999999,38.23936,0.002748915,0.0010513258,0.0040042154,0.0046695243
t_1075,23.407730000000015,38.25653,0.0022971937,0.0008642631,0.003476688,0.003746641
t_1076,23.32956999999999,38.26202,0.0029195922,0.0010435176,0.0050704335,0.0040686782
t_1077,23.25139999999999,38.26747,0.0026970925,0.0010019355,0.0038678248,0.004423807
t_1078,23.173220000000015,38.27288,0.0031070155,0.001212519,0.0056533557,0.0048161065
t_1079,23.45031,38.28459,0.0024622534,0.000825594,0.003366728,0.0035586478
t_108,20.908860000000004,39.34246,0.0034105373,0.0018238131,0.0061506727,0.0063354196
t_1080,23.37213,38.29009,0.0026322592,0.00088752754,0.0035449862,0.0038602273
t_1081,23.68481,38.26789,0.002080296,0.00066844997,0.002904916,0.0028059157
t_1082,23.606660000000005,38.27349,0.0019867492,0.0007165131,0.0030478006,0.003034114
t_1083,23.528490000000005,38.27906,0.0021591731,0.00076875,0.003201388,0.0032842015
t_1084,23.80564000000001,38.29022,0.0017495258,0.00059838657,0.0026944054,0.0024767925
t_1085,23.72747000000001,38.29588,0.0017264776,0.00064034713,0.0028215721,0.002673382
t_1086,23.649290000000008,38.3015,0.0022582035,0.0007695123,0.0040970193,0.002888209
t_1087,23.571110000000004,38.30708,0.0020153427,0.00073517975,0.0031040972,0.0031232408
t_1088,23.492909999999995,38.31264,0.0023927765,0.00078880816,0.003261304,0.0033807773
t_1089,23.770139999999998,38.32386,0.0021216918,0.00068837375,0.003798535,0.0025474809
t_109,21.03027,39.3665,0.0030033644,0.0011283631,0.0059688836,0.0060396395
t_1090,23.293939999999992,38.29556,0.0026431542,0.000955112,0.0037375244,0.004192178
t_1091,23.21574000000001,38.30099,0.0026127156,0.0010289755,0.0039458596,0.004558158
t_1092,23.414710000000014,38.31815,0.00227427,0.0008471505,0.00343053,0.0036633208
t_1093,23.336510000000004,38.32364,0.0023370935,0.0009106997,0.0036129716,0.003973715
t_1094,23.258289999999988,38.32909,0.002696793,0.0009800389,0.0038100507,0.0043153246
t_1095,23.18007,38.33451,0.002773213,0.0010557808,0.0040232437,0.0046917554
t_1096,23.45732000000001,38.3462,0.0023069822,0.00080878864,0.0033209291,0.0034772698
t_1097,23.37908999999999,38.35171,0.0026055595,0.0008685876,0.0034939426,0.0037677276
t_1098,23.30086,38.35717,0.003097701,0.0010476387,0.0050923433,0.0029759356
t_1099,23.222620000000006,38.36261,0.002329782,0.0010047206,0.0038818894,0.0032454107
t_11,21.00399999999999,38.65734,0.008610398,0.0040140445,0.016930971,0.02484907
t_110,20.951220000000006,39.37094,0.003428704,0.0017463174,0.005952102,0.006034566
t_1100,23.69194999999999,38.32949,0.0019174814,0.00065655494,0.002871354,0.0027497355
t_1101,23.613740000000007,38.3351,0.0021376351,0.0007032047,0.0030106928,0.0029707393
t_1102,23.535539999999997,38.34067,0.0021018886,0.0007538082,0.0031602033,0.0032124543
t_1103,23.65639999999999,38.3631,0.0018128387,0.000672739,0.0029209808,0.0028262022
t_1104,23.578180000000003,38.36868,0.0020996658,0.00072051946,0.0030632762,0.00305322
t_1105,23.49994000000001,38.37424,0.0023319228,0.0007723529,0.003216003,0.0033015271
