custom_site_id,lon,lat,vs30,vs30measured,z1pt0,z2pt5
t_0,48.32714,39.2901,392.0,False,365.50236,1.29418
t_1,48.05764,39.35959,427.0,False,321.64193,1.17356
t_2,48.14747,39.35959,426.0,False,322.92445,1.17671
t_3,48.2373,39.35959,385.0,False,373.90755,1.32113
t_4,48.05764,39.42901,373.0,False,387.92341,1.36987
t_5,48.14747,39.42901,395.0,False,361.85397,1.28294
t_6,48.05764,39.49836,300.0,False,458.77871,1.75747
t_7,48.05764,39.56765,304.0,False,455.63642,1.73104
t_8,44.19489,39.35959,552.0,False,170.32727,0.87485
t_9,44.19489,39.42901,476.0,False,258.6619,1.03641
t_10,47.78815,39.22054,808.0,False,29.35704,0.56576
t_11,47.69832,39.22054,990.0,False,8.4779,0.44844
t_12,47.60848,39.22054,902.0,False,15.24819,0.49884
t_13,47.42882,39.22054,462.0,False,276.51759,1.07242
t_14,47.33899,39.2901,433.0,False,313.92715,1.15497
t_15,47.42882,39.2901,542.0,False,180.81528,0.89334
t_16,47.78815,39.2901,386.0,False,372.71651,1.31722
t_17,47.96781,39.2901,401.0,False,354.48169,1.261
t_18,47.69832,39.2901,351.0,False,412.09584,1.46853
t_19,47.51865,39.2901,669.0,False,78.75465,0.70214
t_20,47.60848,39.2901,352.0,False,411.04459,1.46376
t_21,47.87798,39.2901,392.0,False,365.50236,1.29418
t_22,47.51865,39.35959,293.0,False,464.05808,1.80558
t_23,47.96781,39.35959,349.0,False,414.18391,1.47816
t_24,47.87798,39.35959,322.0,False,440.37618,1.62079
t_25,47.78815,39.35959,382.0,False,377.46027,1.33301
t_26,47.69832,39.35959,370.0,False,391.34189,1.38258
t_27,47.60848,39.35959,322.0,False,440.37618,1.62079
t_28,47.87798,39.42901,321.0,False,441.2715,1.62657
t_29,47.96781,39.42901,350.0,False,413.14229,1.47333
t_30,47.60848,39.42901,345.0,False,418.30139,1.49778
t_31,47.69832,39.42901,335.0,False,428.24189,1.54904
