# 19950615_M6.4_Aigio median gmf, Stations:Seismic, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,KothaEtAl2020ESHM20SlopeGeology,"KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = -1.73205100","KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = 1.73205100","KothaEtAl2020ESHM20SlopeGeology
sigma_mu_epsilon = -1.35563000","KothaEtAl2020ESHM20SlopeGeology
sigma_mu_epsilon = 1.35563000"
s_0,22.085199999999986,38.2512,0.5125,0.5125,0.5125,0.5125,0.5125
s_1,22.379999999999995,38.53,0.18416,0.18416,0.18416,0.18416,0.18416
s_10,22.930000000000007,37.93,0.019039,0.019039,0.019039,0.019039,0.019039
s_100,21.485000000000014,38.105,0.0424493,0.042353906,0.042544913,0.03899091,0.046214443
s_101,22.53,38.32,0.14428304,0.15373449,0.13541265,0.13382535,0.15555793
s_102,22.19999999999999,38.52,0.10400464,0.10588352,0.1021591,0.101784796,0.1062729
s_103,21.420000000000016,38.07,0.03702007,0.036630176,0.037414107,0.03384368,0.040494572
s_104,22.483000000000004,38.133,0.1258067,0.13428919,0.117860034,0.11515725,0.13744101
s_105,21.412000000000006,38.06,0.03527965,0.034863263,0.03570101,0.03223967,0.03860628
s_106,22.442000000000007,38.092,0.11773745,0.12535654,0.11058145,0.10759846,0.12883183
s_107,22.216999999999985,38.544,0.08664342,0.088084586,0.085225835,0.084461115,0.08888211
s_108,22.5,38.121,0.11695479,0.124544054,0.10982798,0.10698315,0.12785585
s_109,22.48599999999999,38.111,0.1136303,0.12099023,0.106718086,0.1038998,0.12427209
s_11,21.406000000000006,38.621,0.017239,0.017239,0.017239,0.017239,0.017239
s_110,22.03,38.53,0.08045418,0.082179755,0.07876484,0.078054786,0.08292734
s_111,22.066000000000003,38.543,0.06785154,0.068858445,0.066859365,0.06631066,0.069428235
s_112,21.867999999999995,38.323,0.0744765,0.07570904,0.07326403,0.07312546,0.075852506
s_113,21.86699999999999,38.317,0.07524448,0.07652302,0.073987305,0.07383982,0.07667586
s_114,22.420000000000016,38.07,0.10897136,0.115763016,0.102578156,0.0995028,0.119340934
s_115,21.893,38.413,0.08771744,0.08922238,0.0862379,0.086066976,0.08939957
s_116,22.069999999999993,38.07,0.11773315,0.122928575,0.11275731,0.10918053,0.12695575
s_117,22.44999999999999,38.07,0.10324721,0.10958234,0.09727833,0.09424714,0.11310674
s_118,21.899,38.451,0.07399415,0.07559048,0.07243154,0.07193245,0.076114945
s_119,21.879999999999995,38.42,0.08402264,0.08529659,0.08276771,0.082516514,0.085556254
s_12,20.701999999999998,38.826,0.01424,0.01424,0.01424,0.01424,0.01424
s_120,22.60499999999999,38.417,0.092452876,0.09698545,0.088132136,0.08645099,0.098871455
s_121,21.917,38.508,0.061778247,0.06339872,0.0601992,0.059300516,0.06435951
s_122,22.064999999999998,38.038,0.09868958,0.10294,0.09461466,0.09098723,0.10704396
s_123,22.099999999999994,38.02,0.09099338,0.09492452,0.08722505,0.08358281,0.09906098
s_124,22.103999999999985,38.019,0.09069993,0.09462431,0.086938314,0.083292454,0.09876619
