# 20190618_M6.4_Yamagata median gmf, Stations:None, gmlt:USGS, Rupture:USGS
custom_site_id,lon,lat,AbrahamsonEtAl2014,AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,BooreEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014,ZhaoEtAl2016SInter
t_0,135.12865999999997,34.00089,0.000110726796,0.00060153287,0.00012832152,6.6570356e-05,0.00015116401,0.000106687956,0.00010940093
t_1,135.23639000000003,34.006,0.000103702696,0.0005519234,8.624186e-05,6.0428138e-05,0.0001462944,9.887857e-05,8.410733e-05
t_10,135.66758,34.02551,0.00012726351,0.00060068694,0.00010070462,7.5418e-05,0.00017443587,0.00012358782,0.00010201491
t_100,134.26783999999998,33.95663,6.2802996e-05,0.0004513991,5.9142556e-05,3.507658e-05,9.531102e-05,5.7070716e-05,5.2560452e-05
t_1000,136.82382,36.81802,0.0023638376,0.0026202512,0.0014605166,0.0017460634,0.0023056902,0.0026640184,0.0016441633
t_1001,136.87973,36.81998,0.0029511482,0.0031696563,0.0015086498,0.0023119038,0.002699845,0.0034090606,0.0023408472
t_1002,136.99626999999998,36.73388,0.0037151577,0.0038784721,0.0017053749,0.0030917875,0.0031458056,0.004386943,0.0017204663
t_1003,137.05213000000003,36.73575,0.0038757296,0.0039837644,0.0017590533,0.0032357192,0.0032676833,0.004577044,0.0017882222
t_1004,137.108,36.73759,0.00507114,0.005000751,0.0020354625,0.0045159585,0.004124931,0.006121438,0.0023451082
t_1005,136.99392,36.77884,0.0031223504,0.0032911228,0.0015641071,0.0024604604,0.0028355923,0.0036108475,0.002448574
t_1006,137.04982,36.78072,0.0049493965,0.004896702,0.002032165,0.0043794387,0.003998797,0.0059605497,0.002340372
t_1007,137.10573,36.78256,0.0028505193,0.0029597683,0.0016656303,0.0021428412,0.0027249274,0.0032224928,0.0026482986
t_1008,136.99158,36.82381,0.0046706405,0.004656369,0.0018055324,0.004070528,0.0037207347,0.005594364,0.0023312944
t_1009,137.04751,36.82568,0.0028422913,0.0029545855,0.0016616007,0.002136359,0.002717552,0.0032133136,0.0026403107
t_101,134.37534,33.96249,6.6561784e-05,0.00046184033,6.177461e-05,3.736186e-05,0.00010014654,6.083761e-05,5.549372e-05
t_1010,137.10343999999998,36.82753,0.0029525114,0.0030237297,0.0017154742,0.002223239,0.002816318,0.003336125,0.0027475127
t_1011,136.98923000000002,36.86877,0.0028289761,0.0029461912,0.001655077,0.0021258704,0.002705616,0.0031984553,0.002627389
t_1012,137.16388,36.73941,0.005060002,0.004940041,0.0020987887,0.0044651404,0.004058643,0.006080038,0.0024364365
t_1013,137.21976,36.7412,0.004942246,0.0047898823,0.0019283402,0.004297558,0.0039478084,0.0058998577,0.0025306875
