ID_0,NAME_0,FATALITIES,FATALITIES_GROUND_SHAKING,INJURIES,DISPLACED_POPULATION,AFFECTED_POPULATION,AFFECTED_UNITS,DAMAGED_UNITS,COLLAPSED_UNITS,UNIT_TYPES,ECONOMIC_LOSSES,INSURED_LOSSES,CURRENCY,INDUCED_EFFECTS,FLAG,REFERENCE,COMMENTS
SLV ,El Salvador ,315,315,3399.0,,275013,,17084.0,44750.0,Buildings,,,,,,ProteccionCivil,
SLV ,El Salvador ,315,315,3399.0,,256021,,,,,348500000.0,,USD,,,EM_DAT ,"Geo Locations: Cuscatlan, La Libertad, La Paz, Morazan, San Salvador, San Vicente (Adm1)."
SLV ,El Salvador ,315,315,3399.0,,,,,41302.0,Buildings,348500000.0,,USD,Landslides,,NOAA ,BUILDINGS_DAMAGED and BUILDINGS_COLLAPSED refer to homes.
SLV ,El Salvador ,315,315,3399.0,,,,,,,,,,Landslides,,USGS ,
SLV ,El Salvador ,315,315,3399.0,,252622-275013,,17084.0,57242.0,Buildings,,,,Landslides,,Wikipedia ,
SLV ,El Salvador ,315,315,3399.0,,252622,,15706.0,41302.0,Buildings,,,,,,Reliefweb ,BUILDINGS_DAMAGED and BUILDINGS_COLLAPSED refer to homes.
SLV ,El Salvador ,286,286,2969.0,,279753,,14339.0,35196.0,Buildings,,,,,,Desinventar,AFFECTED_POPULATION consists of directly and indirectly affected populations. BUILDINGS_DAMAGED and BUILDINGS_COLLAPSED refer to homes.
SLV ,El Salvador ,315,315,3399.0,,>250000,,,57234.0,Buildings,,,,,,Notimerica,
SLV ,El Salvador ,315,315,,,,,,41302.0,Buildings,,,,,,MARN,BUILDINGS_COLLAPSED refers to homes.
SLV ,El Salvador ,>300,>300,,,,,,,,,,,,,Learning_from_Earthquakes,
SLV ,El Salvador ,315,315,3399.0,,256622,57008.0,15706.0,41302.0,Buildings,,,,Landslides,,PAHO_WHO_2001,
SLV ,El Salvador ,315,315,3399.0,,252622,,,,,348500000.0,,USD,,,Guevara_et_al_2005,
