# 19891227_M5.9_Newcastle median gmf, Stations:None, gmlt:GEM, Rupture:Jackson_And_McKenzie_2022
custom_site_id,lon,lat,Allen2012,AtkinsonBoore2006Modified2011,BooreEtAl2014,ChiouYoungs2014,SomervilleEtAl2009YilgarnCraton,ZhaoEtAl2006Asc
t_0,148.11557,-30.09622,0.00015454828,0.0016181477,0.00010712601,4.9904407e-05,0.00020233112,0.00026261905
t_1,147.57658000000004,-30.09622,0.00012171396,0.0013744931,7.260176e-05,3.0748357e-05,0.00014738504,0.00019550508
t_10,148.11557,-29.97957,0.00014564462,0.0015544925,9.7481075e-05,4.4392556e-05,0.00018731583,0.00024444467
t_100,149.73253999999997,-29.97957,0.00028311025,0.0024024905,0.00025912107,0.00014659329,0.0004203495,0.00051650236
t_1000,149.3283,-31.8293,0.0009737921,0.0030681118,0.0005877892,0.00045790742,0.0014490115,0.0012479995
t_1001,149.19354999999996,-31.8293,0.0008543668,0.0046772864,0.00095567096,0.0006750188,0.0012880188,0.0014326939
t_1002,149.46303999999998,-31.8293,0.0011143023,0.0033125242,0.00067174656,0.0005315409,0.0016313465,0.0013880655
t_1003,149.64270999999997,-31.8293,0.0013418366,0.003219175,0.00064274593,0.00053364283,0.0019124058,0.0016001436
t_1004,149.73253999999997,-31.8293,0.0014761718,0.003395011,0.0007022452,0.00058804086,0.0020710996,0.0017180461
t_1005,149.55286999999998,-31.8293,0.0012217361,0.003489118,0.0007342215,0.00058664044,0.0017660997,0.0014902926
t_1006,149.37320999999997,-31.8293,0.00101809,0.00275476,0.00049226976,0.0003969863,0.0015072834,0.0012929915
t_1007,149.82236999999998,-31.8293,0.0016265139,0.003582423,0.0007669812,0.00064736314,0.002243065,0.0018444435
t_1008,149.55286999999998,-31.75295,0.001149051,0.0033705435,0.0006921127,0.00054947776,0.0016753528,0.0014215648
t_1009,149.82236999999998,-31.75295,0.0015107805,0.0034389822,0.00071731635,0.0006018401,0.002111194,0.001747639
t_101,149.3283,-29.97957,0.00024268133,0.002177586,0.00020965125,0.00011350448,0.00035215355,0.00043874566
t_1010,149.73253999999997,-31.75295,0.0013773041,0.003266434,0.0006586133,0.0005481351,0.001954794,0.0016317593
t_1011,149.46303999999998,-31.75295,0.0010517327,0.003205715,0.0006346822,0.00049896777,0.0015510457,0.0013266368
t_1012,149.37320999999997,-31.75295,0.00096407987,0.0050132875,0.0010809919,0.00077557366,0.0014361347,0.0015801485
t_1013,149.64270999999997,-31.75295,0.001257173,0.003103745,0.0006043948,0.0004986671,0.001809728,0.0015231703
t_1014,149.19354999999996,-31.71475,0.0007937472,0.0023876044,0.00038152907,0.0002978835,0.0012039775,0.0010562361
t_1015,149.3283,-31.71475,0.0008988893,0.0048160865,0.0010069044,0.00071602466,0.0013487259,0.0014933682
t_1016,149.05880000000002,-31.71475,0.0007031798,0.0022249105,0.00033523934,0.0002570622,0.0010752571,0.0009536604
t_1017,148.92404999999997,-31.71475,0.000624977,0.0020759213,0.0002945509,0.00022159072,0.0009608447,0.000861282
t_1018,149.55286999999998,-31.67653,0.0010791235,0.0032528536,0.0006509706,0.00051327044,0.0015863703,0.0013537076
t_1019,149.73253999999997,-31.67653,0.0012834222,0.0058948067,0.0014287044,0.0010579416,0.0018417937,0.0019748472
t_102,149.05880000000002,-29.97957,0.0002175561,0.0020290746,0.00017947533,9.3967654e-05,0.0003094847,0.0003893989
t_1020,149.46303999999998,-31.67653,0.0009911859,0.0030992841,0.00059832504,0.0004671165,0.0014719823,0.0012657613
t_1021,149.37320999999997,-31.67653,0.0009115339,0.0029541934,0.00054974185,0.0004247371,0.0013658152,0.0011833699
t_1022,149.64270999999997,-31.67653,0.0011762317,0.0034153145,0.0007079367,0.00056343136,0.001709491,0.0014474744
t_1023,149.82236999999998,-31.67653,0.0014016863,0.0032985662,0.00066945486,0.0005580405,0.001983727,0.0016532869
t_1024,149.55286999999998,-31.60005,0.0010122623,0.0027457655,0.0004894629,0.00039445487,0.0014996607,0.0012871177
t_1025,149.3283,-31.60005,0.0008270776,0.0024451497,0.00039833473,0.00031280587,0.0012503884,0.0010928945
t_1026,149.05880000000002,-31.60005,0.0006549008,0.0021339543,0.00031019657,0.00023517878,0.0010049966,0.0008970727
t_1027,149.46303999999998,-31.60005,0.0009329621,0.002620706,0.00045090145,0.00035977052,0.001394626,0.0012058042
t_1028,149.73253999999997,-31.60005,0.0011947954,0.0030161683,0.00057569804,0.00047254976,0.0017326665,0.0014650254
t_1029,149.64270999999997,-31.60005,0.0010993141,0.0028775313,0.0005310191,0.0004320091,0.0016122379,0.0013734825
t_103,149.59779000000003,-29.97957,0.00026936596,0.0018509511,0.00018800164,0.000108449,0.00039724322,0.00048493553
t_1030,148.92404999999997,-31.60005,0.00058508996,0.0022806502,0.0003415012,0.00024669158,0.0009012499,0.0008126739
t_1031,149.37320999999997,-31.60005,0.0008607345,0.0025021038,0.00041517892,0.00032781006,0.0012967536,0.0011293539
t_1032,149.82236999999998,-31.60005,0.0012994264,0.0031618278,0.00062362,0.0005161746,0.0018612415,0.0015618568
t_1033,149.19354999999996,-31.60005,0.00073501305,0.0022832123,0.00035161318,0.00027145052,0.0011209482,0.0009902279
t_1034,149.46303999999998,-31.52351,0.00087726745,0.0025296758,0.00042340698,0.00033515532,0.00131935,0.001147065
t_1035,149.64270999999997,-31.52351,0.0010265851,0.0027678246,0.0004963555,0.00040067025,0.0015183744,0.001301529
t_1036,149.73253999999997,-31.52351,0.0011115292,0.0028955962,0.00053678703,0.00043722283,0.0016278181,0.0013853735
t_1037,149.37320999999997,-31.52351,0.0008118872,0.0024190687,0.00039069107,0.00030601257,0.001229299,0.001076257
t_1038,149.82236999999998,-31.52351,0.0012040061,0.0030292426,0.00057995965,0.00047635147,0.001744124,0.0014736908
t_1039,149.55286999999998,-31.52351,0.0009486624,0.0026458753,0.0004585905,0.00036667203,0.0014156176,0.001222114
t_104,149.46303999999998,-29.97957,0.00025586053,0.0022526751,0.00022567422,0.000124089,0.0003744575,0.00046431914
t_1040,149.19354999999996,-31.48521,0.0006788331,0.002179439,0.00032264192,0.0002460344,0.0010399736,0.00092529797
t_1041,149.05880000000002,-31.48521,0.0006082856,0.0020429597,0.00028578413,0.00021400758,0.00093601126,0.00084106904
t_1042,148.92404999999997,-31.48521,0.0005462499,0.0019164119,0.0002529648,0.00018583941,0.0008423785,0.00076430116
t_1043,149.3283,-31.48521,0.0007591006,0.0023265055,0.00036392862,0.00028231053,0.0011551962,0.0010175224
t_1044,149.37320999999997,-31.4469,0.00076513004,0.002337236,0.00036700125,0.00028502484,0.0011637259,0.0010243054
t_1045,149.82236999999998,-31.4469,0.0011156272,0.0029016344,0.00053855823,0.00043864024,0.0016326004,0.0013893506
t_1046,149.73253999999997,-31.4469,0.0010336016,0.0027785746,0.0004997241,0.00040365598,0.0015275142,0.0013085592
t_1047,149.46303999999998,-31.4469,0.0008242277,0.002440275,0.00039690282,0.0003115322,0.0012464401,0.0010897819
t_1048,149.64270999999997,-31.4469,0.0009580978,0.0026609013,0.0004631985,0.00037080335,0.001428186,0.0012318646
t_1049,149.55286999999998,-31.4469,0.0008884233,0.002548135,0.00042894183,0.00034010073,0.0013345316,0.0011589435
t_105,149.05880000000002,-29.86279,0.00020154369,0.0019303405,0.00016056414,8.2023485e-05,0.00028222828,0.0003575603
t_1050,149.64270999999997,-31.37023,0.0008938416,0.0025570586,0.00043162514,0.0003424598,0.0013418865,0.0011646921
t_1051,149.73253999999997,-31.37023,0.0009611169,0.0034799078,0.0006964802,0.00052857754,0.0014319388,0.0015590115
t_1052,149.19354999999996,-31.37023,0.0006256595,0.0020772598,0.00029490897,0.00022190074,0.00096185756,0.0008621046
t_1053,149.46303999999998,-31.37023,0.0007739202,0.0023528049,0.00037147358,0.00028897802,0.0011761307,0.0010341592
t_1054,149.55286999999998,-31.37023,0.0008315883,0.0024528487,0.0004005998,0.00031481427,0.0012566319,0.0010978129
t_1055,150.27152999999998,-32.05799,0.0036419397,0.0063237217,0.001870384,0.0015974771,0.0041642482,0.0031819253
t_1056,150.54102,-32.05799,0.004295181,0.0075696018,0.0024828755,0.0021351357,0.0054520215,0.00402751
t_1057,150.09186,-31.98182,0.0026153699,0.005300868,0.0014389236,0.0012142524,0.0032587259,0.0025665178
t_1058,150.63085,-31.98182,0.004293525,0.0075666416,0.0024706132,0.0021205086,0.005426172,0.0040136282
t_1059,149.91219999999998,-31.98182,0.0020912143,0.004111585,0.00095609325,0.0008210543,0.0027424789,0.0022043164
t_106,148.92404999999997,-29.86279,0.00019107801,0.001863891,0.0001483703,7.446088e-05,0.00026440658,0.00033659706
t_1060,150.36136,-31.98182,0.0037072122,0.0063833343,0.0018957957,0.0016195632,0.004217578,0.0032177807
t_1061,150.00203,-31.98182,0.002336217,0.0049879155,0.001310737,0.0010999674,0.0029892467,0.0023785941
t_1062,150.27152999999998,-31.98182,0.003295439,0.0059975265,0.001730986,0.0014738824,0.0038717552,0.0029856497
t_1063,150.54102,-31.98182,0.00425935,0.011902989,0.0041886293,0.0033146364,0.004993076,0.0047657047
t_1064,150.45119,-31.98182,0.004180075,0.0067997766,0.0020733513,0.0017758238,0.0045903656,0.0034680576
t_1065,150.18169999999998,-31.98182,0.002933441,0.005637096,0.0015788274,0.0013387883,0.0035524745,0.0027687345
t_1066,149.82236999999998,-31.98182,0.0018760641,0.0038749822,0.0008704715,0.0007423758,0.0025168108,0.0020429562
t_1067,150.54102,-31.90559,0.004158804,0.011144766,0.0038189567,0.00301459,0.004570579,0.0044124955
t_1068,150.09186,-31.90559,0.0023967708,0.0050573717,0.0013390038,0.0011251705,0.0030487075,0.0024202673
t_1069,150.63085,-31.90559,0.004254948,0.007184378,0.002239299,0.0019183903,0.004939155,0.0036987693
t_107,149.59779000000003,-29.86279,0.00024675185,0.0022009732,0.00021458756,0.00011675073,0.00035904898,0.00044666743
t_1070,150.00203,-31.90559,0.0021541268,0.004773281,0.0012241002,0.0010226654,0.0028068323,0.0022499766
t_1071,149.91219999999998,-31.90559,0.0019390626,0.0039456394,0.0008958716,0.0007657128,0.002583822,0.0020910779
t_1072,150.36136,-31.90559,0.003328,0.0060289158,0.0017422807,0.0014832345,0.0038954527,0.003004541
t_1073,150.18169999999998,-31.90559,0.0026702867,0.0053603714,0.0014635272,0.0012361098,0.0033104059,0.0026022869
t_1074,150.45119,-31.90559,0.0037208768,0.0063957446,0.0018975476,0.0016180255,0.004221255,0.0032252446
t_1075,150.27152999999998,-31.90559,0.002978193,0.005682858,0.0015979212,0.0013554421,0.0035925468,0.0027962714
t_1076,150.09186,-31.8293,0.0021934125,0.004820354,0.0012430066,0.0010394915,0.0028466638,0.0022781615
t_1077,150.63085,-31.8293,0.00406157,0.0066978214,0.0020276667,0.0017326316,0.004494415,0.003406822
t_1078,149.91219999999998,-31.8293,0.0017947812,0.0037820004,0.00083727913,0.00071188563,0.002429146,0.0019797273
t_1079,150.36136,-31.8293,0.0029869843,0.005691806,0.0015989958,0.0013539959,0.0035948018,0.0028016558
t_108,149.19354999999996,-29.86279,0.00021238832,0.0019975796,0.00017334125,9.0066234e-05,0.00030069132,0.00037915554
t_1080,150.27152999999998,-31.8293,0.0026924566,0.0053842133,0.0014719666,0.0012430865,0.0033281308,0.0026166216
t_1081,150.18169999999998,-31.8293,0.0024282269,0.005093096,0.001353541,0.0011378725,0.0030792784,0.00244171
t_1082,150.45119,-31.8293,0.0033128904,0.00601437,0.0017349098,0.00147437,0.0038799876,0.0029957867
t_1083,150.00203,-31.8293,0.00198303,0.004562938,0.0011403154,0.000947889,0.0026301236,0.002124224
t_1084,150.54102,-31.8293,0.0036711504,0.0063504674,0.0018781389,0.0016009053,0.004180522,0.003198013
t_1085,150.00203,-31.75295,0.0018234433,0.0043581915,0.001059925,0.0008761361,0.0024602185,0.0020021736
t_1086,150.54102,-31.75295,0.0032456557,0.0059492216,0.0017073301,0.0014499666,0.0038221222,0.0029565776
t_1087,150.18169999999998,-31.75295,0.0022088336,0.0048387134,0.0012493902,0.0010447445,0.0028601096,0.002289158
t_1088,150.09186,-31.75295,0.0020055713,0.0045911684,0.0011514801,0.000957645,0.0026536905,0.0021410815
t_1089,150.45119,-31.75295,0.002951996,0.0056561134,0.0015840591,0.0013407505,0.0035634544,0.0027801776
t_109,149.46303999999998,-29.86279,0.00023504859,0.001696249,0.00015556847,8.6243235e-05,0.00033920928,0.0004191994
t_1090,150.27152999999998,-31.75295,0.0024339312,0.0050995485,0.0013541579,0.0011365324,0.0030805755,0.0024455837
t_1091,150.63085,-31.75295,0.003561399,0.0062493924,0.0018349056,0.001562747,0.004089799,0.0031372106
t_1092,150.36136,-31.75295,0.00268142,0.005372357,0.0014661079,0.0012360511,0.0033158262,0.0026094927
t_1093,149.91219999999998,-31.75295,0.0016590082,0.0036217556,0.000780729,0.0006599705,0.0022795051,0.0018710541
t_1094,150.63085,-31.67653,0.0031313184,0.0051093604,0.0013296329,0.0011613601,0.0037225832,0.0028889175
t_1095,150.36136,-31.67653,0.0024086437,0.005070884,0.0013424846,0.0011261487,0.003056028,0.002428377
t_1096,149.91219999999998,-31.67653,0.0015320316,0.0034657288,0.00072651985,0.00061025046,0.0021356598,0.0017656594
t_1097,150.27152999999998,-31.67653,0.0022005453,0.004828854,0.0012446563,0.0010390918,0.0028501388,0.0022832523
t_1098,150.18169999999998,-31.67653,0.0020092693,0.004595784,0.001151785,0.0009564118,0.0026543343,0.0021438384
t_1099,150.00203,-31.67653,0.0016754628,0.0041599832,0.000983298,0.0008076861,0.002297862,0.001884438
t_11,148.92404999999997,-29.97957,0.0002057024,0.0019563136,0.00016544788,8.5083855e-05,0.00028930962,0.0003658573
t_110,149.3283,-29.86279,0.00022357362,0.0020653247,0.00018665177,9.8563396e-05,0.00031971803,0.00040128696
t_1100,150.54102,-31.67653,0.0028749753,0.004881729,0.0012423522,0.0010816727,0.0034939197,0.0027324331
t_1101,150.09186,-31.67653,0.0018342942,0.0043723965,0.0010647667,0.00088008627,0.0024704628,0.0020106283
t_1102,150.45119,-31.67653,0.0026336336,0.008744009,0.0026778127,0.0020817055,0.003271085,0.0032909967
t_1103,149.91219999999998,-31.60005,0.0014139112,0.0033145703,0.0006748706,0.0005628939,0.0019981714,0.0016640183
t_1104,150.63085,-31.60005,0.0027612888,0.0047774166,0.0012026667,0.0010453962,0.0033899117,0.0026607516
t_1105,150.27152999999998,-31.60005,0.0019906028,0.0075142835,0.0021193528,0.0016226368,0.002634864,0.0027184826
t_1106,150.54102,-31.60005,0.0025522707,0.0052316966,0.0014081979,0.0011845871,0.0031941691,0.0025249503
t_1107,150.18169999999998,-31.60005,0.0018279756,0.007171949,0.0019683437,0.001498489,0.0024623175,0.002559974
t_1108,150.09186,-31.60005,0.001677819,0.0041632075,0.0009833846,0.0008065499,0.0022980454,0.0018863494
t_1109,150.00203,-31.60005,0.0015397983,0.0065246904,0.001690303,0.0012717632,0.0021435614,0.0022619595
t_111,149.73253999999997,-29.86279,0.00025860546,0.0015771376,0.00014788362,8.639018e-05,0.00037909468,0.0004644806
t_1110,150.36136,-31.60005,0.0021658074,0.0047873226,0.0012280074,0.0010242712,0.0028150652,0.0022583825
t_1111,150.45119,-31.60005,0.0023532966,0.008229416,0.0024413608,0.0018874218,0.0030019528,0.0030509757
t_1112,149.91219999999998,-31.52351,0.0013050498,0.005950271,0.0014508053,0.0010755232,0.0018673798,0.001999986
t_1113,150.27152999999998,-31.52351,0.0018022,0.007116281,0.0019440003,0.001478483,0.0024344698,0.0025342496
t_1114,150.63085,-31.52351,0.0024424572,0.008396352,0.0025176664,0.0019501413,0.00308883,0.003128786
t_1115,150.45119,-31.52351,0.0021066198,0.0077498187,0.0022244824,0.0017090903,0.0027548163,0.002827815
t_1116,150.00203,-31.52351,0.0014153813,0.0037886736,0.00084244314,0.0006814128,0.001998058,0.0016653059
