# 19891227_M5.9_Newcastle median gmf, Stations:None, gmlt:GEM, Rupture:AUS
custom_site_id,lon,lat,Allen2012,AtkinsonBoore2006Modified2011,BooreEtAl2014,ChiouYoungs2014,SomervilleEtAl2009YilgarnCraton,ZhaoEtAl2006Asc
t_0,148.11557,-30.09622,0.00025018523,0.0022167433,0.00019879908,9.443194e-05,0.00027002872,0.00026583305
t_1,147.57658000000004,-30.09622,0.00019815272,0.0018897584,0.00013524083,5.9963193e-05,0.00019733235,0.00019790516
t_10,148.11557,-29.97957,0.00023609518,0.0021313948,0.00018105966,8.4613435e-05,0.00025017705,0.00024742718
t_100,149.73253999999997,-29.97957,0.0004493579,0.0032502427,0.0004727617,0.00025764157,0.0005530245,0.00051977264
t_1000,149.3283,-31.8293,0.0015116341,0.0040917257,0.0010613953,0.0007331725,0.0018887107,0.0012641521
t_1001,149.19354999999996,-31.8293,0.0013301565,0.006249612,0.0017271771,0.0010900049,0.0016817257,0.0014512043
t_1002,149.46303999999998,-31.8293,0.0017245321,0.0044090752,0.0012105171,0.0008435409,0.0021226443,0.0014060613
t_1003,149.64270999999997,-31.8293,0.0020680726,0.004273348,0.0011549814,0.0008370628,0.00248232,0.0016209307
t_1004,149.73253999999997,-31.8293,0.0022702857,0.004500574,0.0012600601,0.0009171005,0.0026849515,0.0017403839
t_1005,149.55286999999998,-31.8293,0.0018869132,0.004637957,0.0013212465,0.0009255378,0.0022952226,0.001509634
t_1006,149.37320999999997,-31.8293,0.0015788217,0.003671465,0.0008883111,0.000633754,0.0019635274,0.001309736
t_1007,149.82236999999998,-31.8293,0.00249612,0.004742392,0.0013741753,0.0010038947,0.00290419,0.0018684417
t_1008,149.55286999999998,-31.75295,0.0017769859,0.004484164,0.0012465643,0.00087023375,0.0021789207,0.0014399355
t_1009,149.82236999999998,-31.75295,0.0023221131,0.004557124,0.001286543,0.0009372562,0.0027358998,0.0017702498
t_101,149.3283,-29.97957,0.00038733505,0.0029563047,0.00038435342,0.00020319257,0.00046519501,0.00044238166
t_1010,149.73253999999997,-31.75295,0.0021213412,0.00433427,0.0011829383,0.00085836614,0.0025363115,0.0016528664
t_1011,149.46303999999998,-31.75295,0.0016297225,0.004270353,0.0011446733,0.0007947929,0.0020195895,0.0013437691
t_1012,149.37320999999997,-31.75295,0.0014968279,0.006686671,0.0019497245,0.0012418866,0.0018720954,0.0016005391
