# 19891227_M5.9_Newcastle median gmf, Stations:None, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,Allen2012,AtkinsonBoore2006Modified2011,BooreEtAl2014,ChiouYoungs2014,SomervilleEtAl2009YilgarnCraton,ZhaoEtAl2006Asc
t_0,148.11557,-30.09622,0.00022760333,0.0020837325,0.00017453684,7.849185e-05,0.0002510189,0.00031994487
t_1,147.57658000000004,-30.09622,0.00018058467,0.0017779811,0.00011895543,4.9735994e-05,0.00018375293,0.00023867437
t_10,148.11557,-29.97957,0.0002147556,0.0020031598,0.00015888056,7.020713e-05,0.0002324794,0.00029772133
t_100,149.73253999999997,-29.97957,0.0004084099,0.0030558505,0.00041582173,0.00021637313,0.00051456015,0.00062540075
t_1000,149.3283,-31.8293,0.0013718517,0.003850486,0.00093820406,0.00062952883,0.0017624953,0.0015220112
t_1001,149.19354999999996,-31.8293,0.001209206,0.005885791,0.0015287531,0.0009358878,0.0015710403,0.0017493352
t_1002,149.46303999999998,-31.8293,0.0015620354,0.0041453857,0.0010687736,0.0007243695,0.0019784044,0.0016906202
t_1003,149.64270999999997,-31.8293,0.0018675759,0.004012142,0.0010179504,0.00071875576,0.002309398,0.0019451304
t_1004,149.73253999999997,-31.8293,0.0020466794,0.004222106,0.0011094792,0.0007873821,0.002495358,0.0020862145
t_1005,149.55286999999998,-31.8293,0.0017066576,0.0043576546,0.0011655489,0.00079478155,0.0021373664,0.0018134186
t_1006,149.37320999999997,-31.8293,0.0014319421,0.0034540105,0.0007849151,0.0005441866,0.0018316016,0.0015762169
t_1007,149.82236999999998,-31.8293,0.0022460818,0.0044450955,0.0012086927,0.0008617323,0.0026961456,0.0022371397
t_1008,149.55286999999998,-31.75295,0.0016061591,0.0042111664,0.001098525,0.0007460086,0.002027361,0.0017285553
t_1009,149.82236999999998,-31.75295,0.0020884564,0.004269716,0.0011304946,0.0008031341,0.0025379516,0.0021183493
t_101,149.3283,-29.97957,0.00035194907,0.0027784337,0.00033768488,0.00017004015,0.00043250833,0.0005320094
t_1010,149.73253999999997,-31.75295,0.0019113099,0.0040643276,0.001040519,0.000735678,0.0023553239,0.0019800945
t_1011,149.46303999999998,-31.75295,0.0014751313,0.00401302,0.0010095851,0.0006813477,0.001880756,0.0016146336
t_1012,149.37320999999997,-31.75295,0.0013566038,0.006287552,0.0017215596,0.0010648104,0.0017448242,0.0019248712
t_1013,149.64270999999997,-31.75295,0.0017510714,0.0038700057,0.00095711724,0.0006731451,0.0021853403,0.0018502686
t_1014,149.19354999999996,-31.71475,0.0011240139,0.0030054592,0.0006105455,0.00041425438,0.0014680281,0.0012882923
t_1015,149.3283,-31.71475,0.0012672016,0.00604665,0.0016051529,0.0009869136,0.0016400714,0.0018193029
t_1016,149.05880000000002,-31.71475,0.0009999847,0.0028075662,0.00053797633,0.00036056494,0.0013144399,0.001164448
t_1017,148.92404999999997,-31.71475,0.0008923286,0.0026256854,0.0004739425,0.0003134872,0.0011774279,0.0010527038
t_1018,149.55286999999998,-31.67653,0.0015096165,0.004066005,0.001033167,0.0006984834,0.0019197033,0.0016449929
t_1019,149.73253999999997,-31.67653,0.0017829174,0.0073392154,0.0022546428,0.0014229554,0.0022195044,0.0023950008
t_102,149.05880000000002,-29.97957,0.00031667284,0.0025945804,0.00028983405,0.0001423204,0.00038098413,0.00047263945
t_1020,149.46303999999998,-31.67653,0.0013911711,0.0038813467,0.0009516437,0.0006392786,0.0017848063,0.0015395365
t_1021,149.37320999999997,-31.67653,0.0012834325,0.0037063754,0.0008761803,0.000584581,0.0016592365,0.0014405759
t_1022,149.64270999999997,-31.67653,0.0016398379,0.0042607617,0.0011210998,0.00076243246,0.0020644548,0.0017572287
t_1023,149.82236999999998,-31.67653,0.0019400169,0.0040982515,0.0010552555,0.0007467201,0.0023852848,0.0020028607
t_1024,149.55286999999998,-31.60005,0.0014174039,0.0034339943,0.0007768682,0.0005381708,0.00181496,0.0015631842
t_1025,149.3283,-31.60005,0.0011671018,0.003071639,0.00063544407,0.00043273965,0.0015203735,0.0013301822
t_1026,149.05880000000002,-31.60005,0.0009319431,0.0026938107,0.0004976138,0.00033085223,0.0012282594,0.0010943079
t_1027,149.46303999999998,-31.60005,0.0013105274,0.0032835572,0.00071715016,0.000493576,0.0016910832,0.0014657493
t_1028,149.73253999999997,-31.60005,0.0016617976,0.0037578065,0.00090978364,0.00063766126,0.0020885163,0.0017757963
t_1029,149.64270999999997,-31.60005,0.0015342286,0.0035920334,0.00084102567,0.0005861649,0.0019473399,0.0016664932
t_103,149.59779000000003,-29.97957,0.00038925427,0.0023567057,0.00030209817,0.0001608377,0.00048679707,0.0005874513
t_1030,148.92404999999997,-31.60005,0.0008358341,0.0028855253,0.0005492604,0.00034997836,0.0011040759,0.000992346
t_1031,149.37320999999997,-31.60005,0.0012127844,0.0031404851,0.0006616642,0.00045223552,0.0015753253,0.0013739925
t_1032,149.82236999999998,-31.60005,0.0018009458,0.0039314246,0.000983288,0.0006927277,0.00223876,0.0018911911
t_1033,149.19354999999996,-31.60005,0.0010416763,0.002875381,0.00056251726,0.00037868638,0.0013665621,0.0012066372
t_1034,149.46303999999998,-31.52351,0.0012334494,0.003171202,0.000673465,0.00046101876,0.001600003,0.0013936129
t_1035,149.64270999999997,-31.52351,0.001434421,0.003457413,0.00078628585,0.00054520695,0.0018344353,0.001578434
t_1036,149.73253999999997,-31.52351,0.0015480404,0.0036103101,0.00084853504,0.00059175905,0.0019627914,0.0016784988
t_1037,149.37320999999997,-31.52351,0.0011449147,0.0030377163,0.0006226435,0.0004232325,0.0014934829,0.001308682
t_1038,149.82236999999998,-31.52351,0.0016712009,0.0037697663,0.0009147937,0.00064124406,0.0020987778,0.0017837165
t_1039,149.55286999999998,-31.52351,0.0013297481,0.0033110545,0.000727963,0.000501643,0.0017135644,0.0014834885
t_104,149.46303999999998,-29.97957,0.00037039325,0.0028711853,0.00036303222,0.00018493773,0.00045938196,0.00056274515
t_1040,149.19354999999996,-31.48521,0.0009630527,0.0027463138,0.00051611534,0.00034445687,0.001267837,0.0011265794
t_1041,149.05880000000002,-31.48521,0.0008663684,0.0025802308,0.0004583646,0.00030208682,0.0011438486,0.0010251211
t_1042,148.92404999999997,-31.48521,0.0007809316,0.002425707,0.0004067546,0.00026449608,0.0010317962,0.0009324796
t_1043,149.3283,-31.48521,0.0010724881,0.002924637,0.00058055884,0.0003920322,0.0014047576,0.0012374473
t_1044,149.37320999999997,-31.4469,0.001079989,0.002936521,0.0005849385,0.00039527475,0.0014140148,0.0012449012
t_1045,149.82236999999998,-31.4469,0.0015513308,0.003614652,0.00084988034,0.0005923837,0.0019655586,0.0016813525
t_1046,149.73253999999997,-31.4469,0.001441575,0.0034672166,0.00079023774,0.0005480296,0.001842603,0.001584824
t_1047,149.46303999999998,-31.4469,0.0011600817,0.003060941,0.0006313987,0.00042973374,0.0015118798,0.0013233953
t_1048,149.64270999999997,-31.4469,0.001340451,0.0033262798,0.00073397014,0.0005061056,0.0017260439,0.0014933244
t_1049,149.55286999999998,-31.4469,0.0012467528,0.0031908401,0.00068104215,0.00046665795,0.001615831,0.0014061801
t_105,149.05880000000002,-29.86279,0.00029392767,0.002471044,0.0002595248,0.00012507538,0.0003477241,0.00043398087
t_1050,149.64270999999997,-31.37023,0.0012522766,0.0031989634,0.00068418385,0.00046889824,0.00162239,0.0014113836
t_1051,149.73253999999997,-31.37023,0.0013427646,0.00434655,0.0011017584,0.00071993715,0.0017281356,0.0018878243
t_1052,149.19354999999996,-31.37023,0.00088871375,0.0026193955,0.00047177656,0.00031190063,0.0011727653,0.0010488783
t_1053,149.46303999999998,-31.37023,0.001090508,0.0029531177,0.0005910723,0.00039981544,0.00142697,0.0012553241
t_1054,149.55286999999998,-31.37023,0.0011684522,0.0030736933,0.0006362221,0.00043330144,0.0015220065,0.0013314859
t_1055,150.27152999999998,-32.05799,0.0048880232,0.007722795,0.0029024696,0.0020473958,0.0049314126,0.0038399554
t_1056,150.54102,-32.05799,0.006012594,0.009345978,0.0038076988,0.0026817773,0.006382459,0.0048328205
t_1057,150.09186,-31.98182,0.0035545805,0.0065188115,0.002248278,0.0015798879,0.0038848126,0.0031051196
t_1058,150.63085,-31.98182,0.006008819,0.009301826,0.0037818507,0.0026599655,0.006340917,0.004805851
t_1059,149.91219999999998,-31.98182,0.0028704458,0.0050841607,0.0015029245,0.0010816748,0.0032882022,0.0026745151
