STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,PGA_VALUE,SA(0.3)_VALUE,SA(0.6)_VALUE,SA(1.0)_VALUE,PGA_LN_SIGMA,SA(0.3)_LN_SIGMA,SA(0.6)_LN_SIGMA,SA(1.0)_LN_SIGMA,PGA_VALUE_1,SA(0.3)_VALUE_1,SA(0.6)_VALUE_1,SA(1.0)_VALUE_1,PGA_VALUE_2,SA(0.3)_VALUE_2,SA(0.6)_VALUE_2,SA(1.0)_VALUE_2,PGA_VALUE_V,SA(0.3)_VALUE_V,SA(0.6)_VALUE_V,SA(1.0)_VALUE_V
5520/03,Ahar,38.474,47.059,seismic,BHRC,0.017466871,0.014699258,0.002478183,0.000719608,0,0,0,0,0.017466871,0.014699258,0.002478183,0.000719608,0.007042487,0.003093749,0.00078752,0.000245661,0.018983894,0.011840016,0.001772281,0.000747323
5520/04,Ahar,38.474,47.059,seismic,BHRC,0.244107034,0.498964824,0.176772575,0.056704047,0,0,0,0,0.244107034,0.498964824,0.176772575,0.056704047,0.208468909,0.179377622,0.075370365,0.036373426,0.429835882,0.667786563,0.144986288,0.102236671
5522/02,Ajab Shir,37.485,45.891,seismic,BHRC,0.019109786,0.039478009,0.072053099,0.023047787,0,0,0,0,0.019109786,0.039478009,0.072053099,0.023047787,0.009066718,0.02345933,0.022728428,0.008686606,0.024568909,0.054456716,0.06641413,0.023050284
5523/02,Amand,38.231,46.156,seismic,BHRC,0.020876249,0.065732288,0.055462728,0.018914754,0,0,0,0,0.020876249,0.065732288,0.055462728,0.018914754,0.011091132,0.03116223,0.015839402,0.01279246,0.017268909,0.072045075,0.025114089,0.012536433
5524,Ardebil 2,38.222,48.258,seismic,BHRC,0.010854842,0.02489509,0.027249414,0.022356319,0,0,0,0,0.010854842,0.02489509,0.027249414,0.022356319,0.003847798,0.00718969,0.008038895,0.00737714,0.00905736,0.023397152,0.013559107,0.014769079
5525,Astara,38.422,48.869,seismic,BHRC,0.011918858,0.022613263,0.035110467,0.033446626,0,0,0,0,0.011918858,0.022613263,0.035110467,0.033446626,0.004304954,0.009530838,0.007739609,0.011569563,0.010524261,0.022556269,0.037899028,0.025490945
5526/02,Avin,37.734,47.801,seismic,BHRC,0.018870336,0.035350056,0.072572122,0.02476659,0,0,0,0,0.018870336,0.035350056,0.072572122,0.02476659,0.016693782,0.015709346,0.018878543,0.009885806,0.031333639,0.058285969,0.123860764,0.03475019
5527,Azarshahr,37.771,45.969,seismic,BHRC,0.014910703,0.042977083,0.027582415,0.0181775,0,0,0,0,0.014910703,0.042977083,0.027582415,0.0181775,0.006542834,0.016499703,0.016496754,0.012859533,0.013714373,0.033700655,0.036607053,0.026205116
5528/02,Basmanj,37.996,46.471,seismic,BHRC,0.041255963,0.09226695,0.093402959,0.076980796,0,0,0,0,0.041255963,0.09226695,0.093402959,0.076980796,0.023813762,0.058111084,0.060458535,0.051474683,0.044429766,0.075733064,0.140340184,0.155527011
5529/02,Band,37.498,44.999,seismic,BHRC,0.021686748,0.061597639,0.058285718,0.015818714,0,0,0,0,0.021686748,0.061597639,0.058285718,0.015818714,0.004941193,0.009439984,0.00713156,0.008050845,0.016728237,0.055812229,0.017014739,0.024471042
