STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,SOIL_TYPE,PGA_VALUE,PGA_LN_SIGMA,SA(0.3)_VALUE,SA(0.3)_LN_SIGMA,SA(0.6)_VALUE,SA(0.6)_LN_SIGMA,SA(1.0)_VALUE,SA(1.0)_LN_SIGMA,VS30,VS30_TYPE
AQK,L AQUILA   V. ATERNO   AQUIL PARK ING.,42.344967,13.400949,seismic,INGV,B,0.006424555,0,0.009627377915196375,0,0.01185970077436279,0,0.01719305833903416,0,705,B
ASS,ASSISI,43.074982,12.604141,seismic,INGV,A (inferred from geology),0.151793671,0,0.3502063663401255,0,0.09839142766984132,0,0.03056685528266864,0,,A (inferred from geology)
BTT2,BORGO OTTOMILA - 2 (CELANO),41.998333,13.543056,seismic,INGV,D,0.00900291,0,0.013583643902936466,0,0.02028189757597226,0,0.021490772706028668,0,90,D
BVG,BEVAGNA,42.932367,12.611065,seismic,INGV,C,0.051660473000000005,0,0.11739905006100061,0,0.23138970082406082,0,0.06532134614056752,0,211,C
CLF,COLFIORITO,43.036714,12.920428,seismic,INGV,D,0.27142599500000003,0,0.7657605736801015,0,0.3294478894952469,0,0.38812336541901693,0,145,D
CSA,CASTELNUOVO  ASSISI,43.008015,12.590602,seismic,INGV,C,0.098679932,0,0.39977629610538823,0,0.12654154311310137,0,0.14564744604900753,0,200,C
CSC,CASCIA,42.719097,13.012280,seismic,INGV,B,0.027376072,0,0.05167555937442854,0,0.03725513828940037,0,0.012494076146187258,0,698,B
FHC,FORCA CANAPINE (ARQUATA TRONTO),42.761111,13.210278,seismic,INGV,B (inferred from geology),0.063892422,0,0.09431363976816814,0,0.02734622258766962,0,0.011838536165741747,0,,B (inferred from geology)
GBP,GUBBIO PIANA,43.313810,12.589490,seismic,INGV,C,0.033675739,0,0.07555459049321622,0,0.07409446223857273,0,0.054517347282218756,0,224,C
LNS,LEONESSA,42.565000,12.984167,seismic,INGV,C (inferred from geology),0.026195969000000003,0,0.06034762970688803,0,0.027647183294002148,0,0.009827663882718558,0,,C (inferred from geology)
MNF,MONTE FIEGNI  FIASTRA,43.059684,13.184466,seismic,INGV,A,0.024432222,0,0.03542712410813991,0,0.026794731000353084,0,0.008513574194134265,0,1062,A
MTL,MATELICA,43.249435,13.008338,seismic,INGV,B,0.047637066,0,0.06568721657805883,0,0.03243557076510346,0,0.020342687834815295,0,579,B
NCR,NOCERA UMBRA,43.111583,12.784666,seismic,INGV,E,0.38739968900000005,0,0.4484753697726376,0,0.12065941600748528,0,0.0494522439426789,0,555,E
RTI,RIETI (CAB. ENEL),42.430278,12.829097,seismic,INGV,D,0.025523542,0,0.08136694005260035,0,0.0381722186985887,0,0.03296902119630266,0,170,D
SPM,SPOLETO  MONTELUCO,42.723240,12.751268,seismic,INGV,A (inferred from geology),0.047921673,0,0.06467066156679369,0,0.03408985107832577,0,0.015344494128135601,0,,A (inferred from geology)
