STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,VS30,MMI_VALUE,MMI_STDDEV,PGA_LN_SIGMA,PGA_VALUE,PGV_LN_SIGMA,PGV_VALUE,SA(0.3)_LN_SIGMA,SA(0.3)_VALUE,SA(1.0)_LN_SIGMA,SA(1.0)_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE,VS30_TYPE,REFERENCES
UTM:(32T 039 499 10000),UTM:(32T 039 499 10000),7.6655,45.1007,macroseismic,760,2.1,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(32T 045 506 10000),UTM:(32T 045 506 10000),8.4216,45.737,macroseismic,760,2,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(32T 047 506 10000),UTM:(32T 047 506 10000),8.6787,45.7381,macroseismic,760,3.1,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(32T 047 507 10000),UTM:(32T 047 507 10000),8.6782,45.8281,macroseismic,760,2,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(32T 047 508 10000),UTM:(32T 047 508 10000),8.6776,45.9181,macroseismic,760,2.7,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(32T 048 505 10000),UTM:(32T 048 505 10000),8.8075,45.6484,macroseismic,760,3.8,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(32T 048 507 10000),UTM:(32T 048 507 10000),8.8069,45.8284,macroseismic,760,3.5,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(32T 049 491 10000),UTM:(32T 049 491 10000),8.9372,44.3882,macroseismic,760,2.8,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(32T 049 505 10000),UTM:(32T 049 505 10000),8.9359,45.6486,macroseismic,760,3.1,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(32T 049 508 10000),UTM:(32T 049 508 10000),8.9355,45.9185,macroseismic,760,3.8,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(32T 049 509 10000),UTM:(32T 049 509 10000),8.9354,46.0085,macroseismic,760,3.4,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(32T 050 503 10000),UTM:(32T 050 503 10000),9.064,45.4685,macroseismic,760,3.6,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(32T 050 504 10000),UTM:(32T 050 504 10000),9.0641,45.5585,macroseismic,760,3.9,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(32T 050 505 10000),UTM:(32T 050 505 10000),9.0642,45.6485,macroseismic,760,4.1,0.3,0.8059,0.019808,0.875,1.698,1.0131,0.037952,1.0822,0.016298,1.4737,0.003484,inferred,Stations_USGS
UTM:(32T 050 507 10000),UTM:(32T 050 507 10000),9.0645,45.8285,macroseismic,760,2.7,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(32T 051 503 10000),UTM:(32T 051 503 10000),9.192,45.4683,macroseismic,760,4,0.3,0.8059,0.017936,0.875,1.4518,1.0131,0.03401,1.0822,0.013657,1.4737,0.002759,inferred,Stations_USGS
UTM:(32T 051 504 10000),UTM:(32T 051 504 10000),9.1923,45.5584,macroseismic,760,3.5,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(32T 051 505 10000),UTM:(32T 051 505 10000),9.1926,45.6484,macroseismic,760,3.5,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(32T 051 506 10000),UTM:(32T 051 506 10000),9.1928,45.7384,macroseismic,760,3.8,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(32T 052 502 10000),UTM:(32T 052 502 10000),9.3194,45.3781,macroseismic,274.47,3.6,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(32T 052 503 10000),UTM:(32T 052 503 10000),9.3198,45.4681,macroseismic,242.61,4.6,0.3,0.8059,0.04141,0.875,3.5224,1.0131,0.07967,1.0822,0.03306,1.4737,0.008579,inferred,Stations_USGS
UTM:(32T 052 504 10000),UTM:(32T 052 504 10000),9.3204,45.558,macroseismic,258.07,3.9,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(32T 052 505 10000),UTM:(32T 052 505 10000),9.3209,45.6481,macroseismic,365.19,3.4,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(32T 052 507 10000),UTM:(32T 052 507 10000),9.322,45.8281,macroseismic,900,4.6,0.3,0.8059,0.041349,0.875,3.5224,1.0131,0.079518,1.0822,0.033118,1.4737,0.008601,inferred,Stations_USGS
UTM:(32T 053 506 10000),UTM:(32T 053 506 10000),9.45,45.7377,macroseismic,322.28,3.8,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(32T 053 507 10000),UTM:(32T 053 507 10000),9.4506,45.8276,macroseismic,736.92,3.9,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(32T 054 504 10000),UTM:(32T 054 504 10000),9.5766,45.5571,macroseismic,269.49,2.5,0.3,,,,,,,,,,,inferred,Stations_USGS
