STATION_NAME,PGA_VALUE,PGA_LN_SIGMA,LATITUDE,LONGITUDE,STATION_ID,STATION_TYPE,REFERENCES
YMT0041906182222,0.6458219677463773,0.0,38.6208,139.5889,YMT004,seismic,Stations_NIED
AKTH041906182222,0.35371100222808055,0.0,39.174,140.7129,AKTH04,seismic,Stations_NIED
YMT0051906182222,0.33729663034777474,0.0,38.6079,140.1627,YMT005,seismic,Stations_NIED
YMT0141906182222,0.25355651522181416,0.0,37.9193,139.8816,YMT014,seismic,Stations_NIED
YMTH131906182222,0.245341681410064,0.0,38.4704,139.7606,YMTH13,seismic,Stations_NIED
NIG0061906182222,0.23802419786573437,0.0,38.4514,139.4963,NIG006,seismic,Stations_NIED
YMT0031906182222,0.22271417864408372,0.0,38.726,139.8023,YMT003,seismic,Stations_NIED
NIGH021906182222,0.19136096424365132,0.0,38.2799,139.5486,NIGH02,seismic,Stations_NIED
NIG0121906182222,0.18367434343022365,0.0,37.6863,139.4771,NIG012,seismic,Stations_NIED
AKT0111906182222,0.17641192456139487,0.0,39.8133,140.5805,AKT011,seismic,Stations_NIED
YMTH091906182222,0.1692076295167058,0.0,38.7498,140.178,YMTH09,seismic,Stations_NIED
YMT0161906182222,0.15871271025273692,0.0,38.7906,140.0207,YMT016,seismic,Stations_NIED
NIG0031906182222,0.15277184359592752,0.0,37.9977,138.3231,NIG003,seismic,Stations_NIED
NIGH041906182222,0.1498483172133198,0.0,38.1313,139.5428,NIGH04,seismic,Stations_NIED
MYG0051906182222,0.14565626386176753,0.0,38.7989,140.6512,MYG005,seismic,Stations_NIED
AKTH191906182222,0.14302233688364552,0.0,39.1913,140.471,AKTH19,seismic,Stations_NIED
AKT0151906182222,0.13371436729158295,0.0,39.3844,140.0519,AKT015,seismic,Stations_NIED
NIG0071906182222,0.13154849005521785,0.0,38.2306,139.4863,NIG007,seismic,Stations_NIED
AKT0191906182222,0.12174799753228698,0.0,39.039,140.449,AKT019,seismic,Stations_NIED
YMTH081906182222,0.11643425634645899,0.0,38.9701,140.0333,YMTH08,seismic,Stations_NIED
YMT0081906182222,0.11471705424380413,0.0,38.3854,139.9924,YMT008,seismic,Stations_NIED
MYG0191906182222,0.11394105020572794,0.0,38.7513,140.7226,MYG019,seismic,Stations_NIED
FKS0231906182222,0.11208720613053406,0.0,37.4775,139.9309,FKS023,seismic,Stations_NIED
YMTH141906182222,0.106730636863761,0.0,38.386,139.9916,YMTH14,seismic,Stations_NIED
NIG0111906182222,0.10360316723855767,0.0,37.8012,139.1457,NIG011,seismic,Stations_NIED
AKT0181906182222,0.1034869195902782,0.0,39.1937,140.1899,AKT018,seismic,Stations_NIED
FKS0221906182222,0.09941315331943136,0.0,37.6005,139.6472,FKS022,seismic,Stations_NIED
