STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,PGA_VALUE,PGA_LN_SIGMA,SOIL_TYPE,VS30,VS30_TYPE,VS30_USGS
SPLB,ATHENS-SEPOLIA_B,23.7103,38.0039,seismic,0.34514,0.0,B,426.0,inferred_USGS,426.0
ATH3,ATH3,23.706,37.972,seismic,0.30274,0.0,C,503.0,inferred_USGS,503.0
SGMA,SGMA,23.74,37.98,seismic,0.23362,0.0,C,527.0,inferred_USGS,527.0
ATH2,ATH2,23.789,38.018,seismic,0.1646,0.0,C,426.0,inferred_USGS,426.0
ATH4,ATH4,23.743,37.996,seismic,0.11862,0.0,C,553.0,inferred_USGS,553.0
ATHA,ATHA,23.77,38.0,seismic,0.11777,0.0,C,488.0,inferred_USGS,488.0
RFNA,RFNA,23.98,38.06,seismic,0.10469,0.0,C,450.0,inferred_USGS,450.0
DMKA,DMKA,23.82,37.99,seismic,0.0697,0.0,B,604.0,inferred_USGS,604.0
THVC,THVC,23.318,38.32,seismic,0.056969,0.0,C,524.0,inferred_USGS,524.0
THV1,THV1,23.317,38.317,seismic,0.040748,0.0,C,524.0,inferred_USGS,524.0
KOR1,KOR1,22.933,37.939,seismic,0.033867,0.0,D,452.0,inferred_USGS,452.0
KORA,KORA,22.93,37.93,seismic,0.026609,0.0,D,476.0,inferred_USGS,476.0
ISTA,ISTA,23.15,38.95,seismic,0.015382,0.0,D,309.0,inferred_USGS,309.0
ATLA,ATLA,23.0,38.65,seismic,0.013459,0.0,B,696.0,inferred_USGS,696.0
MNSA,Monastiraki,23.73,37.98,seismic,0.51,0.0,,471.38,inferred,458.0
KEDE,K.E.D.E.,23.717,37.983,seismic,0.3,0.0,,396.94,inferred,491.0
KERT,Keratsini,23.617,37.967,seismic,0.22,0.0,,527.29,inferred,454.0
FIX,Athens-Sygrou-Fix,23.73,37.96,seismic,0.123469,0.0,,409.21,inferred,440.0
GYS,G.Y.S.,23.738,37.996,seismic,0.12,0.0,,534.79,inferred,553.0
PNT,Athens-Papagos,23.79,38.0,seismic,0.087245,0.0,,402.81,inferred,383.0
DFNA,,23.73718,37.94925,seismic,0.08,0.0,,366.52,inferred,439.0
ALIV,Aliveri,24.033,38.4,seismic,0.02,0.0,,280.6,inferred,576.0
