calc_id,description,cal_time,gmpe,imt,nominal_bias,abs_nominal_bias,max_gmv,Rupture,GMLT,Recording_Stations
613,"Median gmf - DRAFT_20041124_M4.99_Gardone (Rupture:GCMT, GMPEs:USGS, Recording Stations:all)",36,ZhaoEtAl2016Asc,PGA,-0.007,0.007,0.13885713,GCMT,USGS,all
615,"Median gmf - DRAFT_20041124_M4.99_Gardone (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",36,ZhaoEtAl2016Asc,PGA,0.046,0.046,0.13730519,USGS,USGS,all
609,"Median gmf - DRAFT_20041124_M4.99_Gardone (Rupture:INGV, GMPEs:USGS, Recording Stations:all)",54,ZhaoEtAl2016Asc,PGA,0.196,0.196,0.24595712,INGV,USGS,all
611,"Median gmf - DRAFT_20041124_M4.99_Gardone (Rupture:EFEHR, GMPEs:USGS, Recording Stations:all)",50,ZhaoEtAl2016Asc,PGA,0.197,0.197,0.2498664,EFEHR,USGS,all
613,"Median gmf - DRAFT_20041124_M4.99_Gardone (Rupture:GCMT, GMPEs:USGS, Recording Stations:all)",36,CauzziEtAl2014,PGA,0.277,0.277,0.11566563,GCMT,USGS,all
615,"Median gmf - DRAFT_20041124_M4.99_Gardone (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",36,CauzziEtAl2014,PGA,0.345,0.345,0.11711535,USGS,USGS,all
611,"Median gmf - DRAFT_20041124_M4.99_Gardone (Rupture:EFEHR, GMPEs:USGS, Recording Stations:all)",50,CauzziEtAl2014,PGA,0.452,0.452,0.22792977,EFEHR,USGS,all
609,"Median gmf - DRAFT_20041124_M4.99_Gardone (Rupture:INGV, GMPEs:USGS, Recording Stations:all)",54,CauzziEtAl2014,PGA,0.452,0.452,0.22493108,INGV,USGS,all
613,"Median gmf - DRAFT_20041124_M4.99_Gardone (Rupture:GCMT, GMPEs:USGS, Recording Stations:all)",36,AkkarEtAlRjb2014,PGA,0.472,0.472,0.17943834,GCMT,USGS,all
615,"Median gmf - DRAFT_20041124_M4.99_Gardone (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",36,AkkarEtAlRjb2014,PGA,0.542,0.542,0.31879905,USGS,USGS,all
