# 19900530_Sequence_Vrancea/19900531_M6.31_Vrancea median gmf, Stations:None, gmlt:GEM, Rupture:Ganasetal2010
custom_site_id,lon,lat,"BCHydroESHM20SSlab
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
sigma_mu_epsilon = -1.355630
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
sigma_mu_epsilon = 1.355630
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
theta_6_adjustment = -0.001500
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
theta_6_adjustment = 0.001500
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00"
t_0,26.343760000000003,44.01169,0.015382496,0.010200464,0.023197098,0.015382496,0.015382496
t_1,26.471689999999995,44.03154,0.015410194,0.010218832,0.023238868,0.015410194,0.015410194
t_10,26.901610000000005,44.11686,0.01601561,0.010620295,0.024151845,0.01601561,0.01601561
t_100,26.23383000000001,44.11046,0.015293141,0.010141212,0.023062348,0.015293141,0.015293141
t_1000,25.369910000000004,44.47597,0.016435467,0.010898712,0.024784999,0.016435467,0.016435467
t_1001,25.28721999999999,44.48205,0.01492334,0.009895988,0.022504682,0.01492334,0.01492334
t_1002,25.41552999999999,44.50251,0.017038757,0.011298766,0.02569477,0.017038757,0.017038757
t_1003,25.332819999999998,44.50861,0.016552748,0.010976484,0.024961863,0.016552748,0.016552748
t_1004,25.250100000000003,44.51468,0.015472827,0.010260364,0.023333319,0.015472827,0.015472827
t_1005,25.46117000000001,44.52904,0.017709168,0.01174333,0.026705762,0.017709168,0.017709168
t_1006,25.378440000000012,44.53516,0.017725006,0.011753834,0.026729649,0.017725006,0.017725006
t_1007,25.24163999999999,44.45548,0.015323139,0.010161104,0.023107588,0.015323139,0.015323139
t_1008,25.204520000000002,44.4881,0.01518332,0.010068387,0.022896737,0.01518332,0.01518332
t_1009,25.167360000000002,44.52071,0.015232125,0.01010075,0.022970337,0.015232125,0.015232125
t_101,26.279499999999985,44.13688,0.016603045,0.0110098375,0.02503771,0.016603045,0.016603045
t_1010,25.212950000000006,44.5473,0.014938766,0.009906217,0.022527944,0.014938766,0.014938766
t_1011,25.13019,44.55331,0.015137544,0.010038031,0.022827705,0.015137544,0.015137544
t_1012,25.175780000000003,44.5799,0.015093053,0.010008529,0.022760613,0.015093053,0.015093053
t_1013,25.092989999999986,44.58589,0.014996823,0.0099447165,0.022615496,0.014996823,0.014996823
t_1014,25.221389999999985,44.60646,0.016579805,0.010994426,0.025002662,0.016579805,0.016579805
t_1015,25.13857999999999,44.61248,0.014681549,0.009735651,0.022140056,0.014681549,0.014681549
t_1016,25.055759999999992,44.61846,0.015265464,0.010122858,0.023020612,0.015265464,0.015265464
t_1017,25.62661,44.5167,0.01973262,0.013085126,0.02975717,0.01973262,0.01973262
t_1018,25.543900000000008,44.52289,0.018505368,0.012271308,0.027906448,0.018505368,0.018505368
t_1019,25.589580000000012,44.54938,0.019576635,0.01298169,0.029521942,0.019576635,0.019576635
t_102,26.19713999999999,44.14335,0.015683,0.0103997355,0.023650264,0.015683,0.015683
t_1020,25.50684000000001,44.55555,0.018910054,0.012539664,0.028516725,0.018910054,0.018910054
t_1021,25.635289999999998,44.57586,0.020819318,0.013805738,0.03139593,0.020819318,0.020819318
t_1022,25.55252999999999,44.58205,0.019942706,0.013224438,0.030073982,0.019942706,0.019942706
t_1023,25.469760000000008,44.5882,0.018883219,0.0125218695,0.028476255,0.018883219,0.018883219
t_1024,25.598240000000004,44.60853,0.020485904,0.0135846445,0.030893136,0.020485904,0.020485904
t_1025,25.515449999999987,44.6147,0.02008407,0.01331818,0.030287161,0.02008407,0.02008407
t_1026,25.643969999999996,44.635,0.021298558,0.014123532,0.032118633,0.021298558,0.021298558
t_1027,25.29570000000001,44.54125,0.016878622,0.011192578,0.025453284,0.016878622,0.016878622
t_1028,25.424090000000007,44.56169,0.018406792,0.012205941,0.027757796,0.018406792,0.018406792
t_1029,25.34133,44.56779,0.01737058,0.011518805,0.026195167,0.01737058,0.01737058
t_103,26.599670000000003,44.0513,0.013199873,0.00875312,0.01990566,0.013199873,0.013199873
t_1030,25.25855999999999,44.57386,0.016649216,0.011040454,0.025107337,0.016649216,0.016649216
t_1031,25.386979999999994,44.59433,0.017450796,0.011572,0.026316136,0.017450796,0.017450796
t_1032,25.304190000000006,44.60041,0.017687658,0.011729067,0.026673326,0.017687658,0.017687658
t_1033,25.432649999999995,44.62084,0.019679984,0.013050222,0.029677793,0.019679984,0.019679984
t_1034,25.34984,44.62695,0.017952863,0.011904931,0.027073262,0.017952863,0.017952863
t_1035,25.267030000000005,44.63301,0.017658276,0.011709583,0.026629018,0.017658276,0.017658276
t_1036,25.395520000000005,44.65346,0.01921368,0.012741005,0.028974596,0.01921368,0.01921368
t_1037,25.184200000000004,44.63905,0.016529301,0.010960936,0.024926502,0.016529301,0.016529301
t_1038,25.10136,44.64505,0.015671425,0.01039206,0.02363281,0.015671425,0.015671425
t_1039,25.018519999999995,44.65101,0.015375801,0.0101960255,0.023187004,0.015375801,0.015375801
t_104,26.517390000000006,44.05792,0.015984794,0.010599861,0.024105374,0.015984794,0.015984794
t_1040,25.229839999999996,44.6656,0.017802505,0.011805224,0.026846517,0.017802505,0.017802505
t_1041,25.146989999999988,44.67162,0.016946232,0.011237412,0.025555244,0.016946232,0.016946232
t_1042,25.064120000000003,44.6776,0.015886206,0.010534485,0.023956703,0.015886206,0.015886206
t_1043,25.19263000000001,44.69818,0.01768837,0.011729538,0.0266744,0.01768837,0.01768837
t_1044,25.10974999999999,44.70418,0.01652753,0.010959761,0.024923831,0.01652753,0.01652753
t_1045,25.026849999999996,44.71014,0.0159851,0.010600065,0.024105838,0.0159851,0.0159851
t_1046,25.23830000000001,44.72472,0.018547084,0.012298971,0.027969357,0.018547084,0.018547084
t_1047,25.561170000000004,44.64119,0.020980123,0.013912372,0.03163843,0.020980123,0.020980123
t_1048,25.478350000000006,44.64734,0.020448495,0.013559837,0.030836722,0.020448495,0.020448495
t_1049,25.60691,44.66765,0.021555856,0.014294152,0.03250664,0.021555856,0.021555856
t_105,26.563119999999998,44.08428,0.016942358,0.011234843,0.0255494,0.016942358,0.016942358
t_1050,25.524069999999995,44.67383,0.020872733,0.013841159,0.03147648,0.020872733,0.020872733
t_1051,25.65267,44.69411,0.022021912,0.014603205,0.033209465,0.022021912,0.022021912
t_1052,25.569819999999993,44.7003,0.021706635,0.014394138,0.03273402,0.021706635,0.021706635
t_1053,25.486950000000007,44.70645,0.02031933,0.013474185,0.030641938,0.02031933,0.02031933
t_1054,25.615589999999997,44.72675,0.022695644,0.015049971,0.034225464,0.022695644,0.022695644
t_1055,25.53271000000001,44.73292,0.021445174,0.0142207565,0.032339733,0.021445174,0.021445174
t_1056,25.66138000000001,44.75319,0.023678208,0.015701529,0.03570719,0.023678208,0.023678208
t_1057,25.312690000000003,44.65955,0.018265657,0.012112351,0.02754496,0.018265657,0.018265657
t_1058,25.44122999999999,44.67997,0.020327715,0.013479746,0.030654583,0.020327715,0.020327715
t_1059,25.358370000000008,44.68607,0.019634124,0.01301981,0.029608633,0.019634124,0.019634124
t_106,26.48080999999999,44.09088,0.017206216,0.011409814,0.025947304,0.017206216,0.017206216
t_1060,25.275509999999997,44.69214,0.01775306,0.011772438,0.026771957,0.01775306,0.01775306
t_1061,25.404079999999993,44.71257,0.018880283,0.012519923,0.02847183,0.018880283,0.018880283
t_1062,25.321200000000005,44.71866,0.019499654,0.012930641,0.029405853,0.019499654,0.019499654
t_1063,25.449810000000014,44.73906,0.020050097,0.013295651,0.030235931,0.020050097,0.020050097
t_1064,25.36690999999999,44.74517,0.01860949,0.012340355,0.028063469,0.01860949,0.01860949
t_1065,25.283999999999992,44.75124,0.016806044,0.011144449,0.025343835,0.016806044,0.016806044
t_1066,25.412649999999985,44.77166,0.019913167,0.01320485,0.030029438,0.019913167,0.019913167
t_1067,24.98124999999999,44.68355,0.015503112,0.010280448,0.02337899,0.015503112,0.015503112
t_1068,24.94395,44.71608,0.015133099,0.010035084,0.022821004,0.015133099,0.015133099
t_1069,24.98956000000001,44.74267,0.015787313,0.010468908,0.023807572,0.015787313,0.015787313
t_107,26.608869999999996,44.11063,0.017125677,0.011356406,0.02582585,0.017125677,0.017125677
t_1070,24.906630000000007,44.74858,0.013989184,0.009276529,0.021095958,0.013989184,0.013989184
t_1071,24.952249999999992,44.77518,0.01581767,0.010489037,0.023853349,0.01581767,0.01581767
t_1072,24.869290000000007,44.78108,0.014393963,0.009544947,0.02170637,0.014393963,0.014393963
t_1073,24.914909999999992,44.80767,0.015226732,0.010097174,0.022962203,0.015226732,0.015226732
t_1074,24.831919999999997,44.81355,0.012557863,0.00832739,0.018937498,0.012557863,0.012557863
t_1075,24.960559999999987,44.83425,0.016261721,0.010783497,0.024522986,0.016261721,0.016261721
t_1076,24.877549999999985,44.84015,0.013523033,0.0089674145,0.020392993,0.013523033,0.013523033
t_1077,25.155399999999986,44.73073,0.017479878,0.011591284,0.026359992,0.017479878,0.017479878
t_1078,25.072489999999988,44.73672,0.015843164,0.0105059445,0.023891795,0.015843164,0.015843164
t_1079,25.20107999999999,44.75728,0.018950056,0.01256619,0.028577046,0.018950056,0.018950056
t_108,26.52654000000001,44.11724,0.015153595,0.010048675,0.022851912,0.015153595,0.015153595
t_1080,25.11814000000001,44.76328,0.017741391,0.0117647,0.026754359,0.017741391,0.017741391
t_1081,25.035200000000003,44.76924,0.01655029,0.010974854,0.024958154,0.01655029,0.01655029
t_1082,25.163819999999987,44.78982,0.014856533,0.009851688,0.022403937,0.014856533,0.014856533
t_1083,25.08086,44.79581,0.017014846,0.0112829115,0.025658714,0.017014846,0.017014846
t_1084,24.997890000000012,44.80176,0.014563699,0.009657503,0.021962337,0.014563699,0.014563699
t_1085,25.20953,44.81635,0.016379677,0.010861717,0.024700867,0.016379677,0.016379677
t_1086,25.12655000000001,44.82235,0.014085879,0.0093406495,0.021241775,0.014085879,0.014085879
t_1087,25.578480000000013,44.75938,0.022534013,0.01494279,0.033981726,0.022534013,0.022534013
t_1088,25.495569999999987,44.76554,0.020941136,0.01388652,0.031579636,0.020941136,0.020941136
t_1089,25.62428,44.78582,0.02337198,0.015498463,0.035245392,0.02337198,0.02337198
t_109,26.572299999999984,44.14359,0.01667229,0.0110557545,0.025142133,0.01667229,0.01667229
t_1090,25.541349999999994,44.79199,0.023288451,0.0154430745,0.035119433,0.023288451,0.023288451
t_1091,25.58715000000001,44.81843,0.022811782,0.015126984,0.034400605,0.022811782,0.022811782
t_1092,25.504189999999994,44.82459,0.022330184,0.014807626,0.033674344,0.022330184,0.022330184
t_1093,25.632980000000003,44.84486,0.02373171,0.015737008,0.035787873,0.02373171,0.02373171
t_1094,25.55000000000001,44.85104,0.023553688,0.0156189585,0.035519414,0.023553688,0.023553688
t_1095,25.467009999999988,44.85718,0.021960393,0.01456241,0.033116695,0.021960393,0.021960393
