# 19900530_Sequence_Vrancea/19900531_M6.31_Vrancea median gmf, Stations:None, gmlt:GEM, Rupture:EFEHR
custom_site_id,lon,lat,"BCHydroESHM20SSlab
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
sigma_mu_epsilon = -1.355630
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
sigma_mu_epsilon = 1.355630
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
theta_6_adjustment = -0.001500
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
theta_6_adjustment = 0.001500
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00"
t_0,26.343760000000003,44.01169,0.016456168,0.01091244,0.024816217,0.016456168,0.016456168
t_1,26.471689999999995,44.03154,0.016362527,0.010850344,0.024675004,0.016362527,0.016362527
t_10,26.901610000000005,44.11686,0.016488867,0.010934124,0.024865529,0.016488867,0.016488867
t_100,26.23383000000001,44.11046,0.016514543,0.010951149,0.024904247,0.016514543,0.016514543
t_1000,25.369910000000004,44.47597,0.018699432,0.012399996,0.0281991,0.018699432,0.018699432
t_1001,25.28721999999999,44.48205,0.017026557,0.011290676,0.025676373,0.017026557,0.017026557
t_1002,25.41552999999999,44.50251,0.019385485,0.012854933,0.029233683,0.019385485,0.019385485
t_1003,25.332819999999998,44.50861,0.018875552,0.012516786,0.028464695,0.018875552,0.018875552
t_1004,25.250100000000003,44.51468,0.017685506,0.0117276395,0.026670082,0.017685506,0.017685506
t_1005,25.46117000000001,44.52904,0.020145265,0.01335876,0.030379446,0.020145265,0.020145265
t_1006,25.378440000000012,44.53516,0.020205619,0.013398781,0.03047046,0.020205619,0.020205619
t_1007,25.24163999999999,44.45548,0.017467659,0.01158318,0.026341563,0.017467659,0.017467659
t_1008,25.204520000000002,44.4881,0.01734608,0.011502559,0.026158221,0.01734608,0.01734608
t_1009,25.167360000000002,44.52071,0.017435739,0.011562015,0.026293429,0.017435739,0.017435739
t_101,26.279499999999985,44.13688,0.017884381,0.0118595185,0.026969988,0.017884381,0.017884381
t_1010,25.212950000000006,44.5473,0.017116016,0.011349998,0.02581128,0.017116016,0.017116016
t_1011,25.13019,44.55331,0.01736104,0.01151248,0.026180781,0.01736104,0.01736104
t_1012,25.175780000000003,44.5799,0.017324708,0.011488387,0.026125992,0.017324708,0.017324708
t_1013,25.092989999999986,44.58589,0.017231477,0.011426564,0.025985397,0.017231477,0.017231477
t_1014,25.221389999999985,44.60646,0.019027138,0.012617305,0.028693287,0.019027138,0.019027138
t_1015,25.13857999999999,44.61248,0.016887298,0.011198331,0.025466368,0.016887298,0.016887298
t_1016,25.055759999999992,44.61846,0.017565466,0.01164804,0.02648906,0.017565466,0.017565466
t_1017,25.62661,44.5167,0.022295384,0.014784549,0.033621866,0.022295384,0.022295384
t_1018,25.543900000000008,44.52289,0.020986995,0.013916929,0.031648792,0.020986995,0.020986995
t_1019,25.589580000000012,44.54938,0.022186004,0.014712017,0.033456918,0.022186004,0.022186004
t_102,26.19713999999999,44.14335,0.016987612,0.011264851,0.025617644,0.016987612,0.016987612
t_1020,25.50684000000001,44.55555,0.021498423,0.0142560685,0.032420035,0.021498423,0.021498423
t_1021,25.635289999999998,44.57586,0.023571659,0.015630875,0.03554651,0.023571659,0.023571659
t_1022,25.55252999999999,44.58205,0.022658933,0.015025627,0.034170106,0.022658933,0.022658933
t_1023,25.469760000000008,44.5882,0.021524578,0.014273412,0.032459475,0.021524578,0.021524578
t_1024,25.598240000000004,44.60853,0.023267405,0.015429118,0.035087693,0.023267405,0.023267405
t_1025,25.515449999999987,44.6147,0.02287931,0.0151717635,0.034502435,0.02287931,0.02287931
t_1026,25.643969999999996,44.635,0.02417355,0.016030002,0.03645418,0.02417355,0.02417355
t_1027,25.29570000000001,44.54125,0.019285906,0.0127889,0.029083516,0.019285906,0.019285906
t_1028,25.424090000000007,44.56169,0.020981604,0.013913354,0.03164066,0.020981604,0.020981604
t_1029,25.34133,44.56779,0.019852744,0.013164782,0.029938318,0.019852744,0.019852744
