calc_id,description,cal_time,recording_stations,gmlt,rupture,gmpe,imt,max_gmv,nominal_bias_mean,nominal_bias_stdev,abs_bias
37,"19900530_Sequence_Vrancea/19900531_M6.31_Vrancea median gmf, Stations:Seismic, gmlt:USGS, Rupture:GCMT
",44, Seismic, USGS, GCMT,AtkinsonBoore2003SSlab,PGA,0.087985806,-0.225,0.222,0.225
37,"19900530_Sequence_Vrancea/19900531_M6.31_Vrancea median gmf, Stations:Seismic, gmlt:USGS, Rupture:GCMT
",44, Seismic, USGS, GCMT,AbrahamsonEtAl2015SSlab,PGA,0.07239067,-0.354,0.27,0.354
39,"19900530_Sequence_Vrancea/19900531_M6.31_Vrancea median gmf, Stations:Seismic, gmlt:USGS, Rupture:USGS
",44, Seismic, USGS, USGS,AtkinsonBoore2003SSlab,PGA,0.0580768,-0.491,0.222,0.491
38,"19900530_Sequence_Vrancea/19900531_M6.31_Vrancea median gmf, Stations:Seismic, gmlt:USGS, Rupture:EFEHR
",44, Seismic, USGS, EFEHR,AtkinsonBoore2003SSlab,PGA,0.0575112,-0.545,0.222,0.545
39,"19900530_Sequence_Vrancea/19900531_M6.31_Vrancea median gmf, Stations:Seismic, gmlt:USGS, Rupture:USGS
",44, Seismic, USGS, USGS,AbrahamsonEtAl2015SSlab,PGA,0.048654206,-0.591,0.27,0.591
38,"19900530_Sequence_Vrancea/19900531_M6.31_Vrancea median gmf, Stations:Seismic, gmlt:USGS, Rupture:EFEHR
",44, Seismic, USGS, EFEHR,AbrahamsonEtAl2015SSlab,PGA,0.0473427,-0.603,0.27,0.603
40,"19900530_Sequence_Vrancea/19900531_M6.31_Vrancea median gmf, Stations:Seismic, gmlt:USGS, Rupture:Ganasetal2010
",44, Seismic, USGS, Ganasetal2010,AtkinsonBoore2003SSlab,PGA,0.06526009,-0.622,0.222,0.622
37,"19900530_Sequence_Vrancea/19900531_M6.31_Vrancea median gmf, Stations:Seismic, gmlt:USGS, Rupture:GCMT
",44, Seismic, USGS, GCMT,ZhaoEtAl2016SSlab,PGA,0.07310502,-0.679,0.272,0.679
40,"19900530_Sequence_Vrancea/19900531_M6.31_Vrancea median gmf, Stations:Seismic, gmlt:USGS, Rupture:Ganasetal2010
",44, Seismic, USGS, Ganasetal2010,AbrahamsonEtAl2015SSlab,PGA,0.053012114,-0.708,0.27,0.708
39,"19900530_Sequence_Vrancea/19900531_M6.31_Vrancea median gmf, Stations:Seismic, gmlt:USGS, Rupture:USGS
",44, Seismic, USGS, USGS,ZhaoEtAl2016SSlab,PGA,0.049355622,-0.946,0.272,0.946
38,"19900530_Sequence_Vrancea/19900531_M6.31_Vrancea median gmf, Stations:Seismic, gmlt:USGS, Rupture:EFEHR
",44, Seismic, USGS, EFEHR,ZhaoEtAl2016SSlab,PGA,0.04800001,-0.974,0.272,0.974
40,"19900530_Sequence_Vrancea/19900531_M6.31_Vrancea median gmf, Stations:Seismic, gmlt:USGS, Rupture:Ganasetal2010
",44, Seismic, USGS, Ganasetal2010,ZhaoEtAl2016SSlab,PGA,0.05157707,-1.071,0.272,1.071
