# 19900530_Sequence_Vrancea/19900531_M6.31_Vrancea median gmf, Stations:Seismic, gmlt:GEM, Rupture:GCMT
custom_site_id,lon,lat,"BCHydroESHM20SSlab
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
sigma_mu_epsilon = -1.355630
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
sigma_mu_epsilon = 1.355630
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
theta_6_adjustment = -0.001500
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
theta_6_adjustment = 0.001500
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00"
s_0,27.626000000000005,46.266,0.015868,0.015868,0.015868,0.015868,0.015868
s_1,28.03200000000001,44.314,0.011895,0.011895,0.011895,0.011895,0.011895
s_2,26.7277,45.8657,0.018983,0.018983,0.018983,0.018983,0.018983
t_0,26.343760000000003,44.01169,0.014564496,0.012388442,0.017122779,0.014564496,0.014564496
t_1,26.471689999999995,44.03154,0.014059948,0.011959358,0.016529493,0.014059948,0.014059948
t_10,26.901610000000005,44.11686,0.012705738,0.010809218,0.01493501,0.012705738,0.012705738
t_100,26.23383000000001,44.11046,0.015141196,0.01287895,0.017800815,0.015141196,0.015141196
t_1000,25.369910000000004,44.47597,0.022211317,0.018892659,0.026112929,0.022211317,0.022211317
t_1001,25.28721999999999,44.48205,0.02055308,0.017482182,0.024163408,0.02055308,0.02055308
t_1002,25.41552999999999,44.50251,0.023022616,0.01958274,0.027066737,0.023022616,0.023022616
t_1003,25.332819999999998,44.50861,0.022745516,0.01934704,0.026740963,0.022745516,0.022745516
t_1004,25.250100000000003,44.51468,0.021621939,0.01839134,0.025420021,0.021621939,0.021621939
t_1005,25.46117000000001,44.52904,0.02390813,0.02033595,0.028107798,0.02390813,0.02390813
t_1006,25.378440000000012,44.53516,0.024322635,0.020688519,0.028595114,0.024322635,0.024322635
t_1007,25.24163999999999,44.45548,0.021013563,0.017873863,0.02470478,0.021013563,0.021013563
t_1008,25.204520000000002,44.4881,0.021157447,0.017996248,0.024873938,0.021157447,0.021157447
t_1009,25.167360000000002,44.52071,0.021547293,0.018327847,0.025332265,0.021547293,0.021547293
t_101,26.279499999999985,44.13688,0.016240563,0.01381408,0.019093268,0.016240563,0.016240563
t_1010,25.212950000000006,44.5473,0.021244448,0.01807025,0.02497622,0.021244448,0.021244448
t_1011,25.13019,44.55331,0.021740468,0.018492159,0.025559371,0.021740468,0.021740468
t_1012,25.175780000000003,44.5799,0.021788672,0.01853316,0.02561604,0.021788672,0.021788672
t_1013,25.092989999999986,44.58589,0.021861205,0.018594855,0.025701316,0.021861205,0.021861205
t_1014,25.221389999999985,44.60646,0.023931192,0.020355564,0.028134914,0.023931192,0.023931192
t_1015,25.13857999999999,44.61248,0.021543367,0.018324507,0.025327647,0.021543367,0.021543367
t_1016,25.055759999999992,44.61846,0.02254236,0.019174237,0.026502121,0.02254236,0.02254236
