# 19900530_Sequence_Vrancea/19900531_M6.31_Vrancea median gmf, Stations:Seismic, gmlt:USGS, Rupture:GCMT
custom_site_id,lon,lat,AbrahamsonEtAl2015SSlab,AtkinsonBoore2003SSlab,ZhaoEtAl2016SSlab
s_0,27.626000000000005,46.266,0.015868,0.015868,0.015868
s_1,28.03200000000001,44.314,0.011895,0.011895,0.011895
s_2,26.7277,45.8657,0.018983,0.018983,0.018983
t_0,26.343760000000003,44.01169,0.016909288,0.011991941,0.01286593
t_1,26.471689999999995,44.03154,0.016335335,0.012092298,0.012909249
t_10,26.901610000000005,44.11686,0.014815165,0.012081318,0.012896709
t_100,26.23383000000001,44.11046,0.017320132,0.013851542,0.014384168
t_1000,25.369910000000004,44.47597,0.024218049,0.020191297,0.019480912
t_1001,25.28721999999999,44.48205,0.022513358,0.019639427,0.019048067
t_1002,25.41552999999999,44.50251,0.02497122,0.021316007,0.020357804
t_1003,25.332819999999998,44.50861,0.024721695,0.02075518,0.019921405
t_1004,25.250100000000003,44.51468,0.023591084,0.020136304,0.019437859
t_1005,25.46117000000001,44.52904,0.025796508,0.022500703,0.021274341
t_1006,25.378440000000012,44.53516,0.026261684,0.02193419,0.020836938
t_1007,25.24163999999999,44.45548,0.023095068,0.018584587,0.018215705
t_1008,25.204520000000002,44.4881,0.023199236,0.019037386,0.018573835
t_1009,25.167360000000002,44.52071,0.023564368,0.019469604,0.018914515
t_101,26.279499999999985,44.13688,0.018483574,0.014307719,0.014761434
t_1010,25.212950000000006,44.5473,0.023145925,0.020611458,0.0198093
t_1011,25.13019,44.55331,0.023724563,0.01987809,0.019235471
t_1012,25.175780000000003,44.5799,0.02367345,0.021060817,0.020159442
t_1013,25.092989999999986,44.58589,0.023811208,0.020258965,0.019533867
t_1014,25.221389999999985,44.60646,0.025805157,0.02231743,0.021133011
t_1015,25.13857999999999,44.61248,0.023373267,0.02148036,0.020485383
t_1016,25.055759999999992,44.61846,0.024487259,0.0206091,0.01980746
t_1017,25.62661,44.5167,0.02734445,0.0233893,0.021957325
t_1018,25.543900000000008,44.52289,0.026341587,0.022989271,0.021650316
t_1019,25.589580000000012,44.54938,0.027603153,0.024225678,0.022596879
t_102,26.19713999999999,44.14335,0.017937977,0.014529563,0.014944262
t_1020,25.50684000000001,44.55555,0.02729387,0.023746423,0.02223079
t_1021,25.635289999999998,44.57586,0.02903904,0.025517946,0.023579117
t_1022,25.55252999999999,44.58205,0.028535748,0.025054155,0.023227397
t_1023,25.469760000000008,44.5882,0.027697876,0.024489162,0.022797726
t_1024,25.598240000000004,44.60853,0.029121913,0.026423678,0.024263514
t_1025,25.515449999999987,44.6147,0.029197078,0.025868211,0.023844175
t_1026,25.643969999999996,44.635,0.030020827,0.0278547,0.025338477
t_1027,25.29570000000001,44.54125,0.025516238,0.021300692,0.020345911
t_1028,25.424090000000007,44.56169,0.027124213,0.02317833,0.02179551
t_1029,25.34133,44.56779,0.026167786,0.022532841,0.02129911
t_103,26.599670000000003,44.0513,0.013525079,0.012104655,0.014112745
t_1030,25.25855999999999,44.57386,0.025553448,0.02182277,0.020750724
t_1031,25.386979999999994,44.59433,0.026245221,0.023836039,0.022299325
t_1032,25.304190000000006,44.60041,0.026983209,0.023107266,0.021740956
t_1033,25.432649999999995,44.62084,0.029196493,0.025211522,0.023346841
t_1034,25.34984,44.62695,0.02733795,0.024467979,0.022781592
t_1035,25.267030000000005,44.63301,0.02732734,0.023652246,0.022158735
t_1036,25.395520000000005,44.65346,0.029033875,0.025907043,0.023873534
t_1037,25.184200000000004,44.63905,0.026078036,0.022780333,0.021489672
t_1038,25.10136,44.64505,0.025125757,0.02186662,0.020784663
t_1039,25.018519999999995,44.65101,0.024930306,0.020925265,0.020053934
