custom_site_id,lon,lat,vs30,vs30measured,z1pt0,z2pt5
s_0,13.42593,42.02746,199.0,False,499.3884,2.38175
s_1,14.14781,42.36983,596.0,False,129.16364,0.80137
s_2,14.44984,41.86832,996.0,False,8.15408,0.44535
s_3,14.75668,41.50907,472.0,False,8.7585,0.45105
s_4,13.51936,42.42069,492.0,False,495.61114,2.27943
s_5,13.55,42.46,1000.0,False,7.94573,0.44332
s_6,13.09242,42.79244,423.0,False,33.83524,0.58222
s_7,13.64235,41.95361,767.0,False,498.98784,2.36996
s_8,14.88045,41.30636,1000.0,False,7.94573,0.44332
s_9,15.38574,41.68116,386.0,False,130.00679,0.80291
s_10,14.70719,42.12218,598.0,False,127.49024,0.7983
