custom_site_id,lon,lat,vs30,vs30measured,z1pt0,z2pt5
s_0,16.103,45.914,407.0,0,347.01857601584504,1.239759880185546
s_1,15.968,45.811,358.0,0,404.63815252129064,1.4357254528982406
s_2,15.999,45.808,271.0,0,478.83831645590124,1.9742253013355449
s_3,16.0198,45.8432,391.0,0,366.71254593751974,1.2979661655980892
s_4,15.987,45.827,389.0,0,369.1236770698796,1.3056032975225638
s_5,15.993,45.777,205.0,0,507.9473991551308,2.7168594081836877
s_6,16.3296,45.02685,379.0,0,380.98135131045757,1.345086847210169
s_7,15.968,45.907,575.0,0,147.77634391372803,0.8349367323253664
s_8,15.4569,45.826,574.0,0,148.71010252614002,0.8366009960435485
s_9,16.2504,46.4481,366.0,0,395.84267375538,1.399881326984704
s_10,13.6336,45.9875,852.0,0,21.54049668842628,0.5324645338619791
s_11,14.5278,46.0438,525.0,0,199.53630894672082,0.9265126198052369
s_12,14.8393,45.8033,545.0,0,177.62677576393804,0.887719957329838
s_13,17.1839,44.7488,762.0,0,40.7214437658938,0.6050023965584392
s_14,14.7014,46.1016,864.0,0,19.812926436372397,0.5240127580615211
s_15,14.2613,46.0807,652.0,0,88.62388156873384,0.723126592460474
s_16,15.2518,45.5043,356.0,0,406.79223774790347,1.4449565384361895
s_17,13.8013,45.6589,570.0,0,152.4880258645907,0.8433206742703931
s_18,14.4221,45.7381,568.0,0,154.4026457463892,0.8467185728365267
s_19,12.31299,46.01109,400.0,0,355.7170357122867,1.2646109912757877
s_20,14.4433,46.2941,614.0,0,114.71893650098528,0.7745491213737777
s_21,15.1139,46.6365,900.0,0,15.458011655936474,0.5001037964306755
s_22,13.7368,46.2281,905.0,0,14.939159749701455,0.4969441787495743
s_23,13.645,46.1733,932.0,0,12.442600906925486,0.4805092788191829
s_24,13.5137,46.548,597.0,0,128.32478622889934,0.7998323164505231
s_25,13.2331,43.7052,242.0,0,494.2642454755943,2.2471331343652268
s_26,13.9999,46.3174,679.0,0,73.42932028342473,0.69032652414501
s_27,13.8877,46.0322,472.0,0,263.7360031523179,1.0464631403931135
s_28,12.3552,46.015,1000.0,0,7.945725847415341,0.4433161798921641
s_29,13.67009,43.3053,443.0,0,301.02085355745845,1.1251948077032188
s_30,12.7104,46.2601,998.0,0,8.049162483610452,0.4443326665544477
s_31,14.0143,45.5464,459.0,0,280.3731579556565,1.080438048851443
s_32,13.00033,43.63183,595.0,0,130.0067925232822,0.8029087178129247
s_33,13.01835,43.84347,418.0,0,333.14042817799117,1.2025078381537104
s_34,12.9877,46.2408,994.0,0,8.260486571240484,0.4463787980658753
s_35,13.3352,43.0627,488.0,0,243.61281273166216,1.0073057333035018
s_36,12.81459,43.76911,998.0,0,8.049162483610452,0.4443326665544477
s_37,12.63168,43.81158,495.0,0,234.97778340238708,0.9910264246474016
s_38,13.0984,46.3195,977.0,0,9.228799786025343,0.45527541751619083
s_39,13.0096,43.25673,984.0,0,8.815830766095846,0.45157219154447475
s_40,13.46925,43.13738,824.0,0,26.218191296984088,0.5532136050011177
s_41,12.6154,46.1495,1000.0,0,7.945725847415341,0.4433161798921641
s_42,15.51,42.123,600.0,0,125.83403858285287,0.7952589249703402
s_43,12.8814,46.4569,893.0,0,16.21710082032882,0.5045910152997845
s_44,13.0011,46.4142,720.0,0,54.9404175379003,0.6455430447667668
s_45,13.565,46.4428,900.0,0,15.458011655936474,0.5001037964306755
s_46,21.137,45.3828,218.0,0,503.8363019059117,2.532324481112471
s_47,12.4448,46.3116,999.0,0,7.997261036458672,0.44382387784109295
s_48,12.7595,43.6292,999.0,0,7.997261036458672,0.44382387784109295
s_49,12.78225,43.43628,679.0,0,73.42932028342473,0.69032652414501
s_50,15.9096,41.712,975.0,0,9.35063438763444,0.45634395486181667
s_51,13.60393,42.62279,912.0,0,14.243938489878039,0.49258307684562
s_52,21.6401,45.6188,465.0,0,272.67064668140074,1.0645042608365516
s_53,21.7128,44.7815,493.0,0,237.43288724586404,0.9956270940136335
s_54,21.663,46.2653,574.0,0,148.71010252614002,0.8366009960435485
m_55,16.343,45.4606,225.29,0,501.2122555909697,2.438803622469886
m_56,15.8382,45.9155,398.48,0,357.58979807468114,1.270130992398983
m_57,16.0925,45.7333,228.69,0,499.90601249550366,2.39736861006104
m_58,16.0943,45.8233,294.92,0,462.6378587705418,1.792140063097528
m_59,16.0907,45.6433,323.61,0,438.9231407764664,1.6115674622429443
m_60,15.8368,45.8255,579.85,0,143.30865448979242,0.8269523114621425
m_61,16.221,45.732,222.59,0,502.21187217167494,2.4726754628305705
m_62,15.964,45.7345,209.13,0,506.71736629662416,2.6555671773978013
m_63,16.3495,45.7306,244.37,0,493.16840454517376,2.2222186975698297
m_64,15.7092,45.9163,505.28,0,222.52550710777587,0.9679944121050578
m_65,15.7081,45.8263,339.42,0,423.911512187736,1.5259839411298741
m_66,15.9655,45.8245,456.36,0,283.77203811463676,1.087591288975334
m_67,15.5831,46.1871,545.12,0,177.49997908028416,0.8874964023986748
m_68,15.9503,44.9245,287.67,0,467.8904659968772,1.8439035069190806
m_69,15.8355,45.7355,191.84,0,511.424558901036,2.931103652098344
m_70,16.3605,46.1805,386.62,0,371.97639336952506,1.314801903457661
m_71,16.9791,45.3613,441.57,0,302.8684247297233,1.1293643787630065
m_72,15.0648,46.1885,565.5,0,156.81987464875917,0.8510021890237326
m_73,15.9687,46.0044,492.83,0,237.6420280664221,0.9960199969736463
m_74,16.8694,45.9033,311.98,0,449.09593159953073,1.6804770120041639
m_75,17.2099,44.727,428.92,0,319.1766430150433,1.1675489512802408
m_76,16.1014,46.1832,661.82,0,82.79451595580409,0.7108650315134788
m_77,15.8423,46.1855,767.33,0,39.20238442676098,0.6001972076817693
m_78,16.2289,46.0919,385.04,0,373.8599746182024,1.3209758907357991
m_79,15.8224,44.8354,235.7,0,497.0415256753892,2.315976881144503
m_80,15.5756,45.4671,312.46,0,448.6910348870806,1.6775240534606046
m_81,17.3325,44.6345,649.78,0,89.99166315361907,0.7259536438771214
m_82,15.4513,45.9177,364.56,0,397.4464886197271,1.406208855009675
m_83,15.7174,46.5463,548.34,0,174.11915320561553,0.881536836847849
m_84,16.6248,46.357,218.19,0,503.77090345534737,2.5298019478606375
m_85,15.1931,45.8284,360.03,0,402.4331256703162,1.4264682849613342
m_86,18.5453,44.5419,510.6,0,216.20041913834808,0.9564651157441321
m_87,15.585,46.3671,321.88,0,440.4839094258961,1.6214802178154997
m_88,16.3627,46.2704,243.6,0,493.52753690152076,2.230256271900375
m_89,18.01,45.1593,259.93,0,485.2552019484426,2.0707031914137044
m_90,16.8785,46.1731,234.05,0,497.73686697752316,2.3346645653345153
