# 19950513_M6.5_KozaniGrevena median gmf, Stations:Seismic, gmlt:GEM, Rupture:GCMT
custom_site_id,lon,lat,KothaEtAl2020ESHM20SlopeGeology,"KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = -1.73205100","KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = 1.73205100","KothaEtAl2020ESHM20SlopeGeology
sigma_mu_epsilon = -1.35563000","KothaEtAl2020ESHM20SlopeGeology
sigma_mu_epsilon = 1.35563000"
s_0,21.783999999999992,40.302,0.20857,0.20857,0.20857,0.20857,0.20857
s_1,23.099999999999994,40.65,0.040014,0.040014,0.040014,0.040014,0.040014
s_10,21.57499999999999,40.084,0.10110391,0.10597634,0.09645549,0.09085441,0.112509675
s_100,21.504999999999995,40.583,0.028311191,0.02812693,0.02849666,0.026322924,0.030449642
s_101,21.685000000000002,40.613,0.031946722,0.031740095,0.032154694,0.029337168,0.0347884
s_102,21.626000000000005,39.526,0.07005931,0.07277137,0.06744831,0.06283135,0.07811874
s_103,21.891999999999996,39.537,0.097562835,0.10182332,0.09348061,0.08924423,0.10665683
s_104,21.589,39.506,0.049430218,0.051032666,0.047878087,0.0442677,0.055194788
s_105,21.498999999999995,40.618,0.026507841,0.026280794,0.026736852,0.024718333,0.028426906
s_106,21.846000000000004,40.659,0.034576856,0.034327745,0.034827776,0.031906642,0.03747054
s_107,21.551999999999992,40.667,0.02509601,0.0248211,0.025373967,0.023343297,0.026980326
s_108,21.771000000000015,40.682,0.026459577,0.026162464,0.026760062,0.02431704,0.028790887
s_109,22.061000000000007,40.256,0.09511801,0.098814614,0.09155969,0.08741352,0.103501566
s_11,21.735000000000014,40.143,0.11948072,0.12465269,0.11452334,0.10938252,0.13051118
s_110,21.536,40.705,0.024595307,0.024286957,0.024907572,0.023031482,0.026265314
s_111,21.67500000000001,40.735,0.022892851,0.02248464,0.023308475,0.021067848,0.024875946
s_112,20.88900000000001,39.614,0.03210298,0.031572275,0.032642607,0.02840531,0.03628199
s_113,20.865999999999985,39.636,0.037300862,0.036638305,0.037975404,0.033003744,0.04215747
s_114,21.256,40.113,0.047680426,0.04873568,0.046648026,0.04249819,0.053494588
s_115,21.437000000000012,40.743,0.025731936,0.025529977,0.025935493,0.024890125,0.026602218
s_116,22.19999999999999,39.908,0.17441057,0.18600333,0.16354032,0.15673701,0.19407696
s_117,21.454999999999984,40.812,0.029705541,0.0292564,0.030161578,0.028650584,0.030799344
s_118,21.539999999999992,40.827,0.025423452,0.024769109,0.026095083,0.023778932,0.027181705
s_119,21.295000000000016,39.823,0.05777497,0.059817635,0.055802055,0.05120256,0.06519101
s_12,21.512,40.012,0.111311644,0.117183544,0.10573398,0.099304125,0.12477107
s_120,21.458,39.77,0.0778937,0.081831455,0.07414543,0.06911078,0.0877928
s_121,21.851,40.351,0.1204487,0.12182364,0.11908928,0.115138486,0.12600383
s_122,21.799000000000007,39.775,0.31988606,0.34482285,0.29675266,0.28523514,0.35874644
