# 19950513_M6.5_KozaniGrevena median gmf, Stations:None, gmlt:GEM, Rupture:ESM
custom_site_id,lon,lat,KothaEtAl2020ESHM20SlopeGeology,"KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = -1.73205100","KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = 1.73205100","KothaEtAl2020ESHM20SlopeGeology
sigma_mu_epsilon = -1.35563000","KothaEtAl2020ESHM20SlopeGeology
sigma_mu_epsilon = 1.35563000"
t_0,21.582899999999995,37.11114,0.0025218774,0.0013498772,0.0047114403,0.0015579588,0.0040821787
t_1,21.624599999999987,37.13978,0.002647973,0.0014273184,0.0049125417,0.0016358577,0.00428629
t_10,21.72005999999999,37.32101,0.0007373092,0.00044095222,0.0012328429,0.00045549293,0.001193487
t_100,21.486070000000012,38.14406,0.0032758238,0.0023220074,0.0046214415,0.0020237297,0.005302596
t_1000,20.718259999999987,40.10226,0.020062843,0.018755889,0.02146087,0.0123943705,0.032475848
t_1001,20.638679999999994,40.10655,0.01895177,0.01756223,0.020451255,0.011707975,0.030677348
t_1002,20.76087000000001,40.13066,0.022427738,0.021065854,0.023877665,0.013855348,0.036303915
t_1003,20.68126000000001,40.13496,0.018055456,0.016810404,0.019392721,0.011154252,0.029226478
t_1004,20.723870000000005,40.16337,0.019792544,0.018511469,0.021162275,0.012227385,0.032038312
t_1005,20.644239999999996,40.16765,0.018344464,0.017006507,0.01978768,0.011332794,0.029694295
t_1006,20.79220000000001,40.03682,0.020760167,0.019553913,0.022040835,0.012825161,0.03360461
t_1007,20.914350000000013,40.06085,0.026293997,0.025109898,0.027533932,0.016243836,0.042562254
t_1008,20.8348,40.06522,0.02401993,0.022739735,0.025372198,0.014838969,0.03888121
t_1009,20.87742,40.09359,0.02651359,0.025224775,0.027868252,0.016379494,0.04291771
t_101,21.40789000000001,38.14872,0.0033891906,0.0024009862,0.0047841226,0.0020937652,0.0054861037
t_1010,20.797840000000008,40.09795,0.023130033,0.021813815,0.02452567,0.0142892115,0.03744073
t_1011,20.920060000000007,40.12196,0.02607838,0.024929164,0.027280575,0.016110633,0.042213235
t_1012,20.84047000000001,40.12633,0.023149239,0.02193562,0.024430003,0.014301076,0.037471816
t_1013,20.883109999999988,40.15469,0.026353985,0.02508616,0.027685884,0.016280895,0.042659357
t_1014,20.80349000000001,40.15905,0.023228172,0.021916963,0.024617827,0.014349839,0.037599586
t_1015,20.925780000000003,40.18305,0.03091827,0.029558504,0.03234059,0.019100606,0.05004759
t_1016,20.596119999999985,40.07812,0.019571181,0.018278275,0.020955542,0.012090633,0.03167999
t_1017,20.96271999999999,40.15031,0.029492818,0.028321834,0.030712215,0.018219994,0.047740206
t_1018,21.005410000000012,40.17864,0.036683146,0.035378873,0.038035505,0.022662017,0.059379235
t_1019,21.04811000000001,40.20696,0.033497598,0.032436784,0.0345931,0.020694057,0.054222766
t_102,21.449929999999995,38.17726,0.0027090579,0.0019322687,0.003798123,0.0016735946,0.0043851687
t_1020,20.968459999999993,40.21139,0.028736632,0.027584884,0.029936468,0.017752841,0.04651616
t_1021,21.011169999999993,40.23971,0.03128883,0.030148447,0.032472346,0.01932953,0.050647415
t_1022,21.053910000000002,40.26802,0.031214962,0.030180855,0.032284502,0.019283896,0.05052785
t_1023,20.97421,40.27244,0.028194057,0.02702759,0.029410865,0.01741765,0.045637894
