# 19950513_M6.5_KozaniGrevena median gmf, Stations:None, gmlt:GEM, Rupture:EFEHR
custom_site_id,lon,lat,KothaEtAl2020ESHM20SlopeGeology,"KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = -1.73205100","KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = 1.73205100","KothaEtAl2020ESHM20SlopeGeology
sigma_mu_epsilon = -1.35563000","KothaEtAl2020ESHM20SlopeGeology
sigma_mu_epsilon = 1.35563000"
t_0,21.582899999999995,37.11114,0.0023504072,0.0012725195,0.004341319,0.0014520283,0.0038046185
t_1,21.624599999999987,37.13978,0.0024639422,0.0013425713,0.004521928,0.0015221676,0.0039883982
t_10,21.72005999999999,37.32101,0.0006993067,0.00042174556,0.0011595378,0.00043201586,0.0011319721
t_100,21.486070000000012,38.14406,0.003245245,0.0023284294,0.004523055,0.0020048388,0.005253098
t_1000,20.718259999999987,40.10226,0.02883537,0.02773866,0.029975437,0.017813837,0.046675988
t_1001,20.638679999999994,40.10655,0.026516413,0.025285404,0.027807355,0.01638124,0.04292228
t_1002,20.76087000000001,40.13066,0.03273057,0.03163185,0.033867445,0.020220203,0.052981168
t_1003,20.68126000000001,40.13496,0.025583712,0.024508841,0.026705723,0.015805038,0.041412514
t_1004,20.723870000000005,40.16337,0.028389547,0.027316313,0.02950495,0.017538419,0.045954335
t_1005,20.644239999999996,40.16765,0.025616724,0.024432775,0.026858045,0.015825432,0.04146595
t_1006,20.79220000000001,40.03682,0.030596016,0.029649928,0.03157229,0.018901525,0.049525958
t_1007,20.914350000000013,40.06085,0.041314017,0.040590372,0.042050563,0.025522863,0.06687525
t_1008,20.8348,40.06522,0.036204137,0.03526558,0.037167672,0.022366095,0.058603857
t_1009,20.87742,40.09359,0.040910333,0.04004683,0.041792456,0.025273478,0.06622181
t_101,21.40789000000001,38.14872,0.0033935055,0.0024369392,0.0047255503,0.0020964309,0.005493088
t_1010,20.797840000000008,40.09795,0.034326714,0.033310954,0.035373453,0.021206267,0.055564865
t_1011,20.920060000000007,40.12196,0.04120624,0.040525194,0.041898735,0.025456283,0.066700794
t_1012,20.84047000000001,40.12633,0.035008147,0.034130495,0.035908367,0.02162724,0.0566679
t_1013,20.883109999999988,40.15469,0.04058536,0.03974063,0.04144805,0.025072716,0.06569577
t_1014,20.80349000000001,40.15905,0.034402255,0.03339311,0.035441898,0.021252934,0.055687144
t_1015,20.925780000000003,40.18305,0.048400022,0.047582597,0.049231492,0.02990044,0.07834542
t_1016,20.596119999999985,40.07812,0.02651341,0.025367657,0.027710915,0.016379384,0.04291742
t_1017,20.96271999999999,40.15031,0.047681563,0.047097072,0.04827331,0.029456591,0.07718244
t_1018,21.005410000000012,40.17864,0.060516067,0.06000836,0.06102807,0.037385456,0.09795772
t_1019,21.04811000000001,40.20696,0.056075886,0.055793416,0.056359787,0.034642413,0.09077038
t_102,21.449929999999995,38.17726,0.0027005693,0.0019511429,0.0037378476,0.0016683505,0.0043714284
t_1020,20.968459999999993,40.21139,0.045569118,0.044959426,0.046187077,0.028151568,0.07376301
t_1021,21.011169999999993,40.23971,0.04997844,0.049459778,0.050502542,0.030875549,0.08090041
t_1022,21.053910000000002,40.26802,0.04981215,0.04941432,0.05021318,0.030772818,0.080631234
t_1023,20.97421,40.27244,0.043217707,0.04253189,0.043914583,0.02669892,0.069956765
t_1024,21.01695000000001,40.30075,0.050158355,0.049469303,0.050857004,0.030986696,0.08119164
t_1025,20.93723,40.30516,0.03711267,0.03631622,0.037926584,0.022927366,0.060074504
t_1026,21.059709999999995,40.32905,0.04760095,0.04701763,0.048191506,0.02940679,0.07705195
t_1027,20.766500000000008,40.19175,0.029614145,0.028612098,0.030651284,0.01829495,0.0479366
t_1028,20.686849999999993,40.19606,0.02754474,0.02638099,0.028759828,0.017016517,0.04458684
t_1029,20.729479999999995,40.22445,0.033008542,0.03173663,0.034331426,0.020391928,0.053431127
t_103,21.371730000000014,38.1819,0.002413283,0.0017447587,0.0033379602,0.0014908717,0.003906396
t_1030,20.6498,40.22873,0.025218433,0.02403652,0.02645846,0.015579376,0.040821232
t_1031,20.772130000000004,40.25282,0.029890759,0.028841248,0.03097846,0.018465834,0.048384354
t_1032,20.692440000000005,40.25713,0.025292309,0.024195114,0.02643926,0.015625017,0.040940817
t_1033,20.735090000000014,40.28551,0.026500229,0.025435174,0.027609881,0.01637124,0.04289608
t_1034,20.655380000000008,40.28979,0.025026465,0.023816485,0.026297916,0.015460783,0.04051049
t_1035,20.777770000000004,40.31387,0.028664421,0.027594198,0.029776154,0.01770823,0.046399277
t_1036,20.698039999999992,40.31818,0.026672885,0.025462842,0.02794043,0.016477903,0.04317556
t_1037,20.84613999999999,40.18742,0.03429128,0.033420987,0.03518423,0.021184376,0.055507503
t_1038,20.888810000000007,40.21577,0.037885606,0.037060898,0.038728666,0.02340487,0.061325666
t_1039,20.80914999999999,40.22013,0.031579766,0.030627273,0.03256188,0.019509265,0.051118363
t_104,21.305180000000007,38.30993,0.004370924,0.0032437528,0.005889775,0.0027002578,0.0070752413
t_1040,20.9315,40.24412,0.04061947,0.039865058,0.041388158,0.025093788,0.06575099
t_1041,20.851820000000004,40.24849,0.034938045,0.03400056,0.03590138,0.021583933,0.05655443
t_1042,20.894509999999997,40.27683,0.035928488,0.035069395,0.036808625,0.022195807,0.058157664
t_1043,20.814809999999994,40.28119,0.03120336,0.030203799,0.032236002,0.019276729,0.05050907
t_1044,20.857500000000016,40.30953,0.032423034,0.031471357,0.033403486,0.020030215,0.05248336
t_1045,20.90021999999999,40.33787,0.035265103,0.03430879,0.036248073,0.021785982,0.057083838
t_1046,20.82047,40.34222,0.028630642,0.027632479,0.029664863,0.017687362,0.046344597
t_1047,20.97997000000001,40.33348,0.043801576,0.04294549,0.044674728,0.027059622,0.07090188
t_1048,21.022729999999996,40.36178,0.049103897,0.048209213,0.050015185,0.030335277,0.07948478
t_1049,20.942970000000003,40.36619,0.04019743,0.03917717,0.041244254,0.02483306,0.06506782
t_105,21.226889999999997,38.31451,0.0034885122,0.0025883815,0.004701671,0.002155124,0.005646876
t_1050,21.06550999999999,40.39006,0.046078954,0.045271177,0.046901148,0.028466536,0.074588284
t_1051,20.98572999999999,40.39449,0.035618983,0.034757458,0.036501866,0.022004602,0.057656668
t_1052,21.028520000000015,40.42278,0.041861314,0.040874716,0.04287172,0.02586097,0.06776116
t_1053,20.948710000000005,40.42719,0.03874934,0.037581198,0.03995379,0.023938464,0.06272379
t_1054,21.071320000000014,40.45105,0.04270101,0.041695733,0.04373052,0.026379716,0.069120385
t_1055,20.991500000000002,40.45548,0.034153424,0.033142984,0.035194673,0.021099212,0.05528436
t_1056,21.034310000000005,40.48376,0.034753136,0.033725724,0.03581185,0.021469701,0.056255117
t_1057,20.74072000000001,40.34654,0.024689194,0.023634678,0.025790758,0.015252425,0.03996455
t_1058,20.660950000000014,40.35083,0.027047727,0.025678644,0.028489802,0.016709473,0.04378232
t_1059,20.703640000000007,40.3792,0.02941831,0.028002093,0.030906156,0.018173967,0.0476196
t_106,21.347250000000003,38.33847,0.0036688861,0.0027402178,0.004912283,0.0022665549,0.0059388485
t_1060,20.746350000000007,40.40756,0.025007598,0.0238569,0.026213795,0.015449127,0.04047995
t_1061,20.709249999999997,40.44021,0.024033811,0.022793103,0.025342057,0.014847545,0.03890368
t_1062,20.751980000000003,40.46855,0.023336703,0.0221699,0.024564914,0.0144168865,0.037775263
t_1063,20.863200000000006,40.37056,0.03344204,0.032344658,0.034576654,0.020659735,0.054132838
t_1064,20.783420000000007,40.3749,0.027723286,0.026602617,0.028891167,0.01712682,0.044875853
t_1065,20.905939999999987,40.39888,0.040813137,0.039538506,0.04212886,0.025213433,0.06606448
t_1066,20.826149999999984,40.40324,0.029082796,0.02796208,0.030248428,0.017966691,0.047076497
t_1067,20.868899999999996,40.43156,0.029151844,0.028070867,0.030274449,0.01800935,0.047188267
t_1068,20.789080000000013,40.4359,0.025919147,0.02477181,0.027119623,0.01601226,0.041955482
t_1069,20.911670000000015,40.45987,0.031070454,0.02994917,0.03223372,0.019194623,0.050293934
t_107,21.268939999999986,38.34306,0.0035381329,0.0026426415,0.004737072,0.0021857785,0.0057271975
t_1070,20.831829999999997,40.46423,0.026411781,0.025278065,0.027596345,0.0163166,0.042752914
t_1071,20.874599999999987,40.49254,0.029420223,0.028184246,0.030710403,0.018175147,0.047622696
t_1072,21.801350000000014,40.13273,0.25014567,0.25741804,0.24307878,0.15453434,0.40491235
t_1073,21.844249999999988,40.16087,0.24155055,0.24768305,0.2355699,0.14922446,0.39099935
t_1074,21.887159999999994,40.18901,0.17230074,0.17586154,0.16881205,0.1064435,0.27890426
t_1075,21.807559999999995,40.19379,0.24330622,0.24991676,0.23687053,0.15030907,0.39384127
t_1076,21.850480000000005,40.22192,0.19149365,0.19584888,0.18723525,0.11830044,0.30997193
t_1077,21.770849999999996,40.22668,0.27361795,0.28119424,0.26624578,0.16903497,0.44290707
t_1078,21.893419999999992,40.25004,0.1348041,0.13715103,0.13249734,0.083278924,0.21820822
t_1079,21.813770000000005,40.25482,0.1940548,0.19854112,0.18966983,0.11988266,0.31411767
t_108,21.42555999999999,38.33384,0.0036547857,0.0027283165,0.004895861,0.0022578437,0.005916024
t_1080,21.856719999999996,40.28295,0.15157668,0.15425828,0.1489417,0.09364064,0.2453581
t_1081,21.777050000000003,40.28771,0.16668002,0.1702322,0.16320197,0.10297115,0.269806
t_1082,21.60548,40.17506,0.28567213,0.29422444,0.27736843,0.17648177,0.46241924
t_1083,21.525869999999998,40.17972,0.26144782,0.26889247,0.25420928,0.16151655,0.4232072
t_1084,21.56871000000001,40.20792,0.21574353,0.22154504,0.21009395,0.13328147,0.34922537
t_1085,21.611580000000004,40.23611,0.17209254,0.17640263,0.16788778,0.10631488,0.27856725
t_1086,21.53192999999999,40.24077,0.18664125,0.19083041,0.18254405,0.11530274,0.30211735
