STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,SOIL_TYPE,PGA_VALUE,PGA_LN_SIGMA,SA(0.3)_VALUE,SA(0.3)_LN_SIGMA,SA(0.6)_VALUE,SA(0.6)_LN_SIGMA,SA(1.0)_VALUE,SA(1.0)_LN_SIGMA,VS30,VS30_TYPE
AVZ,AVEZZANO,42.027458,13.425929,seismic,INGV,C,0.003669339,0,0.006638796846733862,0,0.009819923700542861,0,0.006837278441840659,0,199,C
CHT,CHIETI,42.369827,14.147809,seismic,INGV,B (inferred from geology),0.007813127,0,0.021694175860799775,0,0.009676548680380849,0,0.003328167934030423,0,,B (inferred from geology)
CMM,CASTIGLIONE MESSER MARINO,41.868320,14.449840,seismic,INGV,B (inferred from geology),0.006892072,0,0.012508394643615483,0,0.01591984565673597,0,0.011249437725107904,0,,B (inferred from geology)
GLD,GILDONE,41.509072,14.756682,seismic,INGV,B,0.018125758999999998,0,0.041985389726284475,0,0.03163390934803437,0,0.015572654655254254,0,472,B
GSA,GRAN SASSO  LAB. INFN ASSERGI,42.420689,13.519362,seismic,INGV,B,0.0011694169999999999,0,0.0029618536970583923,0,0.001679582709390021,0,0.0010819436817887402,0,492,B
GSG,GRAN SASSO (LAB. INFN GALLERIA),42.460000,13.550000,seismic,INGV,B (inferred from geology),0.00029834500000000004,0,0.000607638988175632,0,0.000741622399215414,0,0.0005530265322929057,0,,B (inferred from geology)
NOR,NORCIA LA CASTELLINA,42.792442,13.092422,seismic,INGV,B,0.001594187,0,0.0023706023260923626,0,0.004244237881235519,0,0.004718108217945844,0,423,B
ORC,ORTUCCHIO  NUOVA,41.953606,13.642346,seismic,INGV,B,0.003102974,0,0.009590801735665249,0,0.007045017962992026,0,0.0025951125951748704,0,767,B
SCV,S. MARCO DEI CAVOTI,41.306362,14.880446,seismic,INGV,B (inferred from geology),0.004566164,0,0.014274371809862591,0,0.01006550814358751,0,0.008286144363332299,0,,B (inferred from geology)
SSV,S. SEVERO,41.681160,15.385745,seismic,INGV,B,0.024585318000000002,0,0.0668699664646356,0,0.017116427885183246,0,0.009999855133462967,0,386,B
VSE,VASTO (EUROPA),42.122180,14.707188,seismic,INGV,B (inferred from geology),0.032412655,0,0.032491456537649385,0,0.012485564441881678,0,0.00716922289556672,0,,B (inferred from geology)
