STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,PGA_VALUE,PGA_LN_SIGMA
201209051442GNSR.lis,201209051442GNSR.lis,-85.648,9.979,seismic,1.58,0.0
201209051442GSTC.lis,201209051442GSTC.lis,-85.59,10.286,seismic,0.563,0.0
201209051442PPQR.lis,201209051442PPQR.lis,-84.936,9.82,seismic,0.428,0.0
201209051442AFRA.lis,201209051442AFRA.lis,-84.193,10.137,seismic,0.361,0.0
201209051442ASRM.lis,201209051442ASRM.lis,-84.485,10.087,seismic,0.263,0.0
201209051442GNYA.lis,201209051442GNYA.lis,-85.453,10.145,seismic,0.241,0.0
201209051442PCDA.lis,201209051442PCDA.lis,-84.717,9.911,seismic,0.221,0.0
201209051442PPUN.lis,201209051442PPUN.lis,-84.81,9.981,seismic,0.212,0.0
201209051442GJTS.lis,201209051442GJTS.lis,-84.963,10.281,seismic,0.206,0.0
201209051442APMR.lis,201209051442APMR.lis,-84.433,10.057,seismic,0.19,0.0
201209051442PJAC.lis,201209051442PJAC.lis,-84.623,9.609,seismic,0.157,0.0
201209051442GCNS.lis,201209051442GCNS.lis,-85.091,10.428,seismic,0.146,0.0
201209051442AALA.lis,201209051442AALA.lis,-84.214,10.025,seismic,0.139,0.0
201209051442GTGA.lis,201209051442GTGA.lis,-85.178,10.349,seismic,0.132,0.0
201209051442AFBR.lis,201209051442AFBR.lis,-84.266,10.007,seismic,0.122,0.0
201209051442HPVJ.lis,201209051442HPVJ.lis,-84.013,10.45,seismic,0.121,0.0
201209051442CTRH.lis,201209051442CTRH.lis,-83.976,9.936,seismic,0.118,0.0
201209051442AORT.lis,201209051442AORT.lis,-84.522,9.912,seismic,0.117,0.0
201209051442SCCH.lis,201209051442SCCH.lis,-84.242,9.915,seismic,0.117,0.0
201209051442GLIB.lis,201209051442GLIB.lis,-85.461,10.621,seismic,0.117,0.0
201209051442GSTR.lis,201209051442GSTR.lis,-85.618,10.837,seismic,0.115,0.0
201209051442RGAR.lis,201209051442RGAR.lis,-84.296,10.005,seismic,0.114,0.0
201209051442GLCR.lis,201209051442GLCR.lis,-85.632,11.073,seismic,0.11,0.0
