STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,PGA_VALUE,PGA_LN_SIGMA,SOIL_TYPE,VS30,VS30_TYPE,VS30_USGS
AMAA,AMALIADA,21.3501,37.7949,seismic,0.15648,0.0,D,418.0,inferred_USGS,418.0
ZAK1,ZAKYNTHOS,20.898,37.784,seismic,0.14742,0.0,D,600.0,inferred_USGS,600.0
PYR1,PYRGOS,21.4327,37.6714,seismic,0.029512,0.0,D,496.0,inferred_USGS,496.0
PATA,PATRA A,21.7333,38.2434,seismic,0.013857,0.0,C,352.0,inferred_USGS,352.0
PAT1,PATRA B,21.7265,38.2386,seismic,0.013682,0.0,C,364.0,inferred_USGS,364.0
ARG1,ARGOSTOLI,20.4788,38.177,seismic,0.01316,0.0,C,600.0,inferred_USGS,600.0
AMA,Amaliada-OTE Building,21.35,37.8,seismic,0.156122,0.0,,353.3,inferred,435.0
ZAK,Zakynthos-OTE Building,20.9,37.785,seismic,0.15102,0.0,,600.0,inferred,600.0
KYL,Kyllini-Police Station,21.133,37.933,seismic,0.029388,0.0,,414.08,inferred,473.0
ARG,Argostoli-OTE Building,20.483,38.167,seismic,0.012449,0.0,,458.89,inferred,550.0
