# 20140000_Sequence_Kefalonia/20140203_M6.0_Kefalonia median gmf, Stations:Seismic, gmlt:GEM, Rupture:EFEHR
custom_site_id,lon,lat,KothaEtAl2020ESHM20SlopeGeology,"KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = -1.73205100","KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = 1.73205100","KothaEtAl2020ESHM20SlopeGeology
sigma_mu_epsilon = -1.35563000","KothaEtAl2020ESHM20SlopeGeology
sigma_mu_epsilon = 1.35563000"
t_10,14.914670000000001,36.76432,0.00022957788,0.000121922756,0.00043229017,0.0002230817,0.00023626324
t_1017,24.652960000000007,35.13012,0.0013214544,0.0013489386,0.0012945302,0.0013044073,0.0013387243
t_1019,24.736459999999994,35.18642,0.0003538574,0.00032303733,0.00038761797,0.00034427433,0.00036370725
t_1020,24.12786,35.23459,0.00037609198,0.00034882125,0.00040549476,0.00036578227,0.0003866923
t_1021,24.500920000000008,35.14229,0.0005598906,0.0005533862,0.0005664714,0.0005448934,0.0005753006
t_1022,24.58435,35.19866,0.0004033928,0.0003804652,0.00042770206,0.00039238753,0.0004147067
t_1023,24.43222,35.21077,0.0004626236,0.00043644375,0.0004903739,0.000450207,0.00047538267
t_1024,24.28004999999999,35.22275,0.000438761,0.00042017625,0.00045816778,0.00042682077,0.00045103527
t_1025,24.51567,35.26716,0.000511309,0.0004890282,0.00053460494,0.0004975244,0.0005254756
t_1026,24.363439999999997,35.27921,0.00052034174,0.00050623046,0.0005348464,0.00050618104,0.0005348986
t_1027,24.59921,35.32349,0.00053021463,0.00050615147,0.0005554218,0.0005160689,0.00054474815
t_1028,24.446910000000003,35.33561,0.00055126514,0.000535204,0.0005678083,0.0005362701,0.0005666795
t_1030,24.820040000000006,35.24266,0.00064796535,0.0006273518,0.00066925614,0.00063035305,0.00066606974
t_1031,24.667869999999994,35.25498,0.00032178697,0.00030604904,0.00033833418,0.0003167376,0.00032691684
t_1032,24.903700000000015,35.29886,0.00041670125,0.00039199268,0.00044296728,0.0004076816,0.00042592044
t_1033,24.751470000000012,35.31124,0.00034774787,0.00032599393,0.0003709535,0.00034033842,0.00035531865
t_1034,24.987439999999992,35.355,0.0005168578,0.00048720464,0.0005483157,0.00050399953,0.0005300441
t_1035,24.83515,35.36745,0.0004639781,0.00043548073,0.0004943403,0.00045248723,0.00047576078
t_1036,24.682819999999992,35.37977,0.0005424088,0.0005162455,0.00056989805,0.0005280512,0.00055715675
t_1037,23.975629999999995,35.2463,0.00072714646,0.0007294566,0.00072484365,0.00070842187,0.000746366
t_1038,24.211180000000013,35.29112,0.0008014736,0.0008023113,0.00080063683,0.0007804026,0.00082311354
t_1039,24.05888999999999,35.3029,0.0008617387,0.00087529153,0.00084839563,0.0008412925,0.0008826818
