custom_site_id,lon,lat,vs30,vs30measured,z1pt0,z2pt5
t_0,131.39143,31.68349,641.0,False,95.58632,0.73734
t_1,131.33477,31.72399,641.0,False,95.58632,0.73734
t_2,131.3868,31.72796,641.0,False,95.58632,0.73734
t_3,131.43884,31.73191,641.0,False,95.58632,0.73734
t_4,131.3301,31.76846,641.0,False,95.58632,0.73734
t_5,131.38216,31.77244,641.0,False,95.58632,0.73734
t_6,131.43422,31.7764,641.0,False,95.58632,0.73734
t_7,131.2116,31.40079,600.0,False,125.83404,0.79526
t_8,131.15509,31.44123,600.0,False,125.83404,0.79526
t_9,131.20694,31.44525,260.0,False,485.21672,2.07007
t_10,131.2588,31.44924,641.0,False,95.58632,0.73734
t_11,131.31066,31.45321,641.0,False,95.58632,0.73734
t_12,131.1504,31.48568,641.0,False,95.58632,0.73734
t_13,131.20227,31.4897,641.0,False,95.58632,0.73734
t_14,131.25415,31.4937,287.0,False,468.36076,1.84883
t_15,131.10797,31.39276,600.0,False,125.83404,0.79526
t_16,130.99962,31.42907,279.0,False,473.77959,1.9096
t_17,131.05143,31.43314,194.0,False,510.89818,2.8938
t_18,131.10326,31.4372,600.0,False,125.83404,0.79526
t_19,130.99485,31.47349,284.0,False,470.4353,1.87119
t_20,131.04669,31.47758,279.0,False,473.77959,1.9096
t_21,131.09854,31.48164,282.0,False,471.78997,1.88638
t_22,130.99007,31.51792,406.0,False,348.26823,1.24325
t_23,131.04193,31.52201,294.0,False,463.321,1.79856
t_24,131.0938,31.52608,304.0,False,455.63642,1.73104
t_25,131.30604,31.49768,641.0,False,95.58632,0.73734
t_26,131.19758,31.53415,641.0,False,95.58632,0.73734
t_27,131.24948,31.53816,641.0,False,95.58632,0.73734
t_28,131.3014,31.54214,641.0,False,95.58632,0.73734
t_29,131.19288,31.5786,406.0,False,348.26823,1.24325
t_30,131.24481,31.58262,641.0,False,95.58632,0.73734
t_31,131.29675,31.58661,641.0,False,95.58632,0.73734
t_32,131.18818,31.62305,641.0,False,95.58632,0.73734
t_33,131.24013,31.62707,641.0,False,95.58632,0.73734
t_34,131.29209,31.63107,641.0,False,95.58632,0.73734
t_35,131.14569,31.53012,406.0,False,348.26823,1.24325
t_36,130.98528,31.56234,406.0,False,348.26823,1.24325
t_37,131.03716,31.56644,296.0,False,461.82974,1.78466
t_38,131.08906,31.57051,406.0,False,348.26823,1.24325
t_39,131.14097,31.57457,406.0,False,348.26823,1.24325
t_40,130.98048,31.60676,406.0,False,348.26823,1.24325
t_41,131.03239,31.61087,295.0,False,462.57823,1.79158
t_42,131.08431,31.61495,406.0,False,348.26823,1.24325
t_43,131.13624,31.61901,641.0,False,95.58632,0.73734
t_44,130.97566,31.65118,287.0,False,468.36076,1.84883
t_45,131.35332,31.54611,641.0,False,95.58632,0.73734
t_46,131.3487,31.59058,641.0,False,95.58632,0.73734
t_47,131.34407,31.63505,641.0,False,95.58632,0.73734
t_48,131.39605,31.63901,641.0,False,95.58632,0.73734
t_49,131.33942,31.67952,641.0,False,95.58632,0.73734
