STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,SOIL_TYPE,PGA_VALUE,PGA_LN_SIGMA,SA(0.3)_VALUE,SA(0.3)_LN_SIGMA,SA(0.6)_VALUE,SA(0.6)_LN_SIGMA,SA(1.0)_VALUE,SA(1.0)_LN_SIGMA,VS30,VS30_TYPE
302,302,38.0599,30.15373,seismic,AFAD,C,0.005675566,0,0.006672219,0,0.012593495,0,0.017481289,0,198,C
308,308,38.43701,30.25245,seismic,AFAD,C,0.002527525,0,0.002870885,0,0.007205325,0,0.006332008,0,357,C
311,311,38.5329,30.54367,seismic,AFAD,C,0.001311324,0,0.001736129,0,0.003419199,0,0.004876533,0,183,C
314,314,38.74415,30.24646,seismic,AFAD,unknown,0.002659624,0,0.003272741,0,0.004163568,0,0.005186345,0,None,unknown
705,705,36.1951,29.6474,seismic,AFAD,A,0.001622998,0,0.002166951,0,0.003308228,0,0.002884277,0,1113,A
712,712,36.30219,30.14804,seismic,AFAD,C,0.002446317,0,0.003875662,0,0.00450941,0,0.007721573,0,299,C
716,716,36.2685,29.4128,seismic,AFAD,A,0.001956172,0,0.002214808,0,0.003614632,0,0.003681348,0,813,A
717,717,36.9495,30.6419,seismic,AFAD,B,0.000744319,0,0.00080406,0,0.00116425,0,0.001460186,0,724,B
905,905,37.85997,27.26501,seismic,AFAD,B,0.179313639,0,0.332658094,0,0.16028434,0,0.117497347,0,369,B
911,911,37.76209,27.39092,seismic,AFAD,C,0.066657531,0,0.159888956,0,0.119224126,0,0.086853295,0,307,C
912,912,37.97385,28.74603,seismic,AFAD,B,0.006764422,0,0.023015875,0,0.017031053,0,0.018261864,0,390,B
913,913,37.91152,28.46544,seismic,AFAD,C,0.010753172,0,0.020732988,0,0.021124496,0,0.030861749,0,301,C
916,916,37.85716,28.05025,seismic,AFAD,B,0.014604649,0,0.03061342,0,0.032050144,0,0.025271927,0,371,B
917,917,37.6052,28.0584,seismic,AFAD,B,0.013498324,0,0.023814043,0,0.02735229,0,0.044189976,0,580,B
918,918,37.3697,27.2643,seismic,AFAD,B,0.038193336,0,0.111705722,0,0.087046573,0,0.088800141,0,630,B
919,919,37.5595,27.8355,seismic,AFAD,A,0.021403137,0,0.024881845,0,0.024276004,0,0.013115845,0,986,A
920,920,37.5604,27.3749,seismic,AFAD,A,0.030691676,0,0.076083475,0,0.047876418,0,0.044544206,0,894,A
921,921,37.874702,27.592227,seismic,AFAD,unknown,0.070850138,0,0.174537645,0,0.218806879,0,0.093610667,0,None,unknown
