# 19900530_Sequence_Vrancea/19900530_M6.95_Vrancea median gmf, Stations:None, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,"BCHydroESHM20SSlab
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
sigma_mu_epsilon = -1.355630
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
sigma_mu_epsilon = 1.355630
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
theta_6_adjustment = -0.001500
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
theta_6_adjustment = 0.001500
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00"
t_10,24.555939999999993,41.579,0.00023511017,0.00015590663,0.00035455063,0.00023511017,0.00023511017
t_100,24.796570000000003,42.17033,0.006769488,0.0044889934,0.010208518,0.006769488,0.006769488
t_101,24.472820000000013,42.1939,0.006223584,0.0041269925,0.009385284,0.006223584,0.006223584
t_1010,20.95239000000001,46.23663,0.0006376248,0.00042282275,0.00096155045,0.0006376248,0.0006376248
t_1011,20.614859999999993,46.25321,0.0004937036,0.0003273855,0.00074451446,0.0004937036,0.0004937036
t_1012,21.13347999999999,46.34515,0.0007312405,0.00048490133,0.0011027247,0.0007312405,0.0007312405
t_1013,20.79561000000001,46.36202,0.00056838646,0.00037690933,0.0008571377,0.00056838646,0.00056838646
t_1014,20.45761999999999,46.37834,0.0004443832,0.00029468007,0.00067013834,0.0004443832,0.0004443832
t_1015,20.97675000000001,46.47058,0.000634569,0.00042079636,0.0009569422,0.000634569,0.000634569
t_1016,20.63843,46.48717,0.00048558624,0.0003220027,0.0007322733,0.00048558624,0.00048558624
t_1017,21.158299999999997,46.57887,0.00070368266,0.00046662713,0.0010611669,0.00070368266,0.00070368266
t_1018,20.81962999999999,46.59575,0.00055422564,0.00036751895,0.00083578285,0.00055422564,0.00055422564
t_1019,20.480850000000004,46.61207,0.0004444975,0.00029475588,0.00067031075,0.0004444975,0.0004444975
t_102,24.974620000000016,42.27868,0.0068360562,0.0045331363,0.010308904,0.0068360562,0.0068360562
t_103,24.65057999999999,42.30254,0.006858307,0.004547891,0.010342458,0.006858307,0.006858307
t_104,24.828699999999998,42.41093,0.00717863,0.0047603045,0.010825512,0.00717863,0.00717863
t_105,24.504220000000004,42.43451,0.006031353,0.00399952,0.009095396,0.006031353,0.006031353
t_106,24.682410000000004,42.54294,0.005302964,0.0035165097,0.007996971,0.005302964,0.005302964
t_107,24.86097000000001,42.65113,0.005336794,0.0035389434,0.008047988,0.005336794,0.005336794
t_108,24.53576000000001,42.67473,0.0058503393,0.0038794861,0.008822423,0.0058503393,0.0058503393
t_109,23.824880000000007,42.2394,0.0034520342,0.0022891182,0.0052057337,0.0034520342,0.0034520342
t_11,24.732759999999985,41.68799,0.0030213732,0.0020035377,0.0045562885,0.0030213732,0.0030213732
t_110,24.326390000000004,42.32584,0.00549402,0.003643203,0.0082850875,0.00549402,0.00549402
t_111,24.00206,42.34859,0.0046583074,0.003089024,0.0070248167,0.0046583074,0.0046583074
t_112,24.17958999999999,42.45755,0.005600556,0.0037138492,0.008445745,0.005600556,0.005600556
t_113,23.854829999999993,42.48004,0.0044294097,0.002937237,0.0066796346,0.0044294097,0.0044294097
t_114,24.357489999999984,42.56626,0.0048023327,0.0031845304,0.00724201,0.0048023327,0.0048023327
t_1146,21.001229999999993,46.70406,0.0006279779,0.00041642567,0.00094700267,0.0006279779,0.0006279779
t_1147,20.662109999999984,46.72067,0.00048163385,0.00031938177,0.00072631304,0.00048163385,0.00048163385
t_1148,20.843760000000003,46.82901,0.0005465679,0.00036244097,0.00082423486,0.0005465679,0.0005465679
t_1149,20.504189999999994,46.84533,0.00043657314,0.00028950107,0.00065836066,0.00043657314,0.00043657314
t_115,24.032430000000005,42.58903,0.005524023,0.0036630987,0.008330332,0.005524023,0.005524023
t_1150,21.02582000000001,46.93709,0.00061024126,0.00040466414,0.0009202555,0.00061024126,0.00061024126
t_1151,20.685900000000004,46.95369,0.00048239034,0.00031988343,0.0007274539,0.00048239034,0.00048239034
t_1152,20.86802,47.0618,0.0005204906,0.0003451485,0.0007849097,0.0005204906,0.0005204906
t_1153,20.527629999999988,47.07813,0.004992446,0.0033105984,0.0075287037,0.004992446,0.004992446
t_1154,21.05053000000001,47.16964,0.0005478889,0.00036331697,0.000826227,0.0005478889,0.0005478889
t_1155,20.709810000000004,47.18625,0.0038495788,0.0025527386,0.0058052386,0.0038495788,0.0038495788
t_116,24.210399999999993,42.69778,0.006199579,0.0041110744,0.0093490835,0.006199579,0.006199579
t_117,23.88490999999999,42.72029,0.0049177953,0.003261096,0.0074161296,0.0049177953,0.0049177953
t_118,24.388739999999984,42.80629,0.005516632,0.0036581976,0.008319187,0.005516632,0.005516632
t_1186,20.892380000000003,47.29412,0.0048158052,0.0031934641,0.0072623263,0.0048158052,0.0048158052
t_1188,21.07535999999999,47.40172,0.00600384,0.0039812755,0.0090539055,0.00600384,0.00600384
t_1189,20.73383000000001,47.41834,0.0050069387,0.003320209,0.0075505595,0.0050069387,0.0050069387
t_119,23.529930000000007,42.50198,0.004019107,0.0026651565,0.0060608904,0.004019107,0.004019107
t_1190,20.916859999999986,47.52596,0.0053761215,0.0035650223,0.008107294,0.0053761215,0.0053761215
t_1192,21.100310000000007,47.63332,0.005698739,0.0037789568,0.008593808,0.005698739,0.005698739
t_1194,20.941460000000006,47.75733,0.0050462424,0.003346272,0.0076098302,0.0050462424,0.0050462424
t_12,24.909940000000006,41.79674,0.0029933378,0.001984947,0.004514011,0.0029933378,0.0029933378
t_120,23.707240000000013,42.61126,0.0050704307,0.0033623117,0.0076463064,0.0050704307,0.0050704307
t_121,23.3819,42.63293,0.0049671475,0.0032938225,0.0074905534,0.0049671475,0.0049671475
t_1215,21.125370000000004,47.86444,0.0052072057,0.0034530102,0.0078525655,0.0052072057,0.0052072057
t_122,23.55928,42.74224,0.005560068,0.003687001,0.008384689,0.005560068,0.005560068
t_1220,21.150559999999984,48.09508,0.0047099325,0.0031232578,0.0071026683,0.0047099325,0.0047099325
t_123,23.233509999999995,42.76365,0.006291989,0.004172353,0.009488439,0.006291989,0.006291989
t_1239,26.59604999999999,46.46672,0.116861045,0.07749308,0.1762287,0.116861045,0.116861045
t_124,23.73702,42.85132,0.004628157,0.0030690304,0.006979349,0.004628157,0.004628157
t_1240,26.25891999999999,46.49245,0.08819676,0.058485173,0.1330024,0.08819676,0.08819676
t_1241,26.446159999999992,46.59604,0.08155173,0.054078713,0.12298158,0.08155173,0.08155173
t_1242,26.633790000000005,46.69937,0.0863227,0.057242446,0.13017629,0.0863227,0.0863227
t_1243,26.295870000000008,46.72512,0.06716287,0.04453715,0.101282895,0.06716287,0.06716287
t_1244,26.483589999999992,46.82847,0.07193889,0.047704227,0.10848522,0.07193889,0.07193889
t_1245,26.14519999999999,46.85395,0.052322738,0.034696337,0.07890369,0.052322738,0.052322738
t_1246,26.671699999999987,46.93156,0.060884684,0.040373947,0.09181527,0.060884684,0.060884684
t_1247,26.333,46.95732,0.052341525,0.034708794,0.078932025,0.052341525,0.052341525
t_1248,26.521199999999993,47.06043,0.054313798,0.03601665,0.081906244,0.054313798,0.054313798
t_1249,25.77077,46.64642,0.048314538,0.03203841,0.07285925,0.048314538,0.048314538
t_125,23.410950000000014,42.873,0.0048005385,0.0031833407,0.0072393045,0.0048005385,0.0048005385
