# 19900530_Sequence_Vrancea/19900530_M6.95_Vrancea median gmf, Stations:Seismic, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,"BCHydroESHM20SSlab
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
sigma_mu_epsilon = -1.355630
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
sigma_mu_epsilon = 1.355630
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
theta_6_adjustment = -0.001500
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
theta_6_adjustment = 0.001500
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00"
s_0,26.161,44.441,0.13763636,0.1350621,0.1402597,0.13763636,0.13763636
s_1,26.7277,45.8657,0.10709352,0.106043264,0.10815417,0.10709352,0.10709352
s_10,27.11699999999999,46.033,0.119512506,0.11753597,0.12152228,0.119512506,0.119512506
s_100,27.760999999999996,45.472,0.07134663,0.07012482,0.07258973,0.07134663,0.07134663
s_1000,31.319999999999993,47.91,0.0021483696,0.0021058342,0.002191764,0.0021483696,0.0021483696
s_1001,24.962999999999994,42.3,0.0033670142,0.0033003513,0.0034350236,0.0033670142,0.0033670142
s_1003,24.63300000000001,45.368,0.017925672,0.017570764,0.01828775,0.017925672,0.017925672
s_1004,24.90700000000001,46.503,0.009315474,0.009131039,0.009503636,0.009315474,0.009315474
s_1005,24.920999999999992,46.598,0.0013156818,0.0012896329,0.0013422571,0.0013156818,0.0013156818
s_1006,24.805000000000007,46.536,0.001448401,0.0014197242,0.001477657,0.001448401,0.001448401
s_1007,24.575999999999993,46.227,0.008337759,0.008172681,0.008506172,0.008337759,0.008337759
s_1008,24.598000000000013,46.297,0.005151299,0.005049309,0.0052553485,0.005151299,0.005151299
s_1009,24.53,46.137,0.009037736,0.008858808,0.009220277,0.009037736,0.009037736
s_101,27.61699999999999,45.329,0.081699744,0.080314316,0.08310908,0.081699744,0.081699744
s_1010,28.03200000000001,44.314,0.0017898434,0.0017544066,0.0018259962,0.0017898434,0.0017898434
s_1011,24.931999999999988,46.771,0.007978861,0.007820888,0.008140025,0.007978861,0.007978861
s_1012,24.52000000000001,46.395,0.009817862,0.009623479,0.010016171,0.009817862,0.009817862
s_1013,24.412000000000006,46.19,0.005176472,0.0050739846,0.0052810293,0.005176472,0.005176472
s_1014,24.474999999999994,46.371,0.010020491,0.009822097,0.010222893,0.010020491,0.010020491
s_1015,24.763000000000005,46.769,0.0014791971,0.0014499106,0.001509075,0.0014791971,0.0014791971
s_1016,24.65299999999999,46.672,0.008906997,0.008730648,0.009086908,0.008906997,0.008906997
s_1017,24.351,46.164,0.0009905414,0.00097092974,0.0010105491,0.0009905414,0.0009905414
s_1018,24.760999999999996,46.81,0.0065066144,0.0063777906,0.0066380403,0.0065066144,0.0065066144
s_1019,24.49000000000001,46.501,0.006032481,0.0059130443,0.0061543295,0.006032481,0.006032481
s_102,26.566000000000003,45.04,0.08907708,0.08762487,0.09055336,0.08907708,0.08907708
s_1020,24.626000000000005,46.706,0.006965926,0.006828008,0.007106629,0.006965926,0.006965926
s_1021,24.732,46.814,0.0077445265,0.007591193,0.007900956,0.0077445265,0.0077445265
s_1022,25.369,47.292,0.0059064743,0.0057895337,0.0060257767,0.0059064743,0.0059064743
