# 19900530_Sequence_Vrancea/19900530_M6.95_Vrancea median gmf, Stations:None, gmlt:GEM, Rupture:EFEHR
custom_site_id,lon,lat,"BCHydroESHM20SSlab
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
sigma_mu_epsilon = -1.355630
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
sigma_mu_epsilon = 1.355630
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
theta_6_adjustment = -0.001500
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
theta_6_adjustment = 0.001500
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00"
t_10,24.555939999999993,41.579,0.00021300194,0.00014124619,0.000321211,0.00021300194,0.00021300194
t_100,24.796570000000003,42.17033,0.006187037,0.0041027577,0.00933017,0.006187037,0.006187037
t_101,24.472820000000013,42.1939,0.00569025,0.0037733275,0.008581006,0.00569025,0.00569025
t_1010,20.95239000000001,46.23663,0.000595555,0.00039492536,0.0008981083,0.000595555,0.000595555
t_1011,20.614859999999993,46.25321,0.0004609957,0.0003056962,0.0006951904,0.0004609957,0.0004609957
t_1012,21.13347999999999,46.34515,0.0006837529,0.00045341125,0.0010311124,0.0006837529,0.0006837529
t_1013,20.79561000000001,46.36202,0.0005312709,0.0003522972,0.00080116675,0.0005312709,0.0005312709
t_1014,20.45761999999999,46.37834,0.0004152163,0.00027533885,0.0006261541,0.0004152163,0.0004152163
t_1015,20.97675000000001,46.47058,0.0005937777,0.00039374677,0.0008954281,0.0005937777,0.0005937777
t_1016,20.63843,46.48717,0.0004541663,0.00030116746,0.0006848914,0.0004541663,0.0004541663
t_1017,21.158299999999997,46.57887,0.00065921753,0.00043714134,0.0009941127,0.00065921753,0.00065921753
t_1018,20.81962999999999,46.59575,0.0005189195,0.00034410672,0.0007825406,0.0005189195,0.0005189195
t_1019,20.480850000000004,46.61207,0.0004159736,0.00027584107,0.00062729616,0.0004159736,0.0004159736
t_102,24.974620000000016,42.27868,0.006244354,0.004140766,0.009416605,0.006244354,0.006244354
t_1021,20.119529999999997,46.3941,0.00030966348,0.00020534454,0.00046697847,0.00030966348,0.00030966348
t_1023,20.299990000000008,46.50321,0.00036001837,0.00023873594,0.0005429146,0.00036001837,0.00036001837
t_1025,20.14196000000001,46.62784,0.00031449355,0.00020854746,0.00047426228,0.00031449355,0.00031449355
t_1027,20.322869999999995,46.73671,0.00036640815,0.00024297314,0.0005525505,0.00036640815,0.00036640815
t_103,24.65057999999999,42.30254,0.006268472,0.004156759,0.009452975,0.006268472,0.006268472
t_104,24.828699999999998,42.41093,0.00655796,0.0043487246,0.009889529,0.00655796,0.00655796
t_105,24.504220000000004,42.43451,0.005511634,0.0036548832,0.00831165,0.005511634,0.005511634
t_106,24.682410000000004,42.54294,0.0048425584,0.003211205,0.007302671,0.0048425584,0.0048425584
t_107,24.86097000000001,42.65113,0.004870804,0.003229935,0.0073452652,0.004870804,0.004870804
t_108,24.53576000000001,42.67473,0.005343847,0.00354362,0.008058623,0.005343847,0.005343847
t_109,23.824880000000007,42.2394,0.0031579328,0.0020940932,0.004762223,0.0031579328,0.0031579328
t_11,24.732759999999985,41.68799,0.0027605984,0.0018306123,0.004163035,0.0027605984,0.0027605984
t_110,24.326390000000004,42.32584,0.0050225705,0.0033305746,0.0075741326,0.0050225705,0.0050225705
t_111,24.00206,42.34859,0.0042606355,0.0028253193,0.00642512,0.0042606355,0.0042606355
t_112,24.17958999999999,42.45755,0.0051211016,0.003395913,0.0077227196,0.0051211016,0.0051211016
t_113,23.854829999999993,42.48004,0.0040522194,0.002687114,0.0061108246,0.0040522194,0.0040522194
t_114,24.357489999999984,42.56626,0.004388196,0.0029099074,0.0066174837,0.004388196,0.004388196
t_1146,21.001229999999993,46.70406,0.00058864517,0.00039034328,0.00088768813,0.00058864517,0.00058864517
t_1147,20.662109999999984,46.72067,0.00045119447,0.00029919678,0.0006804099,0.00045119447,0.00045119447
t_1148,20.843760000000003,46.82901,0.0005125923,0.00033991103,0.0007729991,0.0005125923,0.0005125923
t_1149,20.504189999999994,46.84533,0.0004091745,0.00027133245,0.000617043,0.0004091745,0.0004091745
t_115,24.032430000000005,42.58903,0.005052333,0.003350311,0.007619015,0.005052333,0.005052333
t_1150,21.02582000000001,46.93709,0.00057297765,0.00037995382,0.0008640613,0.00057297765,0.00057297765
t_1151,20.685900000000004,46.95369,0.00045259955,0.00030012854,0.00068252883,0.00045259955,0.00045259955
t_1152,20.86802,47.0618,0.0004888944,0.00032419642,0.00073726213,0.0004888944,0.0004888944
t_1153,20.527629999999988,47.07813,0.0046782517,0.0031022497,0.0070548933,0.0046782517,0.0046782517
t_1154,21.05053000000001,47.16964,0.0005152328,0.00034166197,0.00077698095,0.0005152328,0.0005152328
t_1155,20.709810000000004,47.18625,0.0036106817,0.002394321,0.0054449774,0.0036106817,0.0036106817
t_1158,20.34586999999999,46.96975,0.004354249,0.0028873964,0.0065662907,0.004354249,0.004354249
t_116,24.210399999999993,42.69778,0.0056679533,0.003758542,0.008547382,0.0056679533,0.0056679533
t_1163,20.36896999999999,47.20231,0.004094141,0.0027149133,0.0061740433,0.004094141,0.004094141
t_117,23.88490999999999,42.72029,0.0044988235,0.002983267,0.006784312,0.0044988235,0.0044988235
t_118,24.388739999999984,42.80629,0.005039984,0.0033421218,0.007600392,0.005039984,0.005039984
t_1186,20.892380000000003,47.29412,0.0045201587,0.0029974147,0.0068164864,0.0045201587,0.0045201587
t_1187,20.551199999999994,47.31046,0.004549696,0.0030170016,0.0068610287,0.004549696,0.004549696
t_1188,21.07535999999999,47.40172,0.0056398474,0.0037399044,0.008504998,0.0056398474,0.0056398474
t_1189,20.73383000000001,47.41834,0.004699529,0.003116359,0.0070869797,0.004699529,0.004699529
t_119,23.529930000000007,42.50198,0.0036794096,0.0024398959,0.00554862,0.0036794096,0.0036794096
t_1190,20.916859999999986,47.52596,0.0050502243,0.0033489126,0.007615835,0.0050502243,0.0050502243
