# 19900530_Sequence_Vrancea/19900530_M6.95_Vrancea median gmf, Stations:Seismic, gmlt:USGS, Rupture:GCMT
custom_site_id,lon,lat,AbrahamsonEtAl2015SSlab,AtkinsonBoore2003SSlab,ZhaoEtAl2016SSlab
s_0,26.161,44.441,0.13247323,0.12193013,0.10749704
s_1,26.7277,45.8657,0.121066,0.12782012,0.11257372
s_10,27.11699999999999,46.033,0.14281051,0.14630862,0.14586751
s_100,27.760999999999996,45.472,0.09689867,0.097728275,0.09985153
s_1000,31.319999999999993,47.91,0.02053102,0.01237441,0.021457788
s_1001,24.962999999999994,42.3,0.012869861,0.0068266196,0.010977099
s_1003,24.63300000000001,45.368,0.016840965,0.005715309,0.010230238
s_1004,24.90700000000001,46.503,0.012170835,0.0053451154,0.011574548
s_1005,24.920999999999992,46.598,0.010984968,0.0039752484,0.008578406
s_1006,24.805000000000007,46.536,0.009773753,0.0032188694,0.008000969
s_1007,24.575999999999993,46.227,0.009320542,0.002748425,0.007134333
s_1008,24.598000000000013,46.297,0.010320862,0.0042968034,0.009870959
s_1009,24.53,46.137,0.012599057,0.005706958,0.012141969
s_101,27.61699999999999,45.329,0.08056146,0.07627892,0.09130158
s_1010,28.03200000000001,44.314,0.018078493,0.010704897,0.019275257
s_1011,24.931999999999988,46.771,0.025041364,0.0144389365,0.024062725
s_1012,24.52000000000001,46.395,0.0189103,0.011455376,0.020265702
s_1013,24.412000000000006,46.19,0.009799491,0.0040112664,0.009388968
s_1014,24.474999999999994,46.371,0.017367242,0.009058384,0.017040793
s_1015,24.763000000000005,46.769,0.019832104,0.011608946,0.02046647
s_1016,24.65299999999999,46.672,0.016737092,0.008561684,0.016347814
s_1017,24.351,46.164,0.009159844,0.0026620342,0.00587116
s_1018,24.760999999999996,46.81,0.006403974,0.0023545634,0.0050573344
s_1019,24.49000000000001,46.501,0.017342944,0.008065755,0.015645985
s_102,26.566000000000003,45.04,0.09079904,0.08708665,0.088196345
s_1020,24.626000000000005,46.706,0.009435651,0.0026308594,0.0058212834
s_1021,24.732,46.814,0.011628935,0.005353469,0.011587756
s_1022,25.369,47.292,0.012980221,0.0061278325,0.01279056
s_1023,24.466999999999985,46.557,0.010316725,0.0033371716,0.0069164513
s_1024,24.257000000000005,46.118,0.018558092,0.00947924,0.016188378
s_1025,24.214,46.092,0.009176258,0.0035039077,0.008509613
s_1026,24.52799999999999,46.693,0.01129603,0.00649755,0.010586852
s_1027,24.283000000000015,46.331,0.007933093,0.0022945167,0.0062596733
s_1028,24.653999999999996,46.883,0.024116743,0.014277272,0.02386208
s_1029,24.381,46.58,0.014438459,0.0048741437,0.009109088
s_103,26.37700000000001,45.085,0.06794216,0.06309854,0.07381374
s_1030,25.25,47.356,0.009689104,0.0030054708,0.008297382
s_1031,24.126000000000005,46.057,0.012625161,0.0059324065,0.012490854
s_1032,24.578000000000003,46.849,0.015023383,0.005516192,0.009968932
s_1033,24.085000000000008,45.941,0.022435186,0.014896814,0.024628563
s_1034,25.445999999999998,47.481,0.00874,0.00874,0.00874
s_104,25.992999999999995,45.316,0.064775094,0.06045822,0.07710852
s_105,27.936000000000007,45.958,0.046669904,0.047615558,0.05320841
s_106,26.494,46.483,0.05449783,0.041431442,0.053990047
s_107,27.639999999999986,45.286,0.067270845,0.058072228,0.059661377
s_108,26.900000000000006,46.5667,0.051505934,0.041561928,0.04515075
s_109,27.990999999999985,45.79,0.05058443,0.040019274,0.044003837
s_11,27.27000000000001,45.749,0.097275674,0.10119087,0.096852176
s_110,27.836000000000013,45.443,0.04739958,0.0319148,0.03511855
s_111,27.00999999999999,46.579,0.043890495,0.031646185,0.03692519
s_112,27.480999999999995,45.135,0.04037828,0.027855808,0.033461053
s_113,26.857,46.583,0.035100855,0.024805091,0.036119957
s_114,27.62100000000001,45.218,0.03448764,0.023066329,0.030379508
s_115,27.14099999999999,44.977,0.037631277,0.02462075,0.030471852
s_116,25.71199999999999,45.617,0.035183456,0.027124694,0.035232987
s_117,25.938999999999993,45.233,0.041870717,0.027161457,0.03332368
s_118,28.016999999999996,46.066,0.16736,0.16736,0.16736
s_119,27.745000000000005,45.29,0.045523874,0.034994256,0.038182423
s_12,26.771000000000015,46.25,0.11181972,0.15427741,0.12173787
s_120,27.670999999999992,46.437,0.16367,0.16367,0.16367
s_121,26.860000000000014,44.928,0.15908,0.15908,0.15908
s_122,27.909999999999997,46.254,0.15816,0.15816,0.15816
s_123,25.962999999999994,45.181,0.11850808,0.15163845,0.14847924
s_124,28.089,45.836,0.13736898,0.13911086,0.13891074
s_125,26.236999999999995,45.021,0.155,0.155,0.155
s_126,26.990999999999985,44.917,0.15418,0.15418,0.15418
s_127,25.68100000000001,45.853,0.15122,0.15122,0.15122
s_128,28.067000000000007,45.65,0.14982659,0.15939733,0.17234921
s_129,27.92500000000001,45.412,0.08565096,0.11092762,0.115294896
s_13,25.73599999999999,45.119,0.10710132,0.14513749,0.14238189
s_130,27.061000000000007,46.648,0.14663,0.14663,0.14663
s_131,26.00999999999999,45.099,0.1451,0.1451,0.1451
s_132,28.02199999999999,46.206,0.14194,0.14194,0.14194
s_133,25.733000000000004,45.351,0.13837,0.13837,0.13837
s_134,27.36699999999999,44.969,0.13816,0.13816,0.13816
s_135,26.650000000000006,44.877,0.13633,0.13633,0.13633
s_136,26.555000000000007,46.638,0.056987487,0.05094397,0.06394078
s_137,25.591999999999985,45.817,0.048481394,0.043407053,0.055900596
s_138,28.180000000000007,45.8,0.049860463,0.03767662,0.05487608
s_139,26.97800000000001,46.707,0.134694,0.134694,0.134694
s_14,26.762,46.25,0.13337538,0.144782,0.1456976
s_140,28.159999999999997,46.04,0.050642278,0.04222041,0.050647248
s_141,28.170000000000016,45.64,0.049482062,0.039607957,0.047477536
s_142,27.46199999999999,46.645,0.0904731,0.09315823,0.09971922
s_143,25.546999999999997,45.765,0.03954612,0.026430981,0.037923366
s_144,27.759000000000015,46.532,0.04277708,0.033837106,0.042349547
s_145,27.709000000000003,46.567,0.12878,0.12878,0.12878
