custom_site_id,lon,lat,vs30,vs30measured,z1pt0,z2pt5
t_0,49.94646,35.05893,342.0,False,421.33721,1.51282
t_1,50.12613,35.05893,390.0,False,367.91967,1.30177
t_2,50.21596,35.05893,477.0,False,257.39744,1.03392
t_3,50.03629,35.05893,306.0,False,454.03112,1.7181
t_4,49.94646,35.13243,540.0,False,182.96066,0.89713
t_5,50.12613,35.13243,931.0,False,12.52657,0.4811
t_6,50.21596,35.13243,723.0,False,53.7797,0.64248
t_7,50.03629,35.13243,499.0,False,230.09832,0.98194
t_8,49.94646,35.20587,467.0,False,270.11152,1.05929
t_9,50.12613,35.20587,590.0,False,134.28726,0.8107
t_10,49.7668,35.05893,1053.0,False,5.67308,0.41788
t_11,49.85663,35.05893,361.0,False,401.37296,1.42208
t_12,49.67697,35.05893,891.0,False,16.44124,0.50589
t_13,49.85663,35.13243,554.0,False,168.27835,0.87124
t_14,49.7668,35.13243,898.0,False,15.67093,0.50138
t_15,49.67697,35.13243,823.0,False,26.40374,0.55398
t_16,49.85663,35.20587,628.0,False,104.42744,0.75483
t_17,49.67697,35.20587,463.0,False,275.23425,1.06977
t_18,49.7668,35.20587,681.0,False,72.40514,0.68801
t_19,49.67697,35.27923,615.0,False,113.95677,0.77311
t_20,50.30579,35.05893,292.0,False,464.78944,1.81266
t_21,50.39562,35.05893,292.0,False,464.78944,1.81266
t_22,50.48545,35.05893,306.0,False,454.03112,1.7181
t_23,50.30579,35.13243,355.0,False,407.86236,1.44961
t_24,50.39562,35.13243,298.0,False,460.31564,1.77097
t_25,50.48545,35.13243,362.0,False,400.27562,1.41759
t_26,50.30579,35.20587,454.0,False,286.81431,1.09406
t_27,50.48545,35.20587,822.0,False,26.59067,0.55475
t_28,50.39562,35.20587,436.0,False,310.05977,1.14589
t_29,50.30579,35.27923,292.0,False,464.78944,1.81266
t_30,50.21596,35.20587,699.0,False,63.77213,0.66778
t_31,50.03629,35.20587,553.0,False,169.30076,0.87304
t_32,49.94646,35.27923,883.0,False,17.37145,0.51113
t_33,50.03629,35.27923,874.0,False,18.48546,0.51716
t_34,50.21596,35.27923,313.0,False,448.23398,1.67421
t_35,50.12613,35.27923,857.0,False,20.80207,0.52891
t_36,49.94646,35.35253,324.0,False,438.56902,1.60935
t_37,50.03629,35.35253,1005.0,False,7.69345,0.44079
t_38,50.21596,35.35253,280.0,False,473.12203,1.9018
t_39,50.12613,35.35253,585.0,False,138.67567,0.81863
t_40,50.39562,35.27923,260.0,False,485.21672,2.07007
t_41,50.48545,35.27923,468.0,False,268.83376,1.0567
t_42,50.30579,35.35253,259.0,False,485.764,2.07921
t_43,50.48545,35.35253,334.0,False,429.20744,1.55435
t_44,50.39562,35.35253,290.0,False,466.23506,1.82697
t_45,50.30579,35.42577,262.0,False,484.10601,2.052
t_46,50.39562,35.42577,305.0,False,454.83661,1.72455
t_47,50.48545,35.42577,281.0,False,472.45882,1.89406
t_48,50.30579,35.49894,296.0,False,461.82974,1.78466
t_49,50.39562,35.49894,966.0,False,9.92101,0.46121
t_50,49.85663,35.27923,548.0,False,174.47416,0.88216
t_51,49.7668,35.27923,562.0,False,160.2485,0.85707
t_52,49.85663,35.35253,375.0,False,385.62465,1.36151
t_53,49.7668,35.35253,768.0,False,39.01553,0.5996
t_54,49.67697,35.35253,556.0,False,166.24591,0.86766
t_55,49.7668,35.42577,364.0,False,398.06779,1.40868
t_56,49.85663,35.42577,460.0,False,279.0871,1.07775
t_57,49.67697,35.42577,436.0,False,310.05977,1.14589
t_58,49.85663,35.49894,395.0,False,361.85397,1.28294
t_59,49.67697,35.49894,442.0,False,302.31289,1.12811
t_60,49.94646,35.42577,409.0,False,344.51276,1.23283
t_61,50.03629,35.42577,308.0,False,452.40309,1.70534
t_62,50.21596,35.42577,287.0,False,468.36076,1.84883
t_63,50.12613,35.42577,288.0,False,467.65789,1.84149
t_64,50.21596,35.49894,274.0,False,476.98318,1.94952
t_65,50.12613,35.49894,375.0,False,385.62465,1.36151
t_66,50.03629,35.49894,385.0,False,373.90755,1.32113
t_67,49.94646,35.49894,428.0,False,320.35838,1.17042
t_68,49.94646,35.57204,890.0,False,16.55455,0.50654
t_69,50.03629,35.57204,880.0,False,17.73463,0.51313
t_70,50.48545,35.49894,446.0,False,297.14436,1.11654
t_71,50.30579,35.57204,335.0,False,428.24189,1.54904
t_72,50.39562,35.57204,316.0,False,445.66493,1.65604
t_73,50.48545,35.57204,292.0,False,464.78944,1.81266
t_74,50.30579,35.64507,709.0,False,59.40823,0.65701
t_75,50.39562,35.64507,826.0,False,25.85116,0.55168
t_76,50.48545,35.64507,344.0,False,419.31836,1.50276
t_77,50.30579,35.71804,295.0,False,462.57823,1.79158
t_78,50.48545,35.71804,320.0,False,442.1613,1.63238
t_79,50.39562,35.71804,305.0,False,454.83661,1.72455
t_80,49.7668,35.49894,376.0,False,384.46948,1.35737
t_81,49.7668,35.57204,551.0,False,171.35789,0.87667
t_82,49.85663,35.57204,400.0,False,355.71704,1.26461
t_83,49.67697,35.57204,510.0,False,216.90945,0.95775
t_84,49.67697,35.64507,488.0,False,243.61281,1.00731
t_85,49.7668,35.64507,530.0,False,193.91815,0.91652
t_86,49.85663,35.64507,473.0,False,262.46513,1.04393
t_87,49.67697,35.71804,1033.0,False,6.43361,0.42715
t_88,49.7668,35.71804,422.0,False,328.04304,1.18948
t_89,49.85663,35.71804,305.0,False,454.83661,1.72455
t_90,50.21596,35.57204,507.0,False,220.47121,0.96424
t_91,50.12613,35.57204,298.0,False,460.31564,1.77097
