# 19970228_M6.1_Golestan median gmf, Stations:Seismic, gmlt:GEM, Rupture:USGS, Max_dist:25km
custom_site_id,lon,lat,AkkarEtAlRjb2014,BooreEtAl2014,CampbellBozorgnia2014,ZhaoEtAl2006Asc
m_23,48.0361,38.0924,0.14720534,0.14889035,0.15171325,0.16405527
m_24,48.02,38.09,0.124506004,0.123681605,0.12864065,0.1309966
m_25,48.07,38.09,0.19719547,0.20951591,0.20207131,0.28806996
m_26,48.1,38.08,0.21850401,0.2181099,0.22559768,0.2767152
m_29,48.0667,38.15,0.26835418,0.29074717,0.27846944,0.47765005
m_30,47.9961,38.0342,0.06861834,0.06915572,0.06882176,0.06952981
m_31,47.933,38.183,0.10756846,0.10062824,0.13735181,0.11363209
m_32,48.017,38.036,0.061473288,0.0617349,0.06134893,0.061111677
m_34,48.2833,38.25,0.136029,0.13599756,0.13559525,0.13580616
m_40,47.5481,37.9264,0.03861719,0.06547287,0.054012973,0.04767953
m_45,47.715,37.4211,0.017804772,0.028970666,0.02781143,0.025684414
m_53,46.8333,37.85,0.011463867,0.017643997,0.0158245,0.015652178
m_54,47.0508,37.4778,0.011477067,0.017705485,0.01571876,0.0154379
s_0,48.062,37.918,0.6155,0.6155,0.6155,0.6155
s_1,48.258,38.222,0.16843,0.16843,0.16843,0.16843
s_10,47.667,38.394,0.053633496,0.08064852,0.07322288,0.06801822
s_11,47.043,38.863,0.009838763,0.014128518,0.014555104,0.012969172
s_12,48.627,38.265,0.03619722,0.055520866,0.05143896,0.049580898
s_13,47.73,39.03,0.0144403605,0.022635126,0.022483116,0.022352817
s_14,47.67,38.39,0.054372355,0.08150824,0.07407969,0.06880005
s_15,48.537,37.608,0.023917105,0.03921476,0.03641276,0.033911407
s_16,48.343,37.683,0.02638632,0.036145277,0.043039586,0.041047797
s_17,47.119,38.247,0.018327966,0.030271553,0.028500276,0.025676094
s_18,49.127,37.37,0.008298332,0.011357598,0.011685825,0.010858864
s_19,47.705,37.431,0.014810802,0.022314427,0.024658307,0.020586401
s_2,48.276,38.226,0.11447,0.11447,0.11447,0.11447
s_20,48.319,39.364,0.010822666,0.01660133,0.013937325,0.01334274
s_21,46.432,37.833,0.005304458,0.0060848417,0.007042081,0.007858518
s_22,46.589,38.154,0.010225225,0.015370682,0.013028614,0.0127289845
s_27,48.06,37.92,0.58568,0.58568,0.58568,0.58568
s_28,48.05,37.87,0.22382906,0.245715,0.2740794,0.2260378
s_3,48.477,38.423,0.044078216,0.06284345,0.06151767,0.06176042
s_33,48.26,38.241,0.17167,0.17167,0.17167,0.17167
s_35,48.26,38.22,0.16761,0.16761,0.16761,0.16761
s_36,48.3,38.25,0.16633,0.16633,0.16633,0.16633
s_37,48.28,38.26,0.11633,0.11633,0.11633,0.11633
s_38,48.28,38.23,0.11555,0.11555,0.11555,0.11555
s_39,48.48,38.42,0.045592736,0.06587463,0.0628206,0.061624706
s_4,47.369,38.858,0.014767164,0.023256157,0.023023363,0.022702543
s_41,47.54,37.94,0.038018484,0.063976675,0.053278152,0.04742206
s_42,47.37,38.86,0.014262837,0.022165684,0.02245535,0.022662528
s_43,48.02,38.04,0.05702,0.05702,0.05702,0.05702
s_44,48.09,38.63,0.044737395,0.06733341,0.06331413,0.06110083
s_46,48.06,39.05,0.013507842,0.020405201,0.021875529,0.018335465
s_47,48.07,39.02,0.013974902,0.021040028,0.023060745,0.019386124
s_48,48.87,38.42,0.024811862,0.045099895,0.03679887,0.02974945
s_49,48.88,38.43,0.023580657,0.041650835,0.035117943,0.029138496
s_5,48.42,37.92,0.054944612,0.07538354,0.07666073,0.0791118
s_50,47.04,38.86,0.009110673,0.012668062,0.013789172,0.012967736
s_51,48.63,38.26,0.03504303,0.053277176,0.050299436,0.049359296
s_52,48.58,38.32,0.039823335,0.059855472,0.055648774,0.053759452
s_55,48.54,37.61,0.022073084,0.035101026,0.034468934,0.03392114
s_56,48.52,37.62,0.0219746,0.034232162,0.03470862,0.03540585
s_57,47.12,38.25,0.017827617,0.029108047,0.027974728,0.025719063
s_58,48.34,37.68,0.032722615,0.049112577,0.04957315,0.051579412
s_59,47.12,38.33,0.013302515,0.01932927,0.022834813,0.020287745
s_6,48.057,39.05,0.01260842,0.01850984,0.020860534,0.018336346
s_60,47.71,37.42,0.019049367,0.031918574,0.029102545,0.025549283
s_61,47.71,37.43,0.017884081,0.029021058,0.028077604,0.026026797
s_62,49.13,37.37,0.011372603,0.017788878,0.01464864,0.013822448
s_63,46.59,38.15,0.009906361,0.0146876015,0.012731475,0.012735676
s_64,48.37,39.38,0.011050596,0.0172027,0.013901817,0.013022359
s_65,48.32,39.36,0.009248945,0.013269945,0.012466979,0.01341826
s_66,46.43,37.83,0.007047197,0.009120513,0.008613953,0.009891187
s_67,47.67,36.74,0.0057405746,0.0067911665,0.0070527415,0.007159468
s_7,48.869,38.422,0.021178404,0.035006754,0.032461394,0.029441992
s_8,47.541,37.935,0.03748308,0.06251313,0.052650247,0.0473439
s_9,48.094,38.63,0.045946565,0.06987905,0.06441032,0.061049566
t_0,49.94646,35.05893,0.0022380936,0.0008335449,0.000852038,0.0010871835
t_1,50.12613,35.05893,0.002062912,0.000714605,0.00076698937,0.001023339
t_10,49.7668,35.05893,0.0014656034,0.0004557138,0.00064185984,0.0009111218
t_100,51.29394,35.05893,0.0019607358,0.00048857066,0.000517647,0.0006438514
t_1000,47.07185,35.57204,0.002738359,0.0016153462,0.0016367947,0.0021941776
t_1001,46.98202,35.57204,0.002749388,0.0016078352,0.0016158461,0.0021449213
t_1002,46.89219,35.57204,0.0021926088,0.0011501086,0.0013481934,0.0016582476
t_1003,46.98202,35.64507,0.0024150207,0.001378128,0.0015442015,0.0018204434
t_1004,47.07185,35.64507,0.0025939709,0.0015424716,0.0016531302,0.0023527811
t_1005,46.89219,35.64507,0.0024388465,0.0013818402,0.0015278946,0.0017751477
t_1006,46.98202,35.71804,0.0027971077,0.0017528026,0.0018024544,0.0024631866
t_1007,47.07185,35.71804,0.0029701993,0.001930091,0.0019149485,0.0025239896
t_1008,46.89219,35.71804,0.0024026735,0.0013945021,0.0015858422,0.0019009431
t_1009,46.6227,35.57204,0.0021129288,0.0010487572,0.0012380639,0.0015273523
t_101,51.2041,35.05893,0.0020111871,0.0005211497,0.00054406916,0.0006704713
t_1010,46.53286,35.64507,0.0021338635,0.0010813511,0.0012775959,0.0015803712
t_1011,46.6227,35.64507,0.0021710475,0.001125004,0.0013226853,0.0016305165
t_1012,46.71253,35.64507,0.0022346212,0.0011889036,0.0013794416,0.0016798824
t_1013,46.80236,35.64507,0.0024953322,0.0014104778,0.0015242902,0.002181637
t_1014,46.6227,35.71804,0.0022555552,0.001224917,0.0014242502,0.0017409617
t_1015,46.71253,35.71804,0.002633619,0.0015502841,0.0016280361,0.002266569
t_1016,46.80236,35.71804,0.002557882,0.0015065294,0.0016273333,0.0018489097
t_1017,46.53286,35.71804,0.002204298,0.0011678053,0.0013692048,0.0016856936
t_1018,46.80236,35.79094,0.0026496549,0.0016318895,0.0017503863,0.001978614
t_1019,46.53286,35.79094,0.0020481853,0.001056053,0.0013409798,0.0017982236
t_102,51.11427,35.05893,0.0018252151,0.0004650717,0.0005215148,0.0006901669
t_1020,46.71253,35.79094,0.0023724039,0.0013752714,0.0015820273,0.0019194362
t_1021,46.6227,35.79094,0.0022874514,0.0012872987,0.0015068058,0.0018591894
t_1022,46.53286,35.86377,0.0021205335,0.0011499941,0.0014440318,0.0019184374
t_1023,46.71253,35.86377,0.0027257404,0.0017258222,0.0018326642,0.0025909115
t_1024,46.80236,35.86377,0.0025908116,0.0016260911,0.0018056509,0.0021180057
t_1025,46.6227,35.86377,0.0021606053,0.0011871648,0.0014918894,0.001985746
t_1026,46.71253,35.93654,0.0022834365,0.0013652757,0.001680944,0.0021950442
t_1027,46.53286,35.93654,0.002196729,0.0012507661,0.0015544621,0.0020468521
t_1028,46.80236,35.93654,0.0023444209,0.0014491194,0.0017603633,0.00226786
t_1029,46.17354,35.05893,0.001537361,0.00048237952,0.0006406688,0.00084886665
