# 19970228_M6.1_Golestan median gmf, Stations:Seismic, gmlt:GEM, Rupture:Jackson_et_al_2002, Max_dist:150km
custom_site_id,lon,lat,AkkarEtAlRjb2014,BooreEtAl2014,CampbellBozorgnia2014,ZhaoEtAl2006Asc
m_23,48.0361,38.0924,0.08153519,0.07744105,0.080314405,0.08008736
m_24,48.02,38.09,0.08312455,0.07769007,0.081228174,0.08066247
m_25,48.07,38.09,0.07984475,0.07762745,0.08029172,0.081582256
m_26,48.1,38.08,0.07755415,0.07536139,0.08082635,0.08562481
m_29,48.0667,38.15,0.10416661,0.09748219,0.10212764,0.10135828
m_30,47.9961,38.0342,0.08251036,0.07786402,0.08012421,0.07992032
m_31,47.933,38.183,0.14945666,0.10468021,0.14673437,0.12126709
m_32,48.017,38.036,0.06369838,0.063324265,0.06315255,0.062794
m_34,48.2833,38.25,0.13765386,0.13674045,0.13740906,0.1372359
m_40,47.5481,37.9264,0.049084175,0.052097753,0.049163543,0.04803321
m_45,47.715,37.4211,0.016017137,0.015627263,0.016353913,0.016881302
m_53,46.8333,37.85,0.0209507,0.023907958,0.023666013,0.02262482
m_54,47.0508,37.4778,0.020598635,0.023541087,0.023101754,0.022300415
s_0,48.062,37.918,0.6155,0.6155,0.6155,0.6155
s_1,48.258,38.222,0.16843,0.16843,0.16843,0.16843
s_10,47.667,38.394,0.0261,0.0261,0.0261,0.0261
s_11,47.043,38.863,0.02517,0.02517,0.02517,0.02517
s_12,48.627,38.265,0.02509,0.02509,0.02509,0.02509
s_13,47.73,39.03,0.02182,0.02182,0.02182,0.02182
s_14,47.67,38.39,0.02067,0.02067,0.02067,0.02067
s_15,48.537,37.608,0.01923,0.01923,0.01923,0.01923
s_16,48.343,37.683,0.01671,0.01671,0.01671,0.01671
s_17,47.119,38.247,0.0151,0.0151,0.0151,0.0151
s_18,49.127,37.37,0.01319,0.01319,0.01319,0.01319
s_19,47.705,37.431,0.01259,0.01259,0.01259,0.01259
s_2,48.276,38.226,0.11447,0.11447,0.11447,0.11447
s_20,48.319,39.364,0.01143,0.01143,0.01143,0.01143
s_21,46.432,37.833,0.00906,0.00906,0.00906,0.00906
s_22,46.589,38.154,0.00834,0.00834,0.00834,0.00834
s_27,48.06,37.92,0.58568,0.58568,0.58568,0.58568
s_28,48.05,37.87,0.5602,0.5602,0.5602,0.5602
s_3,48.477,38.423,0.07385,0.07385,0.07385,0.07385
s_33,48.26,38.241,0.17167,0.17167,0.17167,0.17167
s_35,48.26,38.22,0.16761,0.16761,0.16761,0.16761
s_36,48.3,38.25,0.16633,0.16633,0.16633,0.16633
s_37,48.28,38.26,0.11633,0.11633,0.11633,0.11633
s_38,48.28,38.23,0.11555,0.11555,0.11555,0.11555
s_39,48.48,38.42,0.10944,0.10944,0.10944,0.10944
s_4,47.369,38.858,0.06157,0.06157,0.06157,0.06157
s_41,47.54,37.94,0.06269,0.06269,0.06269,0.06269
s_42,47.37,38.86,0.06129,0.06129,0.06129,0.06129
s_43,48.02,38.04,0.05702,0.05702,0.05702,0.05702
s_44,48.09,38.63,0.0465,0.0465,0.0465,0.0465
s_46,48.06,39.05,0.04522,0.04522,0.04522,0.04522
s_47,48.07,39.02,0.0449,0.0449,0.0449,0.0449
s_48,48.87,38.42,0.04444,0.04444,0.04444,0.04444
s_49,48.88,38.43,0.04398,0.04398,0.04398,0.04398
s_5,48.42,37.92,0.06009,0.06009,0.06009,0.06009
s_50,47.04,38.86,0.02487,0.02487,0.02487,0.02487
s_51,48.63,38.26,0.02476,0.02476,0.02476,0.02476
s_52,48.58,38.32,0.02439,0.02439,0.02439,0.02439
s_55,48.54,37.61,0.01923,0.01923,0.01923,0.01923
s_56,48.52,37.62,0.01918,0.01918,0.01918,0.01918
s_57,47.12,38.25,0.01789,0.01789,0.01789,0.01789
s_58,48.34,37.68,0.01783,0.01783,0.01783,0.01783
s_59,47.12,38.33,0.01776,0.01776,0.01776,0.01776
s_6,48.057,39.05,0.04539,0.04539,0.04539,0.04539
s_60,47.71,37.42,0.01663,0.01663,0.01663,0.01663
s_61,47.71,37.43,0.0166,0.0166,0.0166,0.0166
s_62,49.13,37.37,0.01281,0.01281,0.01281,0.01281
s_63,46.59,38.15,0.01202,0.01202,0.01202,0.01202
s_64,48.37,39.38,0.01153,0.01153,0.01153,0.01153
s_65,48.32,39.36,0.01153,0.01153,0.01153,0.01153
s_66,46.43,37.83,0.01115,0.01115,0.01115,0.01115
s_67,47.67,36.74,0.01062,0.01062,0.01062,0.01062
s_7,48.869,38.422,0.04444,0.04444,0.04444,0.04444
s_8,47.541,37.935,0.04397,0.04397,0.04397,0.04397
s_9,48.094,38.63,0.03698,0.03698,0.03698,0.03698
t_0,49.94646,35.05893,0.0027539816,0.0006953952,0.00076787814,0.0010571947
t_1,50.12613,35.05893,0.002529235,0.00059029757,0.0006853768,0.0009876394
t_10,49.7668,35.05893,0.0018097863,0.00038411687,0.0005836485,0.0008931287
t_100,51.29394,35.05893,0.0023665668,0.00038350932,0.0004430774,0.0005983293
t_1000,47.07185,35.57204,0.003712311,0.001678394,0.0017964225,0.0025426114
t_1001,46.98202,35.57204,0.0037361865,0.0016814959,0.0017834537,0.0024989787
t_1002,46.89219,35.57204,0.0029858765,0.0012103826,0.0014961249,0.0019419529
t_1003,46.98202,35.64507,0.0032932982,0.0014467797,0.0017116558,0.002127347
t_1004,47.07185,35.64507,0.0035286578,0.0016085352,0.0018217821,0.0027342576
t_1005,46.89219,35.64507,0.003333291,0.0014599245,0.0017028691,0.002085382
t_1006,46.98202,35.71804,0.003828905,0.0018474115,0.0020067396,0.0028876904
t_1007,47.07185,35.71804,0.004055581,0.002020414,0.0021193107,0.0029422247
t_1008,46.89219,35.71804,0.003296476,0.0014793895,0.0017755866,0.0022406022
t_1009,46.6227,35.57204,0.0028927762,0.0011225982,0.0013936812,0.0018138448
t_101,51.2041,35.05893,0.0024297086,0.00041039742,0.00046692666,0.00062449364
t_1010,46.53286,35.64507,0.0029364023,0.0011682676,0.0014508659,0.0018911122
t_1011,46.6227,35.64507,0.0029834274,0.0012092236,0.001495757,0.001942916
t_1012,46.71253,35.64507,0.0030658897,0.00127099,0.001552893,0.0019928014
t_1013,46.80236,35.64507,0.0034174498,0.0014992069,0.001707616,0.0025757784
t_1014,46.6227,35.71804,0.0031117685,0.0013223664,0.0016183618,0.0020819295
t_1015,46.71253,35.71804,0.0036276071,0.0016643999,0.001841379,0.002698213
t_1016,46.80236,35.71804,0.003516767,0.0016080703,0.0018315965,0.0021904302
t_1017,46.53286,35.71804,0.0030452614,0.00126723,0.0015624298,0.0020244296
t_1018,46.80236,35.79094,0.003658025,0.0017496427,0.001979842,0.0023526207
t_1019,46.53286,35.79094,0.0028413443,0.0011512568,0.0015380295,0.0021677874
t_102,51.11427,35.05893,0.0022062643,0.00036742512,0.00044878194,0.0006443703
t_1020,46.71253,35.79094,0.003281319,0.0014832563,0.0017984225,0.002293459
t_1021,46.6227,35.79094,0.0031689242,0.0013960868,0.0017208549,0.0022316917
t_1022,46.53286,35.86377,0.002954624,0.001259742,0.0016650853,0.00232198
t_1023,46.71253,35.86377,0.003786744,0.0018701735,0.002094289,0.003107957
t_1024,46.80236,35.86377,0.0035924953,0.0017516667,0.0020530995,0.002528089
t_1025,46.6227,35.86377,0.0030064087,0.0012937019,0.0017129347,0.0023930974
t_1026,46.71253,35.93654,0.0031871204,0.0014869778,0.0019318113,0.0026440767
t_1027,46.53286,35.93654,0.0030750067,0.0013771023,0.0018025119,0.0024878858
t_1028,46.80236,35.93654,0.0032660817,0.0015688216,0.0020127923,0.0027180798
t_1029,46.17354,35.05893,0.002071179,0.0005148664,0.000714467,0.0010059158
t_103,51.29394,35.13243,0.0021647466,0.0003482729,0.00042978852,0.0006202665
t_1030,46.17354,35.13243,0.002127657,0.00055451563,0.0007632186,0.0010714103
t_1031,46.17354,35.20587,0.0021857107,0.00059681234,0.00081521436,0.0011413231
t_1032,46.17354,35.27923,0.0022454164,0.0006418902,0.0008706547,0.0012159364
t_1033,46.17354,35.35253,0.0023404898,0.0007043133,0.00093959476,0.0012955904
t_1034,46.17354,35.42577,0.0028752764,0.0009766817,0.0011418378,0.0017428783
t_1035,46.26337,35.27923,0.0024235218,0.0007267405,0.0009393983,0.0012509001
t_1036,46.3532,35.27923,0.002412553,0.0007324115,0.00095490355,0.0012852175
t_1037,46.44303,35.27923,0.002419961,0.00074556016,0.0009750465,0.0013187137
t_1038,46.3532,35.35253,0.0029177947,0.0009941137,0.0011485625,0.0017315671
