# 19970228_M6.1_Golestan median gmf, Stations:Seismic, gmlt:USGS, Rupture:Jackson_et_al_2002
custom_site_id,lon,lat,AbrahamsonEtAl2014,BooreEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014
m_23,48.0361,38.0924,0.082481615,0.07892572,0.081983805,0.08159044
m_24,48.07,38.09,0.08253409,0.07924968,0.08212168,0.08064727
m_25,48.1,38.08,0.0814424,0.07716505,0.08296368,0.07818598
m_26,48.02,38.09,0.08300949,0.07913736,0.08286921,0.08251731
m_29,48.0667,38.15,0.10705395,0.10039312,0.10544435,0.105121866
m_30,47.9961,38.0342,0.08025084,0.07840043,0.080727205,0.080689855
m_31,47.933,38.183,0.13376915,0.10979893,0.15500112,0.13120362
m_32,48.017,38.036,0.06352229,0.06340899,0.063237384,0.06367128
m_34,48.2833,38.25,0.13745835,0.13664095,0.13721636,0.13759544
m_41,47.5481,37.9264,0.06839148,0.07021293,0.06684826,0.06846154
m_46,47.715,37.4211,0.015552411,0.015284677,0.016003672,0.015403048
m_54,46.8333,37.85,0.025194868,0.025344374,0.02527852,0.024702678
m_55,47.0508,37.4778,0.024690552,0.024866482,0.024612697,0.024469938
t_0,47.96017,39.54489,0.009512833,0.0097281225,0.009117524,0.010454154
t_1,48.05,39.54489,0.00980291,0.010121694,0.009272032,0.010786258
t_10,44.36691,39.47559,0.0010262907,0.0009526153,0.0011364806,0.0011321042
t_100,47.78051,38.91865,0.02974196,0.02895718,0.030970689,0.02884731
t_1000,45.26522,37.36443,0.0037994836,0.0039442023,0.003595408,0.004436586
t_1001,44.81606,37.36443,0.0015258824,0.00136042,0.0017486895,0.001679511
t_1002,44.9059,37.36443,0.001772686,0.0016109712,0.0019725186,0.0019644958
t_1003,45.35505,37.36443,0.0030443224,0.0028985718,0.003189567,0.003424914
t_1004,44.99573,37.36443,0.0017524246,0.001560403,0.0020104083,0.0019297132
t_1005,45.17539,37.36443,0.002023573,0.0017998795,0.0023237774,0.0022255932
t_1006,45.44489,37.43579,0.0034258214,0.0032697057,0.003574573,0.0038451317
t_1007,45.08556,37.43579,0.0020846964,0.0018902121,0.0023236307,0.0023076385
t_1008,44.81606,37.43579,0.0015468559,0.0013768728,0.0017769953,0.0017021191
t_1009,45.26522,37.43579,0.0042176307,0.0044674827,0.0038815155,0.0049576554
t_101,47.42118,38.91865,0.031797633,0.029807625,0.034406316,0.030919323
t_1010,45.35505,37.43579,0.0031373412,0.0029890754,0.0032833812,0.0035278108
t_1011,44.9059,37.43579,0.0017811736,0.0016117769,0.0019937872,0.0019711645
t_1012,44.99573,37.43579,0.0018452265,0.0016543018,0.0020938625,0.0020360886
t_1013,45.17539,37.43579,0.003849212,0.0040640826,0.0035620953,0.004526242
t_1014,45.08556,37.50709,0.0022723817,0.0020947312,0.0024732873,0.002529421
t_1015,45.26522,37.50709,0.0029515328,0.0028082998,0.0030959973,0.0033219792
t_1016,45.44489,37.50709,0.0035247658,0.0033659483,0.0036745206,0.0039533325
t_1017,44.81606,37.50709,0.0019971335,0.0019015148,0.0021113828,0.0022585571
t_1018,45.35505,37.50709,0.0032239703,0.0030733605,0.0033707775,0.003623383
t_1019,44.99573,37.50709,0.0018298044,0.0016294689,0.002098358,0.0020148384
t_102,47.51101,38.91865,0.024670638,0.02230891,0.028277518,0.023514787
t_1020,44.9059,37.50709,0.0017033604,0.0015178384,0.0019521915,0.0018760279
t_1021,45.17539,37.50709,0.003967587,0.0041971845,0.003660753,0.00466684
t_1022,44.81606,37.57832,0.0016682307,0.0014991926,0.0018875344,0.0018416889
