STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,PGA_VALUE,SA(0.3)_VALUE,SA(0.6)_VALUE,SA(1.0)_VALUE,PGA_LN_SIGMA,SA(0.3)_LN_SIGMA,SA(0.6)_LN_SIGMA,SA(1.0)_LN_SIGMA,PGA_VALUE_1,SA(0.3)_VALUE_1,SA(0.6)_VALUE_1,SA(1.0)_VALUE_1,PGA_VALUE_2,SA(0.3)_VALUE_2,SA(0.6)_VALUE_2,SA(1.0)_VALUE_2,PGA_VALUE_V,SA(0.3)_VALUE_V,SA(0.6)_VALUE_V,SA(1.0)_VALUE_V
3154,Bolvard,29.416,56.052,seismic,BHRC,0.0103029562,0.0388376363,0.012411874,0.0096606394,0,0,0,0,0.0103029562,0.0388376363,0.012411874,0.0096606394,0.0039046789,0.0111746193,0.004909558,0.00529555,0.010656371,0.0477446224,0.0153299558,0.0065392358
3155/02,Golbaf,29.887,57.731,seismic,BHRC,0.0313723751,0.0866625508,0.0398383488,0.0441905436,0,0,0,0,0.0313723751,0.0866625508,0.0398383488,0.0441905436,0.0139636086,0.02389618,0.0276582193,0.014750869,0.0300294597,0.104159397,0.0390529137,0.0320922003
3156,Joshan,30.124,57.61,seismic,BHRC,0.0254761468,0.1068675899,0.0350805137,0.0121388346,0,0,0,0,0.0254761468,0.1068675899,0.0350805137,0.0121388346,0.017862895,0.0466082588,0.0134007084,0.0101833666,0.0373489297,0.1246105559,0.0386256645,0.0161087557
3157,Kerman 1,30.295,57.066,seismic,BHRC,0.0191176351,0.0644435181,0.0483247634,0.0441619696,0,0,0,0,0.0191176351,0.0644435181,0.0483247634,0.0441619696,0.0095779715,0.0221410706,0.0135117126,0.0206644581,0.0255120285,0.0554382449,0.0436710008,0.0293204126
3159,Mahan,30.065,57.289,seismic,BHRC,0.012949949,0.0305515392,0.0205746372,0.0143415919,0,0,0,0,0.012949949,0.0305515392,0.0205746372,0.0143415919,0.0080323649,0.015545415,0.0126022335,0.0063943888,0.013514577,0.0216494165,0.0126572524,0.0115688216
3160,Nosrat Abad,29.857,59.983,seismic,BHRC,0.0201732926,0.0545043877,0.0272874094,0.0446124658,0,0,0,0,0.0201732926,0.0545043877,0.0272874094,0.0446124658,0.0134119266,0.0213556987,0.0231426906,0.0194843649,0.024383894,0.0586456222,0.0317665153,0.0406810424
3161,Sirch,30.203,57.557,seismic,BHRC,0.0317292559,0.1054953091,0.0495364731,0.0254722851,0,0,0,0,0.0317292559,0.1054953091,0.0495364731,0.0254722851,0.0149243629,0.0316303906,0.0267141866,0.0143586203,0.0302811417,0.0863626924,0.073108161,0.0211424494
3162/01,Mohammad Abad-e-Mask,28.908,57.888,seismic,BHRC,0.1259133537,0.3344140548,0.1830022009,0.0903662798,0,0,0,0,0.1259133537,0.3344140548,0.1830022009,0.0903662798,0.0721069317,0.1553003183,0.0506640013,0.0261053135,0.0727801223,0.1242839221,0.0704579761,0.0341572916
3163,Ghale Ganj,27.523,57.881,seismic,BHRC,0.0214470948,0.0532596125,0.0238369058,0.0062090939,0,0,0,0,0.0214470948,0.0532596125,0.0238369058,0.0062090939,0.0142601427,0.0281390987,0.0171423055,0.0042253563,0.0254690112,0.0343810061,0.0194477772,0.0055344282
3164,Andoohjerd,30.231,57.752,seismic,BHRC,0.032672579,0.0858709278,0.0279252474,0.0183993834,0,0,0,0,0.032672579,0.0858709278,0.0279252474,0.0183993834,0.0152013252,0.0246065415,0.0116624226,0.0175786336,0.0350423038,0.0626353907,0.0204921236,0.009141737
