# 19860913_M6.0_Kalamata median gmf, Stations:Seismic, gmlt:USGS, Rupture:EFEHR
custom_site_id,lon,lat,AkkarEtAlRjb2014,CauzziEtAl2014,ZhaoEtAl2016Asc
s_0,22.11076,37.03918,0.324969,0.324969,0.324969
s_1,22.099999999999994,37.033,0.264511,0.264511,0.264511
s_10,22.120000000000005,37.03,0.296939,0.296939,0.296939
s_100,22.38900000000001,37.573,0.012196399,0.014743495,0.019043554
s_101,21.85900000000001,37.546,0.012416547,0.01491037,0.019076306
s_102,22.40299999999999,36.983,0.042115193,0.04159315,0.045890316
s_103,22.192000000000007,37.668,0.009823944,0.0120295305,0.016526336
s_104,21.63300000000001,37.517,0.009222758,0.011322902,0.016065612
s_105,22.445999999999998,37.024,0.046898298,0.04684875,0.049988415
s_106,22.236999999999995,37.723,0.008622414,0.010542866,0.014674832
s_107,21.950999999999993,37.716,0.01018061,0.0118513405,0.019099832
s_108,21.78200000000001,37.67,0.010358773,0.01195703,0.019004475
s_109,21.583,37.568,0.010497758,0.011989192,0.018976627
s_11,22.042,37.082,0.14202343,0.14627771,0.16419572
s_110,21.62100000000001,37.617,0.009924162,0.011378875,0.01834939
s_111,21.903999999999996,37.749,0.007533215,0.009225595,0.013187299
s_112,22.162000000000006,37.783,0.007668338,0.00934113,0.013097018
s_113,22.110000000000014,37.803,0.0073888283,0.008976555,0.01257374
s_114,23.02199999999999,36.755,0.007411968,0.008913757,0.012185296
s_115,22.646000000000015,37.736,0.008099214,0.009434788,0.015896462
s_116,21.566000000000003,37.682,0.010716193,0.011570102,0.016050672
s_117,22.50200000000001,37.01,0.03328186,0.034809094,0.040844794
s_118,22.514999999999986,37.098,0.029605,0.03215348,0.040725254
s_119,22.71799999999999,37.742,0.007691463,0.008926946,0.014998711
s_12,22.00200000000001,37.04,0.11901219,0.12589252,0.14109206
s_120,21.595,37.766,0.0075444086,0.008625122,0.014361744
s_121,22.52000000000001,37.171,0.024517404,0.028073674,0.031162415
s_122,22.03800000000001,37.312,0.03009186,0.035463773,0.041945465
s_123,21.591999999999985,37.788,0.007923306,0.008866623,0.013844274
s_124,21.432999999999993,37.696,0.010273528,0.010684351,0.014392985
s_125,21.938999999999993,36.793,0.043276474,0.047783945,0.06329082
s_126,22.334000000000003,36.751,0.024970982,0.027081717,0.030706583
s_127,22.27000000000001,37.007,0.15613766,0.10112621,0.11006212
s_128,21.522999999999996,37.8,0.0069968035,0.007908009,0.012978514
s_129,22.363,36.721,0.020338202,0.022462307,0.024787668
s_13,22.004999999999995,37.142,0.0897369,0.10000118,0.093691655
s_130,22.513000000000005,36.836,0.018357344,0.018963514,0.02128592
s_131,21.771000000000015,36.831,0.02948632,0.033697877,0.045815222
s_132,21.70599999999999,36.964,0.025051279,0.029310131,0.04349489
s_133,22.632000000000005,36.947,0.019144785,0.02115446,0.027467446
s_134,21.595,38.134,0.005222552,0.0056752567,0.008379917
s_135,21.688999999999993,36.991,0.025061106,0.029091861,0.04168448
s_136,22.534999999999997,36.764,0.011857054,0.011753249,0.010879055
s_137,22.692000000000007,36.987,0.01840144,0.020681553,0.028027587
s_138,21.837999999999994,37.399,0.0177923,0.021171669,0.033884306
s_139,22.064999999999998,37.52,0.014336555,0.017515138,0.022993056
s_14,21.997000000000014,37.25,0.05103566,0.056773815,0.06821082
s_140,21.960000000000008,37.509,0.013525307,0.016635083,0.02235849
s_141,22.101,37.56,0.013749793,0.016568122,0.021032
s_142,21.930000000000007,37.533,0.012480423,0.015329763,0.020717157
s_143,22.814999999999998,37.178,0.011437986,0.01412828,0.019645477
s_144,22.394000000000005,37.557,0.013706983,0.01625096,0.026203725
s_145,21.709000000000003,37.472,0.012110531,0.014555853,0.018798899
s_146,22.276999999999987,36.848,0.0609579,0.054799657,0.062316865
s_147,21.64699999999999,37.451,0.01592752,0.017959181,0.020302467
s_148,22.435000000000002,37.613,0.011382438,0.013563574,0.022731725
s_149,21.675999999999988,37.579,0.0114718815,0.013143759,0.02038519
s_15,22.208,36.94,0.21809302,0.1351233,0.17653193
s_150,21.77199999999999,37.642,0.011242332,0.012883053,0.019833742
s_151,21.680000000000007,37.6,0.01032964,0.012027826,0.019790595
s_152,22.744,37.592,0.012918694,0.014484453,0.015651913
s_153,21.771000000000015,37.69,0.008529611,0.010196802,0.013650564
s_154,22.323000000000008,36.809,0.035689287,0.036236946,0.041635558
s_155,21.712999999999994,37.705,0.009235067,0.010609557,0.01709602
s_156,21.543000000000006,37.6,0.010601956,0.011764857,0.017572593
s_157,21.650000000000006,37.678,0.009651785,0.010934872,0.017105736
