# 19860913_M6.0_Kalamata median gmf, Stations:Seismic, gmlt:GEM, Rupture:EFEHR
custom_site_id,lon,lat,KothaEtAl2020ESHM20SlopeGeology,"KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = -1.73205100","KothaEtAl2020ESHM20SlopeGeology
c3_epsilon = 1.73205100","KothaEtAl2020ESHM20SlopeGeology
sigma_mu_epsilon = -1.35563000","KothaEtAl2020ESHM20SlopeGeology
sigma_mu_epsilon = 1.35563000"
s_0,22.11076,37.03918,0.324969,0.324969,0.324969,0.324969,0.324969
s_1,22.099999999999994,37.033,0.264511,0.264511,0.264511,0.264511,0.264511
s_10,22.120000000000005,37.03,0.296939,0.296939,0.296939,0.296939,0.296939
s_100,22.38900000000001,37.573,0.014303715,0.013687289,0.0149479015,0.01156989,0.017683508
s_101,21.85900000000001,37.546,0.013419315,0.012902085,0.013957281,0.010958892,0.016432138
s_102,22.40299999999999,36.983,0.04285986,0.043530628,0.042199425,0.03935165,0.046680823
s_103,22.192000000000007,37.668,0.0108101675,0.010212863,0.011442405,0.008730567,0.013385123
s_104,21.63300000000001,37.517,0.010386896,0.009939519,0.01085441,0.008680234,0.0124291135
s_105,22.445999999999998,37.024,0.04878392,0.049177144,0.048393846,0.045825876,0.05193291
s_106,22.236999999999995,37.723,0.008955964,0.008360796,0.0095935,0.007224204,0.011102856
s_107,21.950999999999993,37.716,0.010699767,0.009991868,0.011457818,0.008684512,0.013182665
s_108,21.78200000000001,37.67,0.01134615,0.01066651,0.012069095,0.0093569225,0.013758276
s_109,21.583,37.568,0.010380747,0.009925212,0.01085719,0.008889998,0.012121476
s_11,22.042,37.082,0.13934618,0.14103214,0.13768037,0.12773375,0.15201432
s_110,21.62100000000001,37.617,0.009933132,0.009465653,0.010423697,0.008509055,0.011595542
s_111,21.903999999999996,37.749,0.008013236,0.007426515,0.008646311,0.0065169344,0.009853093
s_112,22.162000000000006,37.783,0.007889492,0.0072796415,0.008550434,0.006364005,0.009780648
s_113,22.110000000000014,37.803,0.00746313,0.006857607,0.008122121,0.0060229115,0.009247739
s_114,23.02199999999999,36.755,0.007418576,0.0068576545,0.008025379,0.006040619,0.009110866
s_115,22.646000000000015,37.736,0.0084369695,0.007703396,0.009240398,0.0067942096,0.010476929
s_116,21.566000000000003,37.682,0.01089323,0.010388734,0.011422227,0.00965461,0.012290757
s_117,22.50200000000001,37.01,0.03619178,0.036362287,0.03602208,0.03301025,0.03967995
s_118,22.514999999999986,37.098,0.03060344,0.030610453,0.03059643,0.027966013,0.0334896
s_119,22.71799999999999,37.742,0.0078105135,0.0070838267,0.008611747,0.0062883655,0.0097011095
s_12,22.00200000000001,37.04,0.12134259,0.12290186,0.11980311,0.10954821,0.1344068
s_120,21.595,37.766,0.0072753904,0.0067444365,0.007848144,0.006228784,0.008497856
s_121,22.52000000000001,37.171,0.027345968,0.02733807,0.027353868,0.024016812,0.031136604
s_122,22.03800000000001,37.312,0.033933274,0.034154236,0.033713743,0.028119218,0.04094947
s_123,21.591999999999985,37.788,0.0072698276,0.0066916035,0.007898017,0.006186159,0.008543329
s_124,21.432999999999993,37.696,0.010041869,0.009810016,0.010279201,0.009662484,0.010436149
s_125,21.938999999999993,36.793,0.05050898,0.051168997,0.04985748,0.041784037,0.061055783
s_126,22.334000000000003,36.751,0.029076291,0.029501565,0.028657148,0.025043393,0.033758633
