lon,lat,slope,vs30,geology,xvf,region,vs30measured,custom_site_id
-3.46863,36.69725,0.14557374,617.8379,UNKNOWN,150.0,0,0,t_0
-3.42371,36.69725,0.06812516,543.14905,UNKNOWN,150.0,0,0,t_1
-3.46863,36.73326,0.03262246,480.36694,PLEISTOCENE,150.0,0,0,t_2
-2.66015,36.69725,0.006269468,396.99155,UNKNOWN,150.0,0,0,t_3
-2.70506,36.69725,0.011282713,307.87515,PLEISTOCENE,150.0,0,0,t_4
-2.74998,36.69725,0.022076266,363.17923,PLEISTOCENE,150.0,0,0,t_5
-2.66015,36.73326,0.023645729,365.16498,PLEISTOCENE,150.0,0,0,t_6
-2.48048,36.84117,0.10011486,560.90344,HOLOCENE,150.0,0,0,t_7
-2.43557,36.84117,0.014600958,325.82797,HOLOCENE,150.0,0,0,t_8
-2.2559,36.80522,0.0033069493,253.08519,PLEISTOCENE,150.0,0,0,t_9
-2.34574,36.84117,0.017921053,465.88492,UNKNOWN,150.0,0,0,t_10
-2.2559,36.84117,0.015516092,335.04498,PLEISTOCENE,150.0,0,0,t_11
-2.30082,36.84117,0.020053081,368.93402,PLEISTOCENE,150.0,0,0,t_12
-2.70506,36.73326,0.01409387,328.5681,PLEISTOCENE,150.0,0,0,t_13
-2.74998,36.73326,0.008342086,291.71725,CENOZOIC,150.0,0,0,t_14
-2.70506,36.76925,0.032626845,421.84485,PLEISTOCENE,150.0,0,0,t_15
-2.74998,36.76925,0.021381991,347.2328,PLEISTOCENE,150.0,0,0,t_16
-2.66015,36.76925,0.02141885,372.69742,PLEISTOCENE,150.0,0,0,t_17
-2.66015,36.80522,0.039747562,454.57263,PLEISTOCENE,150.0,0,0,t_18
-2.70506,36.80522,0.04159777,484.39127,PLEISTOCENE,150.0,0,0,t_19
-2.74998,36.80522,0.07575562,596.6969,PLEISTOCENE,150.0,0,0,t_20
-2.70506,36.84117,0.14028938,739.0782,JURASSIC-TRIASSIC,150.0,0,0,t_21
-2.66015,36.84117,0.14406243,741.92017,CENOZOIC,150.0,0,0,t_22
