STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,VS30,MMI_VALUE,MMI_STDDEV,PGA_LN_SIGMA,PGA_VALUE,PGV_LN_SIGMA,PGV_VALUE,SA(0.3)_LN_SIGMA,SA(0.3)_VALUE,SA(1.0)_LN_SIGMA,SA(1.0)_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE,VS30_TYPE,REFERENCES
TLIG,TLIG,-98.56647,17.562675,seismic,881.2,4.4,0.63,0.0,0.112844,0.0,3.9,,,0.0,0.022977,,,inferred,Stations_USGS
TPIG,TPIG,-97.361969,18.42023,seismic,418.97,5.3,0.63,0.0,0.072722,0.0,7.41,,,0.0,0.04317,,,inferred,Stations_USGS
MEIG,MEIG,-99.619725,17.924894,seismic,525.18,4.0,0.63,0.0,0.076035,0.0,2.42,,,0.0,0.013945,,,inferred,Stations_USGS
COMA,COMA,-103.760813,19.325266,seismic,760.0,2.9,0.63,0.0,0.002273,0.0,0.44,,,0.0,0.007757,,,inferred,Stations_USGS
TUIG,TUIG,-94.422503,18.033694,seismic,760.0,2.7,0.63,0.0,0.00211,0.0,0.33,,,0.0,0.002956,,,inferred,Stations_USGS
HMTT,HMTT,-98.559717,17.798341,seismic,853.57,5.9,0.63,0.0,0.173853,0.0,12.1,,,0.0,0.034669,,,inferred,Stations_USGS
ACP2,ACP2,-99.886505,16.874294,seismic,900.0,3.6,0.63,0.0,0.036045,0.0,1.35,,,0.0,0.005005,,,inferred,Stations_USGS
URUA,URUA,-102.074059,19.421758,seismic,760.0,3.3,0.63,0.0,0.006157,0.0,0.86,,,0.0,0.007503,,,inferred,Stations_USGS
OXLC,OXLC,-96.703157,17.065039,seismic,348.66,3.6,0.63,0.0,0.022956,0.0,1.34,,,0.0,0.011468,,,inferred,Stations_USGS
ATYC,ATYC,-100.432269,17.213361,seismic,333.59,3.1,0.63,0.0,0.019052,0.0,0.67,,,0.0,0.005352,,,inferred,Stations_USGS
PPIG,PPIG,-98.628147,19.06705,seismic,668.09,6.0,0.63,0.0,0.114801,0.0,12.96,,,0.0,0.099439,,,inferred,Stations_USGS
PHPU,PHPU,-98.168466,19.044223,seismic,336.14,5.6,0.63,0.0,0.144475,0.0,9.84,,,0.0,0.099276,,,inferred,Stations_USGS
HLIG,HLIG,-97.803575,17.829966,seismic,555.72,6.2,0.63,0.0,0.232396,0.0,14.29,,,0.0,0.037238,,,inferred,Stations_USGS
COYC,COYC,-100.089963,16.997788,seismic,196.54,3.3,0.63,0.0,0.018675,0.0,0.86,,,0.0,0.003843,,,inferred,Stations_USGS
ZIIG,ZIIG,-101.464922,17.60695,seismic,760.0,3.0,0.63,0.0,0.004271,0.0,0.5,,,0.0,0.002263,,,inferred,Stations_USGS
MMIG,MMIG,-103.34554,18.28854,seismic,760.0,2.7,0.63,0.0,0.002181,0.0,0.34,,,0.0,0.001509,,,inferred,Stations_USGS
CMIG,CMIG,-94.8838,17.090988,seismic,760.0,2.7,0.63,0.0,0.003048,0.0,0.35,,,0.0,0.005056,,,inferred,Stations_USGS
VNTA,VNTA,-99.81885,16.91426,seismic,303.81,3.3,0.63,0.0,0.010836,0.0,0.89,,,0.0,0.004862,,,inferred,Stations_USGS
XALA,XALA,-96.901973,19.529875,seismic,470.98,3.7,0.63,0.0,0.00844,0.0,1.5,,,0.0,0.016891,,,inferred,Stations_USGS
NILT,NILT,-94.616947,16.565153,seismic,760.0,2.6,0.63,0.0,0.006096,0.0,0.29,,,0.0,0.0021,,,inferred,Stations_USGS
TEJU,TEJU,-100.159615,18.904051,seismic,480.47,4.2,0.63,0.0,0.084913,0.0,3.53,,,0.0,0.014679,,,inferred,Stations_USGS
OXBJ,OXBJ,-96.723804,17.067337,seismic,451.5,3.6,0.63,0.0,0.018461,0.0,1.45,,,0.0,0.007299,,,inferred,Stations_USGS
PANG,PANG,-96.490506,15.666837,seismic,760.0,3.0,0.63,0.0,0.004771,0.0,0.51,,,0.0,0.006381,,,inferred,Stations_USGS
ACAM,ACAM,-100.716777,20.043186,seismic,365.83,3.6,0.63,0.0,0.004567,0.0,1.31,,,0.0,0.015902,,,inferred,Stations_USGS
PET2,PET2,-101.262608,17.535396,seismic,760.0,2.9,0.63,0.0,0.010224,0.0,0.44,,,0.0,0.003364,,,inferred,Stations_USGS
UNIO,UNIO,-101.810623,17.98762,seismic,760.0,2.8,0.63,0.0,0.006198,0.0,0.42,,,0.0,0.003221,,,inferred,Stations_USGS
CAIG,CAIG,-100.267265,17.0485,seismic,328.43,2.8,0.63,0.0,0.008226,0.0,0.42,,,0.0,0.004077,,,inferred,Stations_USGS
CHPA,CHPA,-93.912575,16.247374,seismic,760.0,2.6,0.63,0.0,0.002202,0.0,0.27,,,0.0,0.001488,,,inferred,Stations_USGS
DHIG,DHIG,-99.035492,20.300361,seismic,510.82,3.3,0.63,0.0,0.002783,0.0,0.8,,,0.0,0.005708,,,inferred,Stations_USGS
UTM:(14Q 0482 2142 1000),,-99.1666,19.3765,macroseismic,281.4,6.7,0.3,0.8059,0.180699,0.875,21.1503,1.0131,0.38438,1.0822,0.334456,1.4737,0.066565,inferred,Stations_USGS
UTM:(14Q 0479 2148 1000),,-99.1953,19.4307,macroseismic,281.18,5.9,0.3,0.8059,0.108302,0.875,11.8073,1.0131,0.24452,1.0822,0.178739,1.4737,0.036447,inferred,Stations_USGS
UTM:(14Q 0489 2099 1000),,-99.0998,18.988,macroseismic,884.05,7.1,0.3,0.8059,0.25132,0.875,28.3073,1.0131,0.501032,1.0822,0.437238,1.4737,0.085504,inferred,Stations_USGS
UTM:(14Q 0582 2108 1000),,-98.2158,19.0677,macroseismic,288.43,6.1,0.3,0.8059,0.142659,0.875,13.6598,1.0131,0.29588,1.0822,0.190973,1.4737,0.038286,inferred,Stations_USGS
UTM:(14Q 0581 2106 1000),,-98.2254,19.0496,macroseismic,394.04,6.2,0.3,0.8059,0.152824,0.875,14.6923,1.0131,0.31389,1.0822,0.20592,1.4737,0.041143,inferred,Stations_USGS
UTM:(14Q 0480 2148 1000),,-99.1857,19.4307,macroseismic,280.77,6.5,0.3,0.8059,0.157543,0.875,18.2821,1.0131,0.341633,1.0822,0.287572,1.4737,0.057621,inferred,Stations_USGS
UTM:(14Q 0472 2157 1000),,-99.2621,19.512,macroseismic,393.11,6.0,0.3,0.8059,0.112602,0.875,12.6998,1.0131,0.255359,1.0822,0.196292,1.4737,0.039979,inferred,Stations_USGS
UTM:(15Q 0196 2003 1000),,-95.8675,18.099,macroseismic,210.2,5.6,0.3,0.8059,0.072099,0.875,9.4889,1.0131,0.184323,1.0822,0.161206,1.4737,0.033704,inferred,Stations_USGS
UTM:(14Q 0486 2142 1000),,-99.1286,19.3766,macroseismic,189.04,6.6,0.3,0.8059,0.170781,0.875,19.664,1.0131,0.364692,1.0822,0.307835,1.4737,0.061419,inferred,Stations_USGS
UTM:(14Q 0479 2140 1000),,-99.1952,19.3584,macroseismic,381.79,7.4,0.3,0.8059,0.279005,0.875,35.2237,1.0131,0.566973,1.0822,0.583506,1.4737,0.113808,inferred,Stations_USGS
UTM:(14Q 0476 2166 1000),,-99.2241,19.5934,macroseismic,258.77,5.5,0.3,0.8059,0.08176,0.875,8.8221,1.0131,0.192462,1.0822,0.132696,1.4737,0.02744,inferred,Stations_USGS
UTM:(14Q 0470 2141 1000),,-99.2809,19.3674,macroseismic,486.26,5.7,0.3,0.8059,0.095399,0.875,10.2061,1.0131,0.218504,1.0822,0.152718,1.4737,0.031328,inferred,Stations_USGS
UTM:(14Q 0475 2098 1000),,-99.2327,18.9788,macroseismic,547.26,5.7,0.3,0.8059,0.101887,0.875,10.2061,1.0131,0.226195,1.0822,0.146681,1.4737,0.029943,inferred,Stations_USGS
UTM:(14Q 0481 2156 1000),,-99.1763,19.503,macroseismic,228.76,6.3,0.3,0.8059,0.137483,0.875,15.8028,1.0131,0.303788,1.0822,0.247118,1.4737,0.049847,inferred,Stations_USGS
UTM:(14Q 0483 2148 1000),,-99.1572,19.4308,macroseismic,233.67,6.8,0.3,0.8059,0.190655,0.875,22.749,1.0131,0.404532,1.0822,0.364008,1.4737,0.072283,inferred,Stations_USGS
UTM:(14Q 0477 2138 1000),,-99.2142,19.3403,macroseismic,497.67,4.8,0.3,0.8059,0.055328,0.875,5.2973,1.0131,0.098569,1.0822,0.074041,1.4737,0.015573,inferred,Stations_USGS
UTM:(14Q 0443 2028 1000),,-99.5348,18.3455,macroseismic,462.83,6.7,0.3,0.8059,0.17731,0.875,21.1503,1.0131,0.380572,1.0822,0.338361,1.4737,0.067437,inferred,Stations_USGS
UTM:(14Q 0584 2103 1000),,-98.1971,19.0224,macroseismic,309.62,5.9,0.3,0.8059,0.1275,0.875,11.8073,1.0131,0.266425,1.0822,0.161726,1.4737,0.032582,inferred,Stations_USGS
UTM:(14Q 0474 2098 1000),,-99.2422,18.9788,macroseismic,541.18,8.0,0.3,0.8059,0.425345,0.875,54.5392,1.0131,0.811919,1.0822,0.912202,1.4737,0.174223,inferred,Stations_USGS
UTM:(14Q 0489 2133 1000),,-99.0999,19.2952,macroseismic,180.0,7.7,0.3,0.8059,0.345579,0.875,43.8301,1.0131,0.679608,1.0822,0.728162,1.4737,0.140507,inferred,Stations_USGS
UTM:(14Q 0472 2154 1000),,-99.262,19.4849,macroseismic,538.8,5.7,0.3,0.8059,0.093848,0.875,10.2061,1.0131,0.21663,1.0822,0.154259,1.4737,0.031682,inferred,Stations_USGS
UTM:(14Q 0479 2150 1000),,-99.1953,19.4488,macroseismic,273.44,5.5,0.3,0.8059,0.084165,0.875,8.8221,1.0131,0.195417,1.0822,0.13036,1.4737,0.026899,inferred,Stations_USGS
UTM:(14Q 0482 2149 1000),,-99.1667,19.4398,macroseismic,242.94,7.5,0.3,0.8059,0.293855,0.875,37.8862,1.0131,0.59614,1.0822,0.635755,1.4737,0.123734,inferred,Stations_USGS
UTM:(14Q 0479 2146 1000),,-99.1953,19.4127,macroseismic,391.62,5.9,0.3,0.8059,0.108648,0.875,11.8073,1.0131,0.244931,1.0822,0.178389,1.4737,0.036367,inferred,Stations_USGS
UTM:(14Q 0481 2144 1000),,-99.1762,19.3946,macroseismic,296.45,6.6,0.3,0.8059,0.168991,0.875,19.664,1.0131,0.362677,1.0822,0.309829,1.4737,0.061865,inferred,Stations_USGS
UTM:(14Q 0475 2091 1000),,-99.2327,18.9156,macroseismic,441.2,6.6,0.3,0.8059,0.179571,0.875,19.664,1.0131,0.374443,1.0822,0.298509,1.4737,0.059337,inferred,Stations_USGS
UTM:(14Q 0742 1887 1000),,-96.7216,17.059,macroseismic,375.33,5.2,0.3,0.8059,0.057795,0.875,7.0898,1.0131,0.130495,1.0822,0.115359,1.4737,0.02435,inferred,Stations_USGS
UTM:(14Q 0489 2148 1000),,-99.1,19.4308,macroseismic,189.03,6.3,0.3,0.8059,0.140798,0.875,15.8028,1.0131,0.307617,1.0822,0.243536,1.4737,0.049038,inferred,Stations_USGS
UTM:(14Q 0484 2141 1000),,-99.1476,19.3675,macroseismic,252.87,7.0,0.3,0.8059,0.218792,0.875,26.318,1.0131,0.455274,1.0822,0.423219,1.4737,0.083473,inferred,Stations_USGS
UTM:(14Q 0584 2105 1000),,-98.197,19.0405,macroseismic,311.16,6.3,0.3,0.8059,0.162619,0.875,15.8028,1.0131,0.331823,1.0822,0.222951,1.4737,0.044417,inferred,Stations_USGS
UTM:(14Q 0505 2131 1000),,-98.9477,19.2772,macroseismic,245.27,7.7,0.3,0.8059,0.355518,0.875,43.8301,1.0131,0.689814,1.0822,0.715617,1.4737,0.137797,inferred,Stations_USGS
UTM:(14Q 0481 2148 1000),,-99.1762,19.4307,macroseismic,276.71,6.2,0.3,0.8059,0.130892,0.875,14.6923,1.0131,0.28934,1.0822,0.22643,1.4737,0.045762,inferred,Stations_USGS
UTM:(14Q 0483 2144 1000),,-99.1571,19.3946,macroseismic,261.29,6.7,0.3,0.8059,0.180359,0.875,21.1503,1.0131,0.383999,1.0822,0.334843,1.4737,0.066652,inferred,Stations_USGS
UTM:(14Q 0742 1889 1000),,-96.7214,17.0771,macroseismic,459.63,2.9,0.3,,,,,,,,,,,inferred,Stations_USGS
UTM:(14Q 0478 2145 1000),,-99.2048,19.4036,macroseismic,433.07,6.2,0.3,0.8059,0.130974,0.875,14.6923,1.0131,0.289435,1.0822,0.226343,1.4737,0.045742,inferred,Stations_USGS
UTM:(14Q 0474 2136 1000),,-99.2427,19.3222,macroseismic,572.58,7.7,0.3,0.8059,0.335738,0.875,43.8301,1.0131,0.669363,1.0822,0.741171,1.4737,0.143323,inferred,Stations_USGS
UTM:(14Q 0485 2140 1000),,-99.1381,19.3585,macroseismic,234.58,6.5,0.3,0.8059,0.160794,0.875,18.2821,1.0131,0.34532,1.0822,0.283995,1.4737,0.056819,inferred,Stations_USGS
UTM:(14Q 0489 2135 1000),,-99.0999,19.3133,macroseismic,281.0,6.4,0.3,0.8059,0.153341,0.875,16.9973,1.0131,0.329185,1.0822,0.259953,1.4737,0.052103,inferred,Stations_USGS
UTM:(14Q 0491 2148 1000),,-99.081,19.4308,macroseismic,222.43,7.1,0.3,0.8059,0.232242,0.875,28.3073,1.0131,0.480662,1.0822,0.458916,1.4737,0.090269,inferred,Stations_USGS
UTM:(14Q 0485 2139 1000),,-99.1381,19.3494,macroseismic,229.54,8.1,0.3,0.8059,0.435959,0.875,58.6617,1.0131,0.841563,1.0822,1.010597,1.4737,0.192992,inferred,Stations_USGS
UTM:(14Q 0484 2140 1000),,-99.1476,19.3585,macroseismic,251.4,7.2,0.3,0.8059,0.248207,0.875,30.447,1.0131,0.50929,1.0822,0.495546,1.4737,0.097161,inferred,Stations_USGS
UTM:(14Q 0485 2132 1000),,-99.138,19.2862,macroseismic,385.13,7.6,0.3,0.8059,0.323192,0.875,40.7499,1.0131,0.64124,1.0822,0.674541,1.4737,0.130584,inferred,Stations_USGS
UTM:(14Q 0483 2142 1000),,-99.1571,19.3765,macroseismic,264.57,7.3,0.3,0.8059,0.262877,0.875,32.7484,1.0131,0.537058,1.0822,0.538081,1.4737,0.105232,inferred,Stations_USGS
UTM:(14Q 0482 2140 1000),,-99.1666,19.3585,macroseismic,281.84,7.3,0.3,0.8059,0.263357,0.875,32.7484,1.0131,0.537575,1.0822,0.537478,1.4737,0.1051,inferred,Stations_USGS
UTM:(14Q 0583 2101 1000),,-98.2066,19.0044,macroseismic,257.63,6.5,0.3,0.8059,0.186437,0.875,18.2821,1.0131,0.373255,1.0822,0.259372,1.4737,0.051327,inferred,Stations_USGS
UTM:(14Q 0480 2135 1000),,-99.1856,19.3133,macroseismic,357.23,4.7,0.3,0.8059,0.052484,0.875,4.925,1.0131,0.087067,1.0822,0.067994,1.4737,0.014332,inferred,Stations_USGS
UTM:(14Q 0482 2146 1000),,-99.1667,19.4127,macroseismic,240.32,7.5,0.3,0.8059,0.295317,0.875,37.8862,1.0131,0.597698,1.0822,0.633824,1.4737,0.123313,inferred,Stations_USGS
UTM:(14Q 0482 2145 1000),,-99.1667,19.4036,macroseismic,269.13,6.9,0.3,0.8059,0.203634,0.875,24.4685,1.0131,0.428484,1.0822,0.393214,1.4737,0.077835,inferred,Stations_USGS
UTM:(14Q 0477 2137 1000),,-99.2142,19.3313,macroseismic,465.52,6.1,0.3,0.8059,0.124443,0.875,13.6598,1.0131,0.275376,1.0822,0.207652,1.4737,0.042053,inferred,Stations_USGS
UTM:(14Q 0473 2138 1000),,-99.2523,19.3403,macroseismic,459.21,6.9,0.3,0.8059,0.203139,0.875,24.4685,1.0131,0.427936,1.0822,0.3938,1.4737,0.077966,inferred,Stations_USGS
UTM:(14Q 0481 2140 1000),,-99.1761,19.3585,macroseismic,296.19,6.1,0.3,0.8059,0.124615,0.875,13.6598,1.0131,0.275576,1.0822,0.207476,1.4737,0.042013,inferred,Stations_USGS
UTM:(14Q 0478 2147 1000),,-99.2048,19.4217,macroseismic,411.51,5.3,0.3,0.8059,0.074569,0.875,7.6257,1.0131,0.175159,1.0822,0.110986,1.4737,0.023028,inferred,Stations_USGS
UTM:(14Q 0480 2144 1000),,-99.1857,19.3946,macroseismic,359.73,6.6,0.3,0.8059,0.168749,0.875,19.664,1.0131,0.362404,1.0822,0.310102,1.4737,0.061926,inferred,Stations_USGS
UTM:(14Q 0478 2139 1000),,-99.2047,19.3494,macroseismic,464.86,7.2,0.3,0.8059,0.246367,0.875,30.447,1.0131,0.507301,1.0822,0.497812,1.4737,0.097659,inferred,Stations_USGS
UTM:(14Q 0482 2148 1000),,-99.1667,19.4308,macroseismic,245.23,7.4,0.3,0.8059,0.276581,0.875,35.2237,1.0131,0.564378,1.0822,0.586635,1.4737,0.114492,inferred,Stations_USGS
UTM:(14Q 0482 2139 1000),,-99.1666,19.3494,macroseismic,274.07,6.7,0.3,0.8059,0.181595,0.875,21.1503,1.0131,0.385381,1.0822,0.333444,1.4737,0.06634,inferred,Stations_USGS
UTM:(14Q 0483 2143 1000),,-99.1571,19.3856,macroseismic,271.05,6.7,0.3,0.8059,0.180659,0.875,21.1503,1.0131,0.384335,1.0822,0.334502,1.4737,0.066576,inferred,Stations_USGS
UTM:(14Q 0483 2139 1000),,-99.1571,19.3494,macroseismic,260.37,7.5,0.3,0.8059,0.299211,0.875,37.8862,1.0131,0.601828,1.0822,0.628756,1.4737,0.122209,inferred,Stations_USGS
UTM:(14Q 0470 2148 1000),,-99.281,19.4306,macroseismic,414.98,6.5,0.3,0.8059,0.155356,0.875,18.2821,1.0131,0.33913,1.0822,0.290047,1.4737,0.058177,inferred,Stations_USGS
