STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,VS30,MMI_VALUE,MMI_STDDEV,PGA_LN_SIGMA,PGA_VALUE,PGV_LN_SIGMA,PGV_VALUE,SA(0.3)_LN_SIGMA,SA(0.3)_VALUE,SA(1.0)_LN_SIGMA,SA(1.0)_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE,VS30_TYPE,REFERENCES
T0802,T0802,11.1816,44.875,seismic,202.64,7.1,0.63,0,0.303085,0,24.6233,0,0.675217,0,0.2101,0,0.069389,inferred,Stations_USGS
T0800,T0800,11.2479,44.8486,seismic,216.97,7.3,0.63,0,0.337049,0,27.6967,0,1.326754,0,0.334341,0,0.043142,inferred,Stations_USGS
T0819,T0819,10.8987,44.8873,seismic,225.98,null,null,0,0.00011,0,0.0012,0,3.10E-05,0,2.00E-06,0,1.00E-06,inferred,Stations_USGS
T0805,T0805,11.3226,44.9187,seismic,180,6.3,0.63,0,0.246495,0,13.3809,0,0.579807,0,0.066603,0,0.028149,inferred,Stations_USGS
T0803,T0803,11.3508,44.7668,seismic,186.69,5.7,0.63,0,0.120901,0,8.5784,0,0.462291,0,0.055614,0,0.01403,inferred,Stations_USGS
SERM,SERM,11.2958,45.01,seismic,211.55,4,0.63,0,0.015387,0,1.1374,0,0.033094,0,0.009199,0,0.003764,inferred,Stations_USGS
MODE,MODE,10.9492,44.6297,seismic,220.22,4.7,0.63,0,0.044864,0,4.056,0,0.205302,0,0.045667,0,0.018374,inferred,Stations_USGS
T0821,T0821,11.5405,44.9035,seismic,190.52,4.1,0.63,0,0.019687,0,2.1255,0,0.061091,0,0.01098,0,0.007158,inferred,Stations_USGS
T0820,T0820,11.5732,44.7912,seismic,217.81,null,null,0,0.03105,0,14.6987,0,0.060618,0,0.024976,0,0.011096,inferred,Stations_USGS
OPPE,OPPE,11.1724,45.3082,seismic,212.23,4.2,0.63,0,0.014862,0,2.3686,0,0.023106,0,0.022298,0,0.006677,inferred,Stations_USGS
ZCCA,ZCCA,10.9765,44.3509,seismic,598.69,3.6,0.63,0,0.012843,0,0.6573,0,0.013359,0,0.009255,0,0.004466,inferred,Stations_USGS
PRMA,PRMA,10.3131,44.7637,seismic,271.01,3.4,0.63,0,0.00522,0,0.6801,0,0.017635,0,0.004314,0,0.002255,inferred,Stations_USGS
CMPO,CMPO,11.8056,44.5808,seismic,180,3.5,0.63,0,0.018354,0,0.7293,0,0.023472,0,0.01165,0,0.003123,inferred,Stations_USGS
MTRZ,MTRZ,11.4248,44.3128,seismic,446.4,4.2,0.63,0,0.057328,0,1.7083,0,0.037253,0,0.019136,0,0.004224,inferred,Stations_USGS
