# 19900530_Sequence_Vrancea/19900531_M6.31_Vrancea median gmf, Stations:None, gmlt:USGS, Rupture:Ganasetal2010
custom_site_id,lon,lat,AbrahamsonEtAl2015SSlab,AtkinsonBoore2003SSlab,ZhaoEtAl2016SSlab
t_0,26.343760000000003,44.01169,0.021985685,0.012614708,0.021977546
t_1,26.471689999999995,44.03154,0.021911182,0.013315938,0.022853691
t_10,26.901610000000005,44.11686,0.02238052,0.015805067,0.026149375
t_100,26.23383000000001,44.11046,0.021646973,0.013805094,0.023509474
t_1000,25.369910000000004,44.47597,0.023095831,0.013946152,0.0236978
t_1001,25.28721999999999,44.48205,0.021123832,0.013394991,0.022959964
t_1002,25.41552999999999,44.50251,0.023787672,0.014705944,0.024706425
t_1003,25.332819999999998,44.50861,0.023229262,0.01411954,0.02392882
t_1004,25.250100000000003,44.51468,0.021857213,0.013557059,0.023177482
t_1005,25.46117000000001,44.52904,0.024561692,0.015514465,0.025769634
t_1006,25.378440000000012,44.53516,0.02468427,0.014890227,0.024949647
t_1007,25.24163999999999,44.45548,0.021793714,0.012713449,0.022039916
t_1008,25.204520000000002,44.4881,0.021580175,0.012863352,0.022243032
t_1009,25.167360000000002,44.52071,0.02162888,0.013000349,0.022428285
t_101,26.279499999999985,44.13688,0.023332784,0.014454485,0.024373665
t_1010,25.212950000000006,44.5473,0.021104576,0.01370594,0.023376888
t_1011,25.13019,44.55331,0.02148282,0.01312391,0.022595063
t_1012,25.175780000000003,44.5799,0.021300461,0.01384006,0.02355619
t_1013,25.092989999999986,44.58589,0.021275826,0.013233095,0.0227422
t_1014,25.221389999999985,44.60646,0.023205211,0.014601398,0.024568202
t_1015,25.13857999999999,44.61248,0.020720854,0.013958594,0.023714393
t_1016,25.055759999999992,44.61846,0.021635076,0.013327433,0.022869151
t_1017,25.62661,44.5167,0.027057158,0.01685958,0.02751735
t_1018,25.543900000000008,44.52289,0.025527148,0.016170554,0.02662525
t_1019,25.589580000000012,44.54938,0.026814183,0.01707423,0.027793968
t_102,26.19713999999999,44.14335,0.022111943,0.014205419,0.024043055
t_1020,25.50684000000001,44.55555,0.026032377,0.016375225,0.026890917
t_1021,25.635289999999998,44.57586,0.028309416,0.018037388,0.029028002
t_1022,25.55252999999999,44.58205,0.02726209,0.017292162,0.02807421
t_1023,25.469760000000008,44.5882,0.025967082,0.016583465,0.027160626
t_1024,25.598240000000004,44.60853,0.027837599,0.018269261,0.029323395
t_1025,25.515449999999987,44.6147,0.027416795,0.01751364,0.028358392
t_1026,25.643969999999996,44.635,0.028757986,0.019311197,0.030643117
t_1027,25.29570000000001,44.54125,0.02364764,0.014294004,0.02416076
t_1028,25.424090000000007,44.56169,0.02546615,0.015710356,0.026025748
t_1029,25.34133,44.56779,0.024183733,0.015076975,0.02519558
t_103,26.599670000000003,44.0513,0.018750113,0.013992732,0.025954323
t_1030,25.25855999999999,44.57386,0.02331669,0.014455665,0.024375228
t_1031,25.386979999999994,44.59433,0.024161605,0.015909558,0.02628562
t_1032,25.304190000000006,44.60041,0.024588538,0.015252915,0.025426788
t_1033,25.432649999999995,44.62084,0.026994307,0.016795253,0.027434336
t_1034,25.34984,44.62695,0.024812367,0.016101064,0.026534917
t_1035,25.267030000000005,44.63301,0.02453081,0.015411529,0.025634825
t_1036,25.395520000000005,44.65346,0.026355073,0.017003475,0.027702855
t_1037,25.184200000000004,44.63905,0.023122257,0.014730454,0.024738805
t_1038,25.10136,44.64505,0.022068731,0.014061092,0.023851002
t_1039,25.018519999999995,44.65101,0.021778831,0.013406445,0.022975354
t_104,26.517390000000006,44.05792,0.022604795,0.013894248,0.023628542
