# 19900530_Sequence_Vrancea/19900531_M6.31_Vrancea median gmf, Stations:Seismic, gmlt:GEM, Rupture:Ganasetal2010
custom_site_id,lon,lat,"BCHydroESHM20SSlab
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
sigma_mu_epsilon = -1.355630
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
sigma_mu_epsilon = 1.355630
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
theta_6_adjustment = -0.001500
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
theta_6_adjustment = 0.001500
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00"
s_0,27.626000000000005,46.266,0.015868,0.015868,0.015868,0.015868,0.015868
s_1,28.03200000000001,44.314,0.011895,0.011895,0.011895,0.011895,0.011895
s_2,26.7277,45.8657,0.018983,0.018983,0.018983,0.018983,0.018983
t_0,26.343760000000003,44.01169,0.008628827,0.0073396093,0.010144497,0.008628827,0.008628827
t_1,26.471689999999995,44.03154,0.008644514,0.0073530027,0.01016287,0.008644514,0.008644514
t_10,26.901610000000005,44.11686,0.008987848,0.0076462775,0.010564801,0.008987848,0.008987848
t_100,26.23383000000001,44.11046,0.008578653,0.007296917,0.010085532,0.008578653,0.008578653
t_1000,25.369910000000004,44.47597,0.009219348,0.007841858,0.010838807,0.009219348,0.009219348
t_1001,25.28721999999999,44.48205,0.008371133,0.007120377,0.009841596,0.008371133,0.008371133
t_1002,25.41552999999999,44.50251,0.009557755,0.008129703,0.011236657,0.009557755,0.009557755
t_1003,25.332819999999998,44.50861,0.009285135,0.007897816,0.01091615,0.009285135,0.009285135
t_1004,25.250100000000003,44.51468,0.008679363,0.007382553,0.010203969,0.008679363,0.008679363
t_1005,25.46117000000001,44.52904,0.009933812,0.008449573,0.01167877,0.009933812,0.009933812
t_1006,25.378440000000012,44.53516,0.0099427,0.008457133,0.0116892215,0.0099427,0.0099427
t_1007,25.24163999999999,44.45548,0.0085954,0.0073111346,0.010105257,0.0085954,0.0085954
t_1008,25.204520000000002,44.4881,0.008516968,0.007244422,0.010013049,0.008516968,0.008516968
t_1009,25.167360000000002,44.52071,0.008544345,0.0072677084,0.010045234,0.008544345,0.008544345
t_101,26.279499999999985,44.13688,0.009313471,0.007921956,0.01094941,0.009313471,0.009313471
t_1010,25.212950000000006,44.5473,0.008379785,0.007127736,0.009851768,0.008379785,0.008379785
t_1011,25.13019,44.55331,0.00849129,0.0072225803,0.009982859,0.00849129,0.00849129
t_1012,25.175780000000003,44.5799,0.008466331,0.0072013508,0.009953516,0.008466331,0.008466331
t_1013,25.092989999999986,44.58589,0.008412353,0.007155438,0.009890056,0.008412353,0.008412353
t_1014,25.221389999999985,44.60646,0.009300309,0.007910723,0.010933989,0.009300309,0.009300309
t_1015,25.13857999999999,44.61248,0.0082355,0.0070050093,0.0096821375,0.0082355,0.0082355
t_1016,25.055759999999992,44.61846,0.008563045,0.0072836145,0.010067219,0.008563045,0.008563045
