calc_id,description,cal_time,gmpe,imt,nominal_bias,abs_nominal_bias,max_gmv,Rupture,GMLT,Recording_Stations
643,"Median gmf - DRAFT_20090406_M6.18_Laquila (Rupture:GCMT, GMPEs:GEM, Recording Stations:all)",178,KothaEtAl2020ESHM20SlopeGeology,PGA,0.004,0.004,0.4309613,GCMT,GEM,all
648,"Median gmf - DRAFT_20090406_M6.18_Laquila (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",184,KothaEtAl2020ESHM20SlopeGeology,PGA,0.022,0.022,0.47071794,USGS,GEM,all
635,"Median gmf - DRAFT_20090406_M6.18_Laquila (Rupture:INGV, GMPEs:GEM, Recording Stations:seismic)",140,KothaEtAl2020ESHM20SlopeGeology,PGA,0.032,0.032,0.32405108,INGV,GEM,seismic
639,"Median gmf - DRAFT_20090406_M6.18_Laquila (Rupture:EFEHR, GMPEs:GEM, Recording Stations:seismic)",131,KothaEtAl2020ESHM20SlopeGeology,PGA,0.033,0.033,0.324887,EFEHR,GEM,seismic
630,"Median gmf - DRAFT_20090406_M6.18_Laquila (Rupture:EFEHR, GMPEs:USGS, Recording Stations:all)",116,AkkarEtAlRjb2014,PGA,0.037,0.037,0.5028992,EFEHR,USGS,all
628,"Median gmf - DRAFT_20090406_M6.18_Laquila (Rupture:INGV, GMPEs:USGS, Recording Stations:all)",113,AkkarEtAlRjb2014,PGA,0.038,0.038,0.49056822,INGV,USGS,all
640,"Median gmf - DRAFT_20090406_M6.18_Laquila (Rupture:EFEHR, GMPEs:GEM, Recording Stations:all)",158,KothaEtAl2020ESHM20SlopeGeology,PGA,0.039,0.039,0.4588793,EFEHR,GEM,all
636,"Median gmf - DRAFT_20090406_M6.18_Laquila (Rupture:INGV, GMPEs:GEM, Recording Stations:all)",166,KothaEtAl2020ESHM20SlopeGeology,PGA,0.039,0.039,0.43645838,INGV,GEM,all
639,"Median gmf - DRAFT_20090406_M6.18_Laquila (Rupture:EFEHR, GMPEs:GEM, Recording Stations:seismic)",131,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.061,0.061,0.324887,EFEHR,GEM,seismic
635,"Median gmf - DRAFT_20090406_M6.18_Laquila (Rupture:INGV, GMPEs:GEM, Recording Stations:seismic)",140,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.062,0.062,0.32405108,INGV,GEM,seismic
648,"Median gmf - DRAFT_20090406_M6.18_Laquila (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",184,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.095,0.095,0.47071794,USGS,GEM,all
647,"Median gmf - DRAFT_20090406_M6.18_Laquila (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",139,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.098,0.098,0.3210864,USGS,GEM,seismic
643,"Median gmf - DRAFT_20090406_M6.18_Laquila (Rupture:GCMT, GMPEs:GEM, Recording Stations:all)",178,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.113,0.113,0.4309613,GCMT,GEM,all
641,"Median gmf - DRAFT_20090406_M6.18_Laquila (Rupture:GCMT, GMPEs:GEM, Recording Stations:seismic)",136,KothaEtAl2020ESHM20SlopeGeology,PGA,-0.116,0.116,0.32820684,GCMT,GEM,seismic
