lon,lat,slope,vs30,geology,xvf,region,vs30measured,custom_site_id
26.5694,39.085,0.042371877,583.52246,JURASSIC-TRIASSIC,-150.0,2,0,s_0
26.26499,39.24565,0.01392433,413.05353,CENOZOIC,-150.0,4,0,s_1
25.56202,38.53978,0.027753895,537.63696,PALEOZOIC,-150.0,4,0,s_2
26.1331,39.456,0.15667048,625.19684,UNKNOWN,-150.0,4,0,s_3
26.29283,37.61117,0.087990515,625.9624,UNKNOWN,-130.9034375065718,2,0,s_4
26.7065,37.7951,0.04277234,414.67905,HOLOCENE,-131.85609655013548,2,0,s_5
27.8129,38.8785,0.08886189,649.2827,HOLOCENE,-150.0,4,0,s_6
28.9805,39.1005,0.0044007734,260.07794,HOLOCENE,-150.0,4,0,s_7
26.30437,41.18995,0.022726782,394.94925,HOLOCENE,150.0,2,0,s_8
25.0588,39.875,0.026061587,395.87814,CENOZOIC,-150.0,4,0,s_9
28.3,41.4844,0.025304034,572.79645,PALEOZOIC,150.0,2,0,s_10
25.18055,39.89725,0.052539345,478.11304,CENOZOIC,-150.0,4,0,s_11
26.6323,41.1288,0.018317968,352.17365,CENOZOIC,150.0,2,0,s_12
27.9175,38.7077,0.11365866,577.2319,HOLOCENE,-150.0,4,0,s_13
29.06,41.0638,0.04975514,514.5699,PALEOZOIC,-150.0,4,0,s_14
27.686,40.0466,0.056531683,490.6886,CENOZOIC,-150.0,4,0,s_15
24.56457,38.90448,0.06668371,541.14514,JURASSIC-TRIASSIC,-150.0,4,0,s_16
28.6267,39.6041,0.016824069,446.50775,CRETACEOUS,-150.0,4,0,s_17
23.86669,39.14804,0.056044422,565.41846,UNKNOWN,-146.77520176424142,4,0,s_18
25.1631,37.53942,0.042185478,506.79922,UNKNOWN,-111.607269774039,2,0,s_19
26.97274,36.95708,0.11425862,588.964,CRETACEOUS,-40.24011948086493,3,0,s_20
25.53045,40.47094,0.2887043,900.0,HOLOCENE,-150.0,4,0,s_21
28.224,36.4514,0.11365134,486.49734,CENOZOIC,62.60347288842304,3,0,s_22
27.131,36.6106,0.1390354,594.92834,UNKNOWN,-0.0438168577314577,3,0,s_23
23.575,39.998,0.061551794,493.98575,HOLOCENE,-150.0,4,0,s_24
24.10014,38.63315,0.14716594,693.453,CRETACEOUS,-122.64742508958888,3,0,s_25
25.3741,37.10139,0.027882831,452.70322,UNKNOWN,-73.87612975655667,2,0,s_26
25.89382,36.83157,0.032339036,669.3266,CENOZOIC,-51.63550185610328,3,0,s_27
23.7371,37.97542,0.046882514,424.9817,CRETACEOUS,-54.05832337013263,3,0,s_28
23.71767,37.97384,0.022748409,386.14542,CRETACEOUS,-52.5786440596174,3,0,s_29
29.7,40.6009,0.15791658,734.24963,PALEOZOIC,-150.0,4,0,s_30
25.0709,35.3058,0.014413651,393.9757,HOLOCENE,123.39802811997824,3,0,s_31
27.93056,36.0269,0.02729273,405.9098,HOLOCENE,92.6466391438307,3,0,s_32
30.3171,40.2911,0.09607088,596.6913,CENOZOIC,-150.0,4,0,s_33
23.46525,37.34923,0.18980403,773.3806,JURASSIC-TRIASSIC,5.771775606443263,3,0,s_34
24.38591,40.93704,0.14026977,719.296,JURASSIC-TRIASSIC,-150.0,2,0,s_35
26.3528,36.54543,0.07107936,444.5515,CENOZOIC,-15.530062465244358,3,0,s_36
29.58561,36.15031,0.055699848,555.7934,CENOZOIC,120.83758286452677,4,0,s_37
23.98021,35.4599,0.14233872,741.7468,CENOZOIC,142.18469160752062,3,0,s_38
30.8492,39.5212,0.13391043,702.63873,PALEOZOIC,-150.0,4,0,s_39
22.49583,38.47836,0.40587175,900.0,HOLOCENE,-15.140991590936698,3,0,s_40
29.5286,38.3231,0.03914993,459.96304,CENOZOIC,-120.14766661489764,4,0,s_41
23.44443,40.37328,0.0538645,521.4086,JURASSIC-TRIASSIC,-150.0,2,0,s_42
23.0621,36.2566,0.04782104,615.22754,CENOZOIC,110.070507022,3,0,s_43
23.03734,36.68709,0.06574,715.8477,JURASSIC-TRIASSIC,79.24153661933799,3,0,s_44
26.21691,35.1147,0.09330011,667.78125,PALEOZOIC,137.8275405007723,3,0,s_45
21.92522,37.17872,0.122778386,680.8,CENOZOIC,126.92866317934836,3,0,s_46
26.365,38.9822,0.14040387,665.8617,JURASSIC-TRIASSIC,-150.0,2,0,s_47
26.5954,39.0734,0.024869766,568.7881,JURASSIC-TRIASSIC,-150.0,2,0,s_48
27.0574,38.5334,0.055343907,532.35297,HOLOCENE,-150.0,2,0,s_49
26.3713,38.2613,0.02999019,414.0358,CENOZOIC,-150.0,2,0,s_50
26.8283,38.353,0.02914611,456.358,HOLOCENE,-150.0,2,0,s_51
27.1719,38.4431,0.003444809,422.28296,HOLOCENE,-150.0,4,0,s_52
26.1417,38.35,0.017200239,474.1582,CENOZOIC,-150.0,2,0,s_53
25.53553,41.14503,0.073796086,531.3322,HOLOCENE,-150.0,2,0,s_54
25.45926,36.37052,0.045850296,729.75665,HOLOCENE,1.9923897957677528,3,0,s_55
28.12122,36.21356,0.034396376,463.6693,JURASSIC-TRIASSIC,82.7833882243162,3,0,s_56
30.5093,37.8433,0.10150088,669.3209,JURASSIC-TRIASSIC,-79.67130498015345,4,0,s_57
23.235,42.618,0.1452915,800.7626,JURASSIC-TRIASSIC,150.0,2,0,s_58
