# 20160416_M7.0_Kumamoto median gmf, Stations:Seismic, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,BooreEtAl2014,ChiouYoungs2014,ZhaoEtAl2016Asc
m_0,130.76120000000003,32.7505,0.7917848,0.6173968,0.9430198
m_3,130.76300000000003,32.8406,0.7659928,0.66505885,0.6496699
m_77,130.45439999999996,33.5661,0.119495325,0.105918385,0.092290476
s_1,130.65819999999997,32.6878,0.80845,0.80845,0.80845
s_10,130.75210000000004,32.6345,0.46338,0.46338,0.46338
s_100,131.53570000000002,32.8392,0.06631,0.06631,0.06631
s_101,131.4187,31.9087,0.06613,0.06613,0.06613
s_102,130.4513,31.9006,0.06601,0.06601,0.06601
s_103,130.2074,33.373,0.06525,0.06525,0.06525
s_104,130.5163,33.4952,0.06514,0.06514,0.06514
s_105,130.36469999999997,32.1704,0.06452,0.06452,0.06452
s_106,130.90139999999997,33.8324,0.06256,0.06256,0.06256
s_107,130.7939,33.3319,0.06256,0.06256,0.06256
s_108,130.2024,32.7839,0.0616,0.0616,0.0616
s_109,130.9798,33.8849,0.05919,0.05919,0.05919
s_11,131.12260000000003,32.8267,0.42905,0.42905,0.42905
s_110,130.70529999999997,33.8263,0.05892,0.05892,0.05892
s_111,130.49580000000003,31.8699,0.05757,0.05757,0.05757
s_112,130.3032,31.8143,0.05428,0.05428,0.05428
s_113,129.7054,33.3444,0.05342,0.05342,0.05342
s_114,130.1807,32.3636,0.05337,0.05337,0.05337
s_115,130.0643,33.3213,0.05314,0.05314,0.05314
s_116,129.91949999999997,33.4247,0.05287,0.05287,0.05287
s_117,130.56989999999996,31.7621,0.05201,0.05201,0.05201
s_118,130.9721,31.9968,0.05175,0.05175,0.05175
s_119,131.61419999999998,33.4169,0.0505,0.0505,0.0505
s_12,131.1214,32.932,0.3437,0.3437,0.3437
s_120,129.8678,31.836,0.05016,0.05016,0.05016
s_121,131.8811,33.2461,0.04917,0.04917,0.04917
s_122,130.034,33.1916,0.04873,0.04873,0.04873
s_123,130.1191,32.1554,0.0483,0.0483,0.0483
s_124,131.07910000000004,31.7301,0.04759,0.04759,0.04759
s_125,133.1015,33.0797,0.04669,0.04669,0.04669
s_126,132.72519999999997,32.937,0.04646,0.04646,0.04646
s_127,131.30259999999998,31.8454,0.04633,0.04633,0.04633
s_128,129.5383,33.3616,0.04607,0.04607,0.04607
s_129,131.0621,31.7185,0.04601,0.04601,0.04601
s_13,130.90459999999996,32.4901,0.24639,0.24639,0.24639
s_130,129.9171,33.0371,0.04578,0.04578,0.04578
s_131,130.1927,32.0145,0.04576,0.04576,0.04576
s_132,131.86950000000002,32.9278,0.04543,0.04543,0.04543
s_133,130.2024,33.561,0.04514,0.04514,0.04514
s_134,130.2735,31.7123,0.04495,0.04495,0.04495
s_135,131.59360000000004,33.6783,0.04471,0.04471,0.04471
s_136,130.5432,33.8501,0.04146,0.04146,0.04146
s_137,131.69579999999996,32.506,0.04137,0.04137,0.04137
s_138,129.43529999999998,33.2116,0.0401,0.0401,0.0401
