# 20160416_M7.0_Kumamoto median gmf, Stations:Seismic, gmlt:USGS, Rupture:USGS
custom_site_id,lon,lat,AbrahamsonEtAl2014,AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,BooreEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014,ZhaoEtAl2016SInter
m_0,130.76120000000003,32.7505,0.4998685,0.73102313,0.8940074,0.7917848,0.5884099,0.6173968,0.9791849
m_3,130.76300000000003,32.8406,0.674715,0.61227757,0.67893064,0.7659928,0.6558753,0.66505885,0.6927254
m_77,130.45439999999996,33.5661,0.10344933,0.09943236,0.107776225,0.119495325,0.095988326,0.105918385,0.101842314
s_1,130.65819999999997,32.6878,0.80845,0.80845,0.80845,0.80845,0.80845,0.80845,0.80845
s_10,130.75210000000004,32.6345,0.46338,0.46338,0.46338,0.46338,0.46338,0.46338,0.46338
s_100,131.53570000000002,32.8392,0.06631,0.06631,0.06631,0.06631,0.06631,0.06631,0.06631
s_101,131.4187,31.9087,0.06613,0.06613,0.06613,0.06613,0.06613,0.06613,0.06613
s_102,130.4513,31.9006,0.06601,0.06601,0.06601,0.06601,0.06601,0.06601,0.06601
s_103,130.2074,33.373,0.06525,0.06525,0.06525,0.06525,0.06525,0.06525,0.06525
s_104,130.5163,33.4952,0.06514,0.06514,0.06514,0.06514,0.06514,0.06514,0.06514
s_105,130.36469999999997,32.1704,0.06452,0.06452,0.06452,0.06452,0.06452,0.06452,0.06452
s_106,130.90139999999997,33.8324,0.06256,0.06256,0.06256,0.06256,0.06256,0.06256,0.06256
s_107,130.7939,33.3319,0.06256,0.06256,0.06256,0.06256,0.06256,0.06256,0.06256
s_108,130.2024,32.7839,0.0616,0.0616,0.0616,0.0616,0.0616,0.0616,0.0616
s_109,130.9798,33.8849,0.05919,0.05919,0.05919,0.05919,0.05919,0.05919,0.05919
s_11,131.12260000000003,32.8267,0.42905,0.42905,0.42905,0.42905,0.42905,0.42905,0.42905
s_110,130.70529999999997,33.8263,0.05892,0.05892,0.05892,0.05892,0.05892,0.05892,0.05892
s_111,130.49580000000003,31.8699,0.05757,0.05757,0.05757,0.05757,0.05757,0.05757,0.05757
s_112,130.3032,31.8143,0.05428,0.05428,0.05428,0.05428,0.05428,0.05428,0.05428
s_113,129.7054,33.3444,0.05342,0.05342,0.05342,0.05342,0.05342,0.05342,0.05342
s_114,130.1807,32.3636,0.05337,0.05337,0.05337,0.05337,0.05337,0.05337,0.05337
s_115,130.0643,33.3213,0.05314,0.05314,0.05314,0.05314,0.05314,0.05314,0.05314
s_116,129.91949999999997,33.4247,0.05287,0.05287,0.05287,0.05287,0.05287,0.05287,0.05287
s_117,130.56989999999996,31.7621,0.05201,0.05201,0.05201,0.05201,0.05201,0.05201,0.05201
s_118,130.9721,31.9968,0.05175,0.05175,0.05175,0.05175,0.05175,0.05175,0.05175
s_119,131.61419999999998,33.4169,0.0505,0.0505,0.0505,0.0505,0.0505,0.0505,0.0505
